"lic","instituciones","direccion_fisica","pueblo_fisico","zip_code_fisico","direccion_postal","pueblo_postal","zip_code_postal","telefono_primario","telefono_secundario","email_primario","email_secundario","fax_primario","fax_secundario","director_preescolar","director_elemental","director_intermedia","director_superior","matricula_preprekinder","matricula_prekinder","matricula_kinder","matricula_sin_grado_preescolar","matricula_primero","matricula_segundo","matricula_tercero","matricula_cuarto","matricula_quinto","matricula_sexto","matricula_sin_grado_elemental","matricula_septimo","matricula_octavo","matricula_noveno","matricula_decimo","matricula_undecimo","matricula_duodecimo","matricula_sin_grado_secundaria","total"
"A 75-39","Carvin School, Inc.","Urb Carolina Alta, Calle Natividad Landrau, Final","Carolina","00984","PO BOX 3387, Valle Arriba Heights Station","Carolina","00984","(787) 757-5151","(787) 757-6950","lourdes.ortiz@carvinschool.org","m.delossantos@carvinschool.org","(787) 757-7570","(787) 768-3615","n/a","N/A","Evelyn Díaz Freytes","Evelyn Díaz Freytes","0","0","0","0","0","0","0","0","67","73","0","58","73","61","41","53","65","0","491"
"A 75-40","Colegio Santa Clara","Urb Villa Fontana Vía 14,  2JL, # 456","Carolina","00983","Urb Villa Fontana Vía 14,  2JL, #456","Carolina","00983","(787) 768-7110","(787) 765-1437","colegiosantaclarapr@gmail.com","ofmpaz@gmail.com","(787) 757-5044",,"Eddie Caro Morales,OFM","Eddie Caro Morales,OFM","Eddie Caro Morales,OFM","Eddie Caro Morales,OFM","0","5","13","0","11","7","8","8","6","10","0","6","16","6","13","11","14","0","134"
"A 75-42","Children Learning and Development Center (CLEDEV)","Ave Roberto Clemente, Blq.27 #16  UrbVilla Carolina","Carolina","00985","PO BOX 2963","Carolina","00984","(787) 675-2444","(787) 768-1144","childrenlearningdevelopment@yahoo.com",,"(787) 768-1144","787 75-244","Corali Hernandez","Corali Hernandez","Corali Hernandez",,"0","1","2","11","0","0","0","0","0","0","11","0","0","0","0","0","0","0","25"
"A 75-43","Fountain Christian Bilingual School, Carolina","Calle Orquidea Urb  Los Angeles","Carolina","00984","PO BOX 3018","Carolina","00984","(787) 202-4444","(787) 225-3072","fcbsintermediaysuperior@gmail.com","fcbs.elemental@gmail.com","(787) 625-2188","(787) 625-2188","Brenda Gutiérrez Rosario","Brenda Gutiérrez Rosario","Brenda Gutiérrez Rosario","Brenda Gutiérrez Rosario","2","1","7","0","11","16","13","14","8","10","0","17","13","15","17","20","21","0","185"
"A 75-44","ISCAL Academy","Urbanización Villa Carolina, Calle 29, Bloque 1 (Ave Sánchez Castaño), #4","Carolina","00987","Urb Villa Carolina, Calle #29, Bloque #1, #4","Carolina","00985","(787) 752-9635","(787) 752-9635","inafonseca@yahoo.com","info@iscalacademy.com","(787) 752-9635","(787) 752-9635","Ina S. Fonseca Lara","Ina S. Fonseca Lara","NO","NO","5","10","9","0","15","7","4","0","0","0","0","0","0","0","0","0","0","0","50"
"A 75-46","Escuela de Ciencias, Matemáticas, Tecnología y Lenguajes (Escuela PA'Los Duros)","Carr PR-860, Km 1.10 y Km. 3.3, Barrio Martín González","Carolina","00986","Apartado 8","Carolina","00986","(787) 476-3222","(787) 403-0197","correacoloni@yahoo.com","colonisabelita3@gmail.com","(787) 757-3014",,"No aplica","NO APLICA","Isabelita Colón Concepción","Isabelita Colón Concepción","0","0","0","0","0","0","0","0","0","0","0","23","27","58","20","25","25","0","178"
"A 75-47","CarMiAm Private School","Ave Yunquesito A-6, Urb Lomas de Carolina","Carolina","00987","Calle 51-A, Bloque 2C#30, Urb Lomas de Carolina","Carolina","00987","(787) 492-0745","(787) 449-4180","carmiam@ymail.com",,"(787) 769-8181",,"Sandra I. Zavala","Sandra I. Zavala","0","0","0","0","34","0","28","20","20","14","14","15","0","5","3","0","0","0","0","0","153"
"A 75-49","Centro Educativo Preescolar de la Universidad del Este","Barrio Sabana Abajo, Carr 190 KM 1.8","Carolina","00983","PO BOX 2010","Carolina","00984","(787) 257-7373","(787) 257-7373","marodriguez@suagm.edu","jcruz@suagm.edu","(787) 257-7398",,"Marybell Rodríguez García","Marybell Rodríguez García","Marybell Rodríguez García","Marybell Rodríguez García","14","16","11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","41"
"A 75-51","Profesional Jobs Education Training, Inc.","Ave monserrate AB 16 VALLE ARRIBA HEIGH CAROLINA","Carolina","00979","PO BOX 37644","San Juan","00937","(787) 757-3060","(787) 340-5988","pjeducacionavanzada@hotmail.com","yajahira.colon@att.net","(787) 757-3060","(787) 757-3060","Yajahira I. Colón","Yajahira I. Colón","AWILDA DELGADO","AWILDA DELGADO","0","0","0","0","0","0","0","0","0","0","0","0","0","9","15","7","23","0","54"
"A 75-52","Colegio Acelerado de Educación Secundaria y Técnica, Inc.  (C.A.D.E.S.T.)","Ave Sánchez Vilella (Antes Ave Campo Rico) GL-25, Urb Country Club","Carolina","00984","ESCORIAL BUILDING 1, 1400 AVE. DE DIEGO, SUITE 220, PMB 222","Carolina","00987","(787) 528-4040","(787) 568-4777","drammorales@yahoo.com","admisionescadest@gmail.com","(787) 750-1600",,"N/A","N/A","Dra. Miriam Morales Alcalá, Ed D, Ph D","Dra.Miriam Morales Alcalá, Ed D, Ph D","0","0","0","0","0","0","0","0","0","0","0","6","12","13","17","17","26","0","91"
"A 75-53","Kid's Kingdom & James Christian Academy","Urb Rolling Hills, Calle Uruguay Final #360","Carolina","00985","Urb Colinas de Fair View, Calle 214, #4T-33","Trujillo Alto","00976","(787) 762-0410","(787) 608-7822","kids-kingdom@hotmail.com","kids-kingdom@hotmail.com","87-7041",,"Janise Santiago Ramos","Janise Santiago Ramos","Janise Santiago Ramos","Janise Santiago Ramos","2","3","3","0","2","3","1","8","5","3","0","4","8","9","3","3","3","0","60"
"A 75-56","ASPIRA, Inc. de Puerto Rico: Escuela Alternativa Aspira Carolina","Carr Núm 8887, Km. 11.9, Bo San Antón","Carolina","00985","PO BOX 29132","San Juan","00929","(787) 750-0505","(787) 641-1985","aspirapr@aspirapr.org","ffeliciano@aspirapr.org","(787) 257-2725",,"N/A","N/A","N/A","Francisco Feliciano Sánchez","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","28","37","0","71"
"A 75-56.1","Aspira Inc. de Puerto Rico: Escuela Alternativa Aspira Mayaguez","Carr 102, Residencial Mar y Sol #130","Mayagüez","00680","PO BOX 29132","San Juan","00929","(787) 831-2178","(787) 750-0505","aspirapr@aspirapr.org","ffeliciano@aspirapr.org","(787) 831-5853","(787) 257-2725","N/A","N/A","N/A","Francisco Feliciano Sánchez","0","0","0","0","0","0","0","0","0","0","0","0","0","12","13","10","31","0","66"
"A 75-56.2","Aspira Inc. de Puerto Rico: Escuela Alternativa Aspira Aguada","Calle Colon #256 (bajos) Barrio Pueblo","Aguada","00602","PO BOX 29132","San Juan","00929","(787) 868-7322","(787) 750-0505","aspirapr@aspirapr.org","ffeliciano@aspirapr.org","(787) 257-2725","(787) 868-7322","N/A","N/A","N/A","Francisco Feliciano Sanchez","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","11","8","0","26"
"A 75-57","OT Community School, Carolina","Urbanización San Martín, Calle Julián Bengochea #1232","San Juan","00924","PMB 111 BOX 29005","San Juan","00929","(787) 200-0567","(787) 200-0567","otcommunityschool@gmail.com","otchscpr@gmail.com","(787) 200-0567",,"Meraly Santos Guzman","Meraly Santos Guzman","Meraly Santos Guzman",,"0","4","3","0","3","5","5","6","5","0","13","0","0","0","0","0","0","0","44"
"A 75-59","Sebastian Bilingual School","Ave San Marcos 10083 Extension EL Comandante","Carolina","00982","Las Haciendas calle Camino Largo 15055","Canóvanas","00729","(787) 998-5335","(787) 750-3050","sebstianbilingualschool@hotmail.com","sebastianbilingualschool@gmail.com","(787) 946-5030",,"Mara Liz Gomez Rosario","Mara Liz Gomez Rosario","Mara Liz Gomez Rosario","Mara LIz Gomez Rosario","0","15","30","0","40","32","20","24","14","32","0","10","10","11","2","3","0","0","243"
"A 75-60","Professional Job Education Training, Inc.","Ave MONSERRATE AB-16 VALLE ARRIBA HEIGHT","Carolina","00979","PO BOX 37644","San Juan","00937","(787) 757-6030","(787) 324-3555","yajahira.colon@att.net","pjeducationpr@gmail.com","(787) 757-3060","(939) 338-5532","0","Awilda Delgado","0","AWILDA DELGADO","0","0","0","0","10","5","9","3","5","11","0","8","12","5","8","5","8","0","89"
"A 75-61","Gersh Academy","2052 Calle McLeary","San Juan","00911","PO BOX 6115","San Juan","00914","(787) 200-8684","(788) 361-5169","sfridman@gershacademy.org","imolina@gershacademy.org","(631) 427-6504",,"n/d","Isabel Molina","n/d","n/d","0","0","0","0","0","0","0","0","0","0","59","0","0","0","0","0","0","0","59"
"A 75-62","Rajohnyari Academy Bilingual School","Urbanización Castellana Gardens 1, H-3, H2 Ave Galicia","Carolina","00985","Urb Rolling Hills # 337 Calle Kansas","Carolina","00985","(939) 225-1110","(939) 225-1110","rajohnyariday@hotmail.com","rajohnyariday@hotmail.com","(939) 225-1110",,"Efrain Birriel Colón","Efrain Birriel Colón","n/d","n/d","0","14","19","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","33"
"A 75-63","Colegio Emmanuel de Sordos","Carr #860 Km 2.0 Barrio Martin Gonzaléz","Carolina","00987","PO BOX 3782","Carolina","00987","(787) 769-0055","(787) 769-0055","emmanueldeafpr@gmail.com",,"(787) 769-0055",,"Norma Diane Robinette","Norma Diane Robinette","Norma Diane Robinette","Norma Diane Robinette","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"A 76-01","Villa Caparra Kindergarten y Prekinder, Inc.","Urb Villa Caparra, Carr #2, Km. 6.4 Zona M-209","San Juan","00936","PO BOX 360326","San Juan","00936","(787) 782-2234","(787) 782-2234","liliakinder@gmail.com","jaimerodriguezbigas@icloud.com","(787) 200-5971",,"Lillia I. Escalona Ferrer","no aplica","no aplica","no aplica","12","3","10","0","13","0","0","0","0","0","0","0","0","0","0","0","0","0","38"
"A 76-02","Academia San José","215 Carr #2 Villa Caparra","Guaynabo","00966","215 Carr #2 Villa Caparra","Guaynabo","00966","(787) 781-1212","(787) 792-7489","info@academiasanjosepr.com","asje.info@gmail.com","(787) 792-7440",,"Rev. P. Ricardo Hernández","Rev. P. Ricardo Hernández","Rev. P. Ricardo Hernández","Rev. P. Ricardo Hernández","0","0","0","0","8","12","13","17","21","21","0","26","15","20","18","21","49","0","241"
"A 76-04","Colegio Adianez","65 Ave Las Cumbres","Guaynabo","00969","PO BOX 2210","Guaynabo","00970","(787) 720-3634","(787) 720-3788","csanchez@colegioadianez.org","mmartino@colegioadianez.org","(787) 789-6665",,"Ana Cristina Sánchez","Ana Cristina Sánchez","Ana Cristina Sánchez","Ana Cristina Sánchez","5","19","32","0","33","31","30","41","35","22","0","18","33","35","38","61","51","0","484"
"A 76-05","Colegio San Pedro Martir de Verona","Urb Colimar, Calle Alpierre Final","Guaynabo","00970","Apartado 2560","Guaynabo","00970","(787) 720-2219","(787) 789-5110","colegiosanpedrom@yahoo.com",,"(787) 272-8770",,"Mario Guijarro","Mario Guijarro","Mario Guijarro","Mario Guijarro","0","3","11","0","17","10","15","16","23","21","0","13","18","26","24","25","29","0","251"
"A 76-06","American Military Academy","Ave Lomas Verdes, Carr 177, Km. 6.8","Guaynabo","00969","PO BOX 7884","Guaynabo","00970","(787) 720-6801","(787) 720-8915","ama@amapr.org","malfaro@amapr.org","(787) 720-6841",,"Marangelí Cedeño","María Baquero","Javier Bermúdez","Rosalina Bada","7","17","39","0","43","37","45","50","61","44","0","71","62","84","87","75","90","0","812"
"A 76-07","Colegio Mercedes Morales, Inc.","Urb Víctor Braegger, Calle Eugene, #10","Guaynabo","00966","PMB 195, #53, Ave. Esmeralda, Ste. 2","Guaynabo","00969","(787) 783-2405","(787) 598-9096","colegiomercedesmorales@yahoo.com","doris_joy@hotmail.com","(787) 277-0102",") -","Felícita Martínez Ayala","Felícita Martínez Ayala","Felícita Martínez Ayala","N/A","0","0","0","0","0","1","3","4","4","6","0","5","3","0","0","0","0","0","26"
"A 76-09","COLEGIO MARISTA","Urb Alturas de Torrimar, Calle Marcelino Champagnat # 6","Guaynabo","00969","Urb Alturas de Torrimar, Calle Marcelino Champagnat # 6","Guaynabo","00969","(787) 720-2186","(787) 720-2186","ggarcia@maristasguaynabo.org","bmartorell@maristasguaynabo.org","(787) 720-7020",,"Gloria García De Jesús/Sra. Iris Del Valle","Gloria García De Jesús/Sra. Marianela Rosado","Gloria García De Jesús/Sra. Lilybel Román","Gloria García De Jesús/Sra. Nidia Muñoz","26","57","76","0","80","64","84","93","82","47","0","92","97","111","95","105","102","0","1211"
"A 76-10","Colegio Nuestra Señora de Belén","Ave San Patricio, Calle Jacinto Galib, Final","San Juan","00922","PO BOX 10845","San Juan","00922","(787) 792-3115","(787) 792-3115","colegiobelen11@gmail.com","anayepez001@gmail.com","(787) 781-4920","(787) 792-3115","Ana Yépez Marcano","Ana Yépez Marcano","Ana Yépez Marcano","Ana Yépez Marcano","0","2","17","0","15","11","15","12","13","21","0","30","27","26","17","12","24","0","242"
"A 76-11","Commonwealth- Parkville School (Parkville Elementary Campus)","Urb Parkville, Calle Alabama, Final","Guaynabo","00969","PO BOX 70177","San Juan","00936","(787) 720-3992","(787) 720-3992","mdelprado@cpspr.org","aausten@cpspr.org","(782) 272-8150","(787) 764-3809","Aida Portela","Aida Portela","NA","NA","20","24","44","0","56","57","49","47","62","48","0","0","0","0","0","0","0","0","407"
"A 76-15","The Baldwin School of Puerto Rico, Inc.","Los Filtros Bo Juan Sanchez, Carr 833, Km. 13.1","Guaynabo","00969","PO BOX 1827","Bayamón","00960","(787) 720-2421","(787) 720-2421","jcabanillas@baldwin-school.org","grivera@baldwin-school.org","(787) 790-0619","(787) 790-0619","James L. Nelligan Director","James L. Nelligan Director","James L. Nelligan Director","James L. Nelligan Director","21","38","59","0","65","58","71","62","67","63","0","60","39","62","44","48","65","0","822"
"A 76-18","Centro de Desarrollo Infantil AEIOU","Urb Villa Caparra #204, Carr Estatal PR-2, Km. 6.2","Guaynabo","00966","Urb Villa Caparra #204, Carretera #2, Km. 6.2","Guaynabo","00966","(787) 782-7408","(787) 782-7408","chucadana@gmail.com","aeiou.informa2@gmail.com","(787) 782-7408","(787) 782-7408","Esperanza L. Dana Bobadilla","Esperanza L. Dana Bobadilla","Esperanza L. Dana Bobadilla","Esperanza L. Dana Bobadilla","15","24","23","16","3","0","0","0","0","0","0","0","0","0","0","0","0","0","81"
"A 76-24","Preescolar San Juan Evangelista","Urb Torrimar J-5 Calle Church Hill","Guaynabo","00966","Urb Torrimar J-5 Calle Church Hill","Guaynabo","00966","(787) 781-5325","(787) 706-1390","info@pesje.org","isamari.rivera@pesje.org","(787) 793-8076",,"Padre Walter Gómez","n/a","n/a",,"27","19","11","62","0","0","0","0","0","0","0","0","0","0","0","0","0","0","119"
"A 76-26","Fowler's Academy","Camino Alejandrino Interior, Km.1.2, Bo Frailes, Sect Mariquita","Guaynabo","00970","PO BOX 921","Guaynabo","00970","(787) 789-1350","(787) 789-1350","academiafowler@gmail.com","academiafowler@gmail.com","(787) 789-0055","(787) 789-0055","0","0","Jose R. Maldonado Rodriguez","Jose R. Maldonado Rodriguez","0","0","0","0","0","0","0","0","0","0","0","9","8","15","13","11","12","0","68"
"A 76-27","Colegio Rosa-Bell","Urb Torrimar, Calle Oviedo # 42","Guaynabo","00966","PO BOX 1789","Guaynabo","00970","(787) 781-4240","(787) 705-9776","erodriguez@rosabell.com","ebenitez@rosabell.com","(787) 792-5415",") -","Eduardo Rodríguez","Eduardo Rodríguez","Eduardo Rdodríguez","Eduardo Rodríguez","19","18","33","0","33","27","38","27","49","43","0","36","40","45","30","46","40","0","524"
"A 76-28","Wesleyan Academy","Carr 838 Camino Alejandrino, Km. 1.6","Guaynabo","00969","PO BOX  1489","Guaynabo","00970","(787) 720-8959","(787) 720-8959","fernando.vazquez@wesleyanacademy.org","shirley.rivera@wesleyanacademy.org","(787) 790-0730",,"Aidyn Fontánez","Annette Carrión","n/a","Leyda Mercado","9","41","51","0","61","56","46","58","67","52","0","57","57","64","47","65","60","0","791"
"A 76-29","Colegio Sagrados Corazones","Urb Ponce de León, Ave Esmeralda #208","Guaynabo","00969","PO BOX 3902","Guaynabo","00970","(787) 720-2585","(787) 720-6316","ssccgnb@gmail.com",,"(787) 720-6035","(787) 720-2585","P. Victor Hugo Mira","P. Victor Hugo Mira","P. Victor Hugo Mira","P. Victor Hugo Mira","0","0","0","0","0","0","0","0","15","19","0","22","35","34","27","37","38","0","227"
"A 76-30","Colegio Sagrados Corazones","Camino Los Báez, Lote 10, Sect Mariquita, Barrio Los Frailes","Guaynabo","00970","PO BOX 3902","Guaynabo","00970","(787) 720-2566","(787) 720-2665","ssccgnb@gmail.com",,"(787) 720-6035","(787) 720-2665","P. Victor Hugo Mira","P. Victor Hugo Mira","P. Victor Hugo Mira","P. Victor Hugo Mira","4","7","17","0","15","29","15","24","0","0","0","0","0","0","0","0","0","0","111"
"A 76-32","Centro Educativo Especializado, Inc.","Urb Gardenville, Calle Buen Samaritano D23, D-22","Guaynabo","00966","Urb Gardenville, Calle Buen Samaritano D23","Guaynabo","00966","(787) 781-3339","(787) 781-3339","magalyalejandro@centrosubiry.com","wandatorres@centrosubiry.com","(787) 783-4351",") -","Sandra Subiry Borgese","Sandra Subiry Borgese","n/a","n/a","0","0","0","0","5","15","8","18","10","8","0","0","0","0","0","0","0","0","64"
"A 76-37","Ambiente Montessori Mundo del Niño","52 Calle A, Urb Villa Caparra","Guaynabo","00966","52 calle A Urb Villa Caparra, Guaynabo PR 00966","Guaynabo","00966","(939) 630-3376","(939) 630-3377","mariaines.negron@gmail.com","mariaines.negron@gmail.com","(939) 630-3377",,"Maria Ines Negron Alvarez","Maria Ines Negron Alvarez","no aplica",,"6","20","7","0","5","5","5","1","0","0","0","0","0","0","0","0","0","0","49"
"A 76-38","Academia Sally Olsen","Calle Ramón Murga Jr K 6 H 2, Sect Los Frailes","San Juan","00936","PO BOX 366237","San Juan","00936","(787) 720-3971","(787) 720-4696","academia@academiasallyolsen.com","info@academiasallyolsen.com","(787) 720-9638",,"Sylvia M. Cuadra Martinez","Sylvia M. Cuadra Martinez","Sylvia M. Cuadra Martinez",,"0","4","8","0","9","9","5","2","3","2","0","0","0","0","0","0","0","0","42"
"A 78-97","Centro de Aprendizaje Edúcate","Calle 25, S.E. #775, Urb Caparra Terrace","San Juan","00927","PO BOX 364406","San Juan","00936","(787) 200-6216","(787) 546-4400","centroeducatepr@gmail.com","glenda.educate@yahoo.com","(787) 200-6216","(787) 466-7202","Desiree Velez","Desiree Velez","n/d","n/d","0","3","4","0","7","0","0","0","0","0","0","0","0","0","0","0","0","0","14"
"A 76-39","Colegio Montessori de Puerto Rico","#169 Ave De Diego, Urb San Francisco","San Juan","00927","Avenida De Diego # 169, Urbanizacion San Francisco","San Juan","00927","(787) 946-1099","(787) 547-0465","cmpr.adm_888@hotmail.com","jylvonnette@msn.com","(787) 946-1099","(787) 946-1099","Irma L. Rodriguez Torres","Irma L. Rodriguez Torres","Irma L. Rodriguez Torres","Irma L. Rodriguez Torres","1","3","7","0","10","14","10","20","11","7","0","15","8","13","8","8","9","0","144"
"A 76-41","Explora Club del Desarrollo","Calle Carazo #110","Guaynabo","00969","Calle Carazo #110","Guaynabo","00969","(787) 640-5680","(787) 633-0220","exploraeduca01@gmail.com","eandino.explora@gmail.com","(787) 790-1583","(787) 640-5680","Sarai Santiago Rodríguez","Sarai Santiago Rodríguez","No aplica","no aplica","0","2","13","0","7","4","0","2","2","1","0","0","0","0","0","0","0","0","31"
"A 76-42","Mammolina Centro Creativo Montessori","Camino Municipal Los Báez, Barrio Frailes","San Juan","00902","PO BOX 9021445","San Juan","00902","(787) 287-7030","(787) 287-7040","mamccm@gmail.com","ccmmammolina@gmail.com","(787) 287-4880","(787) 287-7030","Estrella Baerga Santini","no aplica","no aplica","no aplica","138","44","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","182"
"A 76-43","Escuela Luis A. Ferré Fine Arts","Calle Corazo #64","Guaynabo","00970","Apartado 1059","Guaynabo","00970","(787) 708-7302","(787) 708-7302","ebalaf@gmail.com",,"(787) 708-7302","(787) 708-7302","Pedro Lopez Santos","Pedro Lopez Santos","Pedro Lopez Santos","Pedro Lopez Santos","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","197","197"
"A 76-44","Summit Academy","1021 Ave Luis Vigoreaus Villa Caparra","Guaynabo","00966","1021 Ave. Luis Vigoreaus Villa Caparra","Guaynabo","00966","(787) 399-0772","(787) 399-0772","summitacademy.pr@gmail.com",,"(787) 399-0772",,"Karina Ocasio Guerrero","Karina Ocasio Guerrero","n/a","n/a","0","0","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7"
"A 77-01","Colegio Lourdes","Calle Mayagüez # 87","San Juan","00917","Apartado 190847","San Juan","00919","(787) 767-6106","(787) 756-5436","clourdes@coqui.net","clourdes@colegiolourdes.net","(787) 765-3388",,"Hna. Anabelle Flores Principal Pre-Escolar","Hna. Anabelle Flores  Principal Elemental","Sra. Isamari Cruz  Principal 7-8","Sra Isamari Cruz Principal 9-12","9","12","30","0","33","31","35","41","38","31","0","38","42","56","43","56","59","0","554"
"A 77-02","Colegio Congregación Mita","167 Calle París","San Juan","00917","243 Calle París, PMB 1851","San Juan","00917","(787) 759-8365","(787) 758-7041","j_lopez@colegiomita.org","l_reyes@colegiomita.org","(787) 759-9356",,"Johanny López Jiménez","Johanny López Jiménez","Johanny López Jiménez","Johanny López Jiménez","0","34","25","0","25","20","33","31","35","42","0","39","37","43","45","50","49","0","508"
"A 77-06","Colegio Espíritu Santo","Urb Floral Park, Calle Pachín Marín, Esq. Suiza","San Juan","00917","PO BOX 191715","San Juan","00919","(787) 754-0555","(787) 754-0490","principal@colespiritusanto.com","hv@colespiritusanto.com","(787) 754-7154",,"Elena Rivera","Elena Rivera","Milagros Cruz Hernández","Milagros Cruz Hernández","0","3","9","0","7","12","21","16","15","32","0","32","41","32","59","58","45","0","382"
"A 77-10","Commonwealth- Parkville School (Commonwealth High School Campus)","Calle Castillo #100, Urb Roosevelt","San Juan","00936","PO BOX 70177","San Juan","00936","(787) 765-4411","(787) 765-4411","mdelprado@cpspr.org","aausten@cpspr.org","(787) 764-3809","(787) 272-8150","0","0","Elsie Calimano","Elsie Calimano","0","0","0","0","0","0","0","0","0","0","0","35","38","47","54","42","55","0","271"
"A 77-11","Colegio Mi Segundo Hogar","Urb Roosevelt, #404 Ave Hostos","San Juan","00918","Urb Roosevelt, # 404 Ave. Hostos","San Juan","00918","(787) 754-7682","(787) 765-6960","colegiomsh@yahoo.com","colegiomsh@yahoo.com","(787) 765-6960",,"Pura Concepción Ramírez Aponte","Pura Concepción Ramírez Aponte","Pura Concepción Ramírez Aponte",,"16","18","21","0","18","5","10","0","0","0","0","0","0","0","0","0","0","0","88"
"A 77-12","Community Learning Center, Inc.","Urb Floral Park, Calle Duarte # 20","San Juan","00917","Urb Floral Park, Calle Duarte # 20","San Juan","00917","(787) 758-6990","(787) 758-6990","rosanasl@prtc.net",,"(787) 758-6990",,"Rosana Soto Lebrón","Rosana Soto Lebrón","NO APLICA",,"8","8","5","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","24"
"A 77-14","Colegio Nuestra Señora de la Merced","Urb Roosevelt , #374 Calle Sargento Luis Medina, Hato Rey","San Juan","00918","PO BOX 364048","San Juan","00936","(787) 406-7801","(787) 754-1162","cynthia.giovannetti@colegiolamercedpr.com","principal.clm@gmail.com","(787) 765-3970",,"Cynthia M. Giovannetti","Cynthia M. Giovannetti","Cynthia M. Giovannetti","Cynthia M. Giovannetti","4","8","20","0","23","21","30","43","28","18","0","28","19","28","44","27","38","0","379"
"A 77-16","Northern Research & Training Institute, Inc.","185 Ave F.D. Roosevelt, Roosevelt Plaza, Suite 3D,","San Juan","00917","185 Ave. F.D. Roosevelt, Roosevelt Plaza, Suite 3D,","San Juan","00917","(787) 763-7113","(787) 763-7113","fuentesvalentin@prw.net","northerninstitute@prw.net","(787) 653-0050","(787) 763-7113","No aplica","N/A","n/a","Angel A. Fuentes Valentín","0","0","0","0","0","0","0","0","0","0","0","0","0","23","22","37","17","0","99"
"A 77-16.1","Northern Research & Training Institute, Centro de Extensión de Juana Díaz","Carr 14 km 1.1 Centro Comunal Cristina","Juana Díaz","00795","185 Ave. F.D. Roosevelt, Roosevelt Plaza, Suite 3D","San Juan","00917","(787) 692-7377","(787) 692-7377","fuentesvalentin@prw.net","fuentesvalentin@prw.net","(787) 692-7377","(787) 653-0050","n/d","n/d","n/d","Luis A. Torres Luzanaris","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","3","5","0","13"
"A 77-16.2","Northern Research & Training Institute, Centro de Extensión de Naranjito","Centro de Bellas Artes, Calle Georgetti","Naranjito","00719","185 Ave. F.D. Roosevelt, Roosevelt Plaza, Suite 3D","San Juan","00917","(787) 692-7377","(787) 692-7377","fuentesvalentin@prw.net","fuentesvalentin@prw.net","(787) 692-7377","(787) 653-0050","n/d","n/d","n/d","Dr. Luis A. Torres Luzanaris","0","0","0","0","0","0","0","0","0","0","0","0","0","5","5","5","4","0","19"
"A 77-16.3","Northern Research & Training Institute, Centro de Extensión de Salinas","Calle Santiago R. Palmer #9 (antigua escuela Santiago R. Palmer), Escuela Bellas Artes","Salinas","00751","142 Ave. F.D. Roosevelt, Suite 202","San Juan","00971","(787) 763-7113","(787) 763-7113","fuentesvalentin@prw.net","fuentesvalentin@prw.net","(787) 763-7113","(787) 653-0050","n/d","n/d","n/d","Dr. Luis A. Torres Luzanaris","0","0","0","0","0","0","0","0","0","0","0","0","0","5","5","4","5","0","19"
"A 77-16.4","Northern Research & Training Institute, Centro de Extensión de Santa Isabel","Calle Hostos #3","Santa Isabel","00757","185 Ave. F.D. Roosevelt, Roosevelt Plaza, Suite 3D","San Juan","00917","(787) 210-6198","(787) 210-6198","fuentesvalentin@prw.net","fuentesvalentin@prw.net","(787) 210-6198","(787) 653-0050","n/d","n/d","n/d","Dr. Luis A. Torres Luzanaris","0","0","0","0","0","0","0","0","0","0","0","0","0","5","4","2","6","0","17"
"A 77-16.5","Northern Research & Training Institute, Centro de Extensión de Lajas","Calle San Blas, Esquina Juan Avilés","Lajas","00667","185 Ave. F.D. Roosevelt, Roosevelt Plaza, Suite 3D","San Juan","00667","(787) 899-8999","(787) 899-8999","Northerninstitute@prw.net","fuentesvalentin@prw.net","(787) 899-8999",,"n/d","n/d","n/a","Luis Torres Luzuranis","0","0","0","0","0","0","0","0","0","0","0","0","0","7","3","4","6","0","20"
"A 77-17","Centro de Cuidado y Desarrollo del Niño Preescolar Mi Casita Electoral","Calle Arterial B-550 Hato Rey, 2do Piso (Frente al Acuaexpreso)","San Juan","00919","PO BOX 195552","San Juan","00919","(787) 777-8682","(787) 777-8743","mirodriguez@cee.gobierno.pr","gnelim11@gmail.com","(787) 777-8740",,"Mileng R. Rodríguez Rivera","no aplica","no aplica","no aplica","7","6","6","14","0","0","0","0","0","0","0","0","0","0","0","0","0","0","33"
"A 77-18","Kinder Plus de Puerto Rico","Calle Llorrens Torres #455, Urb Floral Park","San Juan","00917","Calle Ruiz Belvis #118, Esquina Caribe, Urb Floral Park","San Juan","00917","(787) 633-2873","(787) 633-2873","kinderplusdepuertorico@hotmail.com","kinderplusdepuertorico@hotmail.com","(787) 633-2873","(787) 633-2873","Aurora Calderón Bird","Aurora Calderón Bird","Aurora Calderón Bird","Aurora Calderón Bird","0","2","1","0","1","2","0","1","0","0","2","0","0","0","0","0","0","0","9"
