"table_id","codigo","escuela","region","distrito","municipio_escolar","direccio_fisica","direccion_municipio","direccio_estado","direccion_zipcode","geolocalizacion","telefono","fax","director","zona","estatus_actual","nivel_original","grados_original","grados_posterior","matricula_total","grado_infant","grado_toddler","grado_pk","grado_pke","grado_pkm","grado_k","grado_1","grado_2","grado_3","grado_4","grado_5","grado_6","grado_sge","grado_7","grado_8","grado_9","grado_sgi","grado_10","grado_11","grado_12","grado_sgs","espa_ol_proficiente_avanzado","espa_ol_pre_b_sico","espa_ol_b_sico","espa_ol_proficiente","espa_ol_avanzado","matem_ticas_proficiente_avanzado","matem_ticas_pre_b_sico","matem_ticas_b_sico","matem_ticas_proficiente","matem_ticas_avanzado","ingl_s_proficiente_avanzado","ingl_s_pre_b_sico","ingl_s_b_sico","ingl_s_proficiente","ingl_s_avanzado","bajo_nivel_pobreza"
"993","21543","SU CERTENEJAS II","CAGUAS","CIDRA","CIDRA","CARR 172 KM 8 HM 1 BO BAYAMON SECTOR CERTENEJAS I","CAYEY","PR","7390000","(18.1943, -66.10755)","739-6195","739-0033","MILAGROS PEREZ VAZQUEZ","RURAL","SI","SEGUNDA UNIDAD","42981","42981","435",,,,,,"28","33","38","49","47","48","75","3","55","59",,,,,,,"47.04","12.77","40.19","26.79","20.25","22.43","24.92","52.65","15.26","7.17","38.01","20.56","41.43","23.68","14.33","70.14"
"994","30742","SU CLARA M ARAMBURU","HUMACAO","LAS PIEDRAS","JUNCOS","CARR 31 KM 20.8","JUNCOS","PR","00777-0000","(18.23526, -65.88013)","734-7444","734-1190 - 734-8579","ALBERTO RODRIGUEZ RIVAS","RURAL","SI","SEGUNDA UNIDAD","K - 9 , EEE - EEI","K - 9 , EEE - EEI","494",,,,"6",,"26","25","33","24","35","40","72","20","105","104",,"4",,,,,"30.16","22.28","47.55","17.93","12.23","12.23","35.87","51.90","8.97","3.26","25.34","43.60","31.06","17.71","7.63","75.57"
"996","42812","SU CUCHILLAS","MAYAGUEZ","SAN SEBASTIAN","MOCA","CARR 444 KM 3 HM 7","MOCA","PR","6761672","(18.40246, -67.07765)","877-3150","877-3150","AIDA E. GONZALEZ CORDERO","RURAL","SI","SEGUNDA UNIDAD","K - 9 , EEE - EEI","K - 5, EEE, EEI","255",,,,,,"31","40","43","48","44","41",,"3",,,,"5",,,,,"35.08","21.47","43.46","18.32","16.75","28.27","24.08","47.64","14.66","13.61","40.31","25.13","34.55","29.84","10.47","86.44"
"997","42952","SU DAVID ANTONGIORGI CORDOVA","MAYAGUEZ","CABO ROJO","SABANA GRANDE","CARR 121 KM 5 HM O BO MACHUCHAL","SABANA GRANDE","PR","00637-0000","(18.03966, -66.93959)","873-1521","873-3666","JEANNETTE TORRES SANTIAGO","RURAL","SI","SEGUNDA UNIDAD","K - 9 , EEE","K - 9 , EEE","547",,,,,,"45","50","57","48","52","53","70","10","79","83",,,,,,,"72.24","5.14","22.62","30.33","41.90","46.67","10.51","42.82","22.56","24.10","76.35","4.63","19.02","31.88","44.47","71.19"
"999","71068","SU DEMETRIO RIVERA","BAYAMON","COROZAL","COROZAL","CARR 802 BO PALMARITO","COROZAL","PR","00783-0000","(18.26875, -66.34011)","859-4111","859-6368","LUZ M. RIVERA APONTE","RURAL","SI","SEGUNDA UNIDAD","K - 9 , EEE","K - 8,  EEE, EEI","400",,,,,,"56","53","45","35","30","55","36","7","43","40",,,,,,,"54.33","8.17","37.50","31.25","23.08","37.98","10.10","51.92","24.52","13.46","47.60","10.10","42.31","33.65","13.94","86.53"
"1000","62943","SU DR ARTURO MORALES CARRION","SAN JUAN","SAN JUAN II","SAN JUAN V","CARR 1 RM 19.3 BO TORTUGO","SAN JUAN","PR","00928-0000","(18.34729, -66.09256)","720-3708","287-1035","MARIA ELENA COLLAZO J.D.","RURAL","SI","SEGUNDA UNIDAD","K - 9 , EEI","K - 9 , EEI","383",,,,,,"32","24","35","24","43","36","84",,"40","31",,"34",,,,,"31.39","19.28","49.33","21.08","10.31","24.55","21.88","53.57","19.20","5.36","24.55","32.59","42.86","19.64","4.91","87.07"
"1001","54452","SU EL PINO","PONCE","SANTA ISABEL","VILLALBA",,,,,,,,,,"SI",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"76.88"
"1002","10322","SU ENRIQUE DE JESUS BORRAS","ARECIBO","ARECIBO","ARECIBO I","CARR 10 KM 78 HM 9 BO HATO VIEJO","ARECIBO","PR","00613-0000","(18.40842, -66.69891)","878-7699","878-9397","BLANCA I. ROMERO LOPEZ","RURAL","SI","SEGUNDA UNIDAD","K - 9","K - 9","274",,,,,,"30","30","31","34","23","24","25","6","29","42",,,,,,,"50","13.33","36.67","20","30","25.28","21.35","53.37","8.99","16.29","37.99","24.58","37.43","22.35","15.64","84.88"
"1003","40220","SU EPIFANIO ESTRADA","MAYAGUEZ","AGUADILLA","AGUADA","CARR 411 KM.2 HM.8 BO JAGUEY","AGUADA","PR","6020000","(18.36154, -67.19954)","868-2670","868-1760","ANANILSA MENDEZ BARRETO","RURAL","SI","SEGUNDA UNIDAD","K - 9","K - 9","730",,"15","17","11","18","50","68","60","58","67","71","80",,"114","101",,,,,,,"54.99","8.83","36.18","26.78","28.21","19.60","17.90","62.50","10.23","9.38","59.09","8.52","32.39","27.27","31.82","69.74"
"1005","21352","SU EUGENIO MARIA DE HOSTOS","CAGUAS","CIDRA","CAYEY","CARR 14 KM 65 HM 3 BO TOITA","CAYEY","PR","00737-2528","(18.13522, -66.19514)","738-5866","738-0166","ANGEL R. BETANCOURT RIVERA","RURAL","SI","SEGUNDA UNIDAD","K - 9","K - 9","208",,,,,,"17","16","17","19","16","13","28",,"28","16",,"38",,,,,"25.19","18.32","56.49","16.03","9.16","20","23.08","56.92","13.85","6.15","18.60","44.19","37.21","8.53","10.08","83.25"
"1006","50443","SU EUGENIO NAZARIO SOTO","PONCE","SANTA ISABEL","COAMO","CARR 702 KM 2 HM 3 BO CUYON","COAMO","PR","00769-0000","(18.07978, -66.30244)","825-5759","825-5759","DRA. MARIA L FERNANDEZ MARRERO","RURAL","SI","SEGUNDA UNIDAD","K - 9","K - 9","206",,,,,,"22","22","19","12","13","16","41",,"27","34",,,,,,,"50","12.10","37.90","27.42","22.58","25.81","16.94","57.26","12.90","12.90","37.90","21.77","40.32","25.81","12.10","75.77"
"1007","10546","SU FEDERICO DEGETAU","ARECIBO","ARECIBO","ARECIBO I","CARR 2 KM 68 BO SANTANA","ARECIBO","PR","00612-0000","(18.44575, -66.665)","881-1524","878-9708","SONIA N FREYTES NEGRON","RURAL","SI","SEGUNDA UNIDAD","PK - 9 , EEE - EEI","PK - 9 , EEE - EEI","609",,,"4",,,"28","43","42","43","50","39","108","3","119","123",,"7",,,,,"64.42","7.21","28.37","29.81","34.62","38.22","11.54","50.24","14.90","23.32","52.29","15.18","32.53","27.23","25.06","72.03"
"1008","41012","SU FEDERICO DEGETAU","MAYAGUEZ","CABO ROJO","CABO ROJO","CARR 103 KM 11 HM 9 BO BOQUERON","CABO ROJO","PR","00623-0000","(18.04522, -67.14746)","851-1047","851-1047","ARLYN NEGRON DIAZ","RURAL","SI","SEGUNDA UNIDAD","K - 9","K - 9","302",,,,,,"23","26","17","17","15","25","62",,"62","55",,,,,,,"44.06","12.87","43.07","25.74","18.32","11.88","20.30","67.82","10.40","1.49","34.65","28.71","36.63","23.27","11.39","80.07"
"1010","76349","SU FRANCISCO FELICIE MARTINEZ","ARECIBO","VEGA ALTA","VEGA ALTA","CARR 693 CALLE 2 KM 14 HM 4 BO BRENAS","VEGA ALTA","PR","6921507","(18.44576, -66.34864)","883-4535","270-0212","WILLIAM RIVERA FONTIN","RURAL","SI","SEGUNDA UNIDAD","K - 9 , EEE","K - 9 , EEE","575",,,,,,"46","47","43","57","61","58","74","3","106","80",,,,,,,"53.18","7.95","38.86","25.23","27.95","34.09","15.68","50.23","17.05","17.05","37.27","22.50","40.23","23.18","14.09","72.61"
"1011","43398","SU FRANCISCO MARIA  QUINONES","MAYAGUEZ","CABO ROJO","SAN GERMAN","CARR 102 KM 37 BO MINILLAS","SAN GERMAN","PR","00683-0000","(18.07797, -66.99383)","892-6315","892-5755","JOSE MORALES","RURAL","SI","SEGUNDA UNIDAD","K - 9","K - 9","266",,,,,,"18","16","24","22","18","23","28",,"46","71",,,,,,,"57.14","9.18","33.67","26.02","31.12","27.55","16.84","55.61","19.90","7.65","33.85","24.62","41.54","21.03","12.82","78.60"
"1012","11320","SU FRANCISCO SERRANO","ARECIBO","MANATI","CIALES","CARR 149 KM 20 HM 9 BO PESA","CIALES","PR","00638-0000","(18.2958, -66.49264)","871-3385","871-0887","FELIX L. MERCADO LUGO","RURAL","SI","SEGUNDA UNIDAD","42982","PK - 8","306",,,"28",,,"34","15","26","20","30","24","44",,"44","41",,,,,,,"44.79","9.82","45.40","23.93","20.86","24.07","14.81","61.11","16.05","8.02","32.72","17.28","50","25.31","7.41","87.22"
"1016","21212","SU GERARDO SELLES SOLA","CAGUAS","CIDRA","CAYEY","CARR 184 KM 31 HM 3 BO GUAVATE","CAYEY","PR","00737-0000","(18.14114, -66.09186)","263-0490","263-0490","MYRIAM M. ORTIZ ROSADO","RURAL","SI","SEGUNDA UNIDAD","K - 9","K - 9","300",,,,,,"21","26","32","25","24","38","40",,"45","49",,,,,,,"49.55","9.82","40.63","25.89","23.66","24.55","13.39","62.05","15.63","8.93","33.33","25.68","40.99","21.62","11.71","78.97"
"1017","53140","SU HATILLO","PONCE","SANTA ISABEL","VILLALBA","CARR 150 KM 3 HM 6 HATO PUERCO","VILLALBA","PR","00766-9712","(18.11206, -66.48545)","847-3774","847-3774","GISELA RIOS TORRES","RURAL","SI","SEGUNDA UNIDAD","K - 9 , EEI","K - 8, EEI","553",,,"16",,,"74","75","71","64","77","71","36",,"38","23",,"8",,,,,"65.33","6.03","28.64","26.13","39.20","49.25","7.04","43.72","13.07","36.18","61.31","9.05","29.65","37.69","23.62","78"
"1018","50229","SU HECTOR I RIVERA","PONCE","UTUADO","ADJUNTAS","CARR 135 KM 75 HM 5 BO YAHUECAS","ADJUNTAS","PR","00601-0000","(18.19781, -66.79347)","829-3030","829-6567","EDWIN PORTALATIN","RURAL","SI","SEGUNDA UNIDAD","42984","42984","240",,,,,,"19","20","25","19","23","19","44",,"41","30",,,,,,,"41.04","17.34","41.62","24.86","16.18","21.39","25.43","53.18","13.87","7.51","22.54","27.17","50.29","20.81","1.73","83.55"
"1020","31427","SU HIGINIO FIGUEROA VILLEGAS","HUMACAO","YABUCOA","MAUNABO","SECTOR BORDALEZA BO EMAJAGUAS","MAUNABO","PR","00707-0000","(17.99916, -65.88847)","861-2340","861-1978","JOSE A DELGADO MARTORELL","RURAL","SI","SEGUNDA UNIDAD","K - 9 , EEE","K - 9 , EEE","390",,,,,,"22","30","40","36","37","41","67",,"52","55",,"10",,,,,"36.18","21.50","42.32","20.48","15.70","16.72","31.74","51.54","11.95","4.78","29.35","30.03","40.61","22.18","7.17","70.31"
"1022","22459","SU JAGUAL ADENTRO","HUMACAO","YABUCOA","SAN LORENZO","CARR 181 RAMAL 765 KM 2 BO JAGUAL","SAN LORENZO","PR","00754-0000","(18.16177, -65.99346)","736-7877","736-7877","CARMEN S. DE JESUS PEDRAZA","RURAL","SI","SEGUNDA UNIDAD","K - 9 , EEE - EEI","K - 9 , EEE - EEI","272",,,,,,"18","22","25","21","38","30","44",,"33","36",,"5",,,,,"37.70","20.94","41.36","22.51","15.18","20.94","25.65","53.40","16.23","4.71","20.94","39.79","39.27","14.14","6.81","76.83"
"1023","53686","SU JAIME CASTANER","PONCE","YAUCO","YAUCO","CARR 372 KM 9","YAUCO","PR","00698-0000","(18.08917, -66.84113)","856-2329","856-2329","HILDA BAHAMUNDI","RURAL","SI","SEGUNDA UNIDAD","K - 9","K - 9","191",,,,,,"16","13","25","13","25","20","24",,"30","25",,,,,,,"45.26","12.41","42.34","18.98","26.28","32.85","14.60","52.55","16.06","16.79","29.93","29.20","40.88","20.44","9.49","91.98"
"1024","32748","SU JESUS T SANABRIA CRUZ","HUMACAO","YABUCOA","YABUCOA","CARR 3 RUTA 905","YABUCOA","PR","00767-0000","(18.10954, -65.87152)","893-4860","266-1306","WARREN MEDINA SANTIAGO","RURAL","SI","SEGUNDA UNIDAD","PK - 9","K - 8","505",,,"11",,,"19","31","36","34","60","55","77",,"96","86",,,,,,,"70.59","3.62","25.79","18.55","52.04","55.20","4.07","40.72","23.08","32.13","71.36","2.73","25.91","52.27","19.09","74.03"
"1025","25239","SU JOAQUIN PARRILLA","HUMACAO","YABUCOA","PATILLAS","CARR 184 KM 2 HM 5","PATILLAS","PR","00723-0000","(17.99333, -66.02498)","839-0357","839-0357","LUCIANNE COLON RODRIGUEZ","RURAL","SI","SEGUNDA UNIDAD","K - 9 , EEE - EEI","K - 9 , EEE - EEI","203",,,,,,"20","23","16","31","20","20","28",,"22","23",,,,,,,"35.04","21.17","43.80","21.17","13.87","37.23","13.87","48.91","29.20","8.03","37.23","16.79","45.99","26.28","10.95","88.89"
"1026","10892","SU JOAQUIN VAZQUEZ CRUZ","ARECIBO","CAMUY","CAMUY","CARR 456 KM 4 HM 9 BO CIBAO","CAMUY","PR","00627-0000","(18.37569, -66.87954)","820-2909","820-5484","JAVIER ARVELO LOPEZ","RURAL","SI","SEGUNDA UNIDAD","K - 9 , EEE","K - 9 , EEE","296",,,,,,"26","36","47","22","31","41","38","8","28","19",,,,,,,"65.36","5.03","29.61","24.58","40.78","42.46","10.61","46.93","24.58","17.88","72.07","4.47","23.46","34.64","37.43","85.86"
"1027","51938","SU JORGE LUCAS VALDIVIESO","PONCE","YAUCO","PEÑUELAS","CARR 2 KM 4 BO ENCARNACION","PENUELAS","PR","00624-0000","(17.99716, -66.71971)","836-1105","836-1105","VACANTE","RURAL","SI","SEGUNDA UNIDAD","K - 9","K - 8, EEI, EEE","278",,,,,,"31","42","29","35","34","35","14","11","21","21",,"5",,,,,"37.61","16.24","46.15","18.80","18.80","24.79","17.95","57.26","13.68","11.11","30.77","27.35","41.88","24.79","5.98","74.05"
"1028","15453","SU JOSE A VARGAS","MAYAGUEZ","SAN SEBASTIAN","ISABELA","CARR 446 KM 4.2 HM 4 BO LLAMADAS SECT SANTA ROSA","ISABELA","PR","00662-0000","(18.45714, -66.97898)","830-0260","872-5650","MARIA J GONZALEZ FIGUEROA","RURAL","SI","SEGUNDA UNIDAD","K - 9","K - 9","265",,,,,,"17","11","14","23","25","41","21",,"56","57",,,,,,,"34.27","21.60","44.13","23","11.27","15.49","23.47","61.03","11.74","3.76","30.52","27.70","41.78","19.72","10.80","71.65"
"1029","20321","SU JOSE CELSO BARBOSA","CAGUAS","BARRANQUITAS","AIBONITO","CARR 14 KM 46 HM 5 BO, ASOMANTE","AIBONITO","PR","7050000","(18.1266, -66.29099)","735-8892","735-8892","ISRAEL RIVERA LOPEZ","RURAL","SI","SEGUNDA UNIDAD","PK - 9 , EEI","PK - 9 , EEI","527",,,"16",,,"45","30","47","43","41","49","94",,"66","68",,"14",,,,"14","58.95","6.34","34.71","25.34","33.61","43.25","7.99","48.76","24.52","18.73","53.04","12.98","33.98","34.81","18.23","71.29"
"1031","12401","SU JOSE R BARRERAS","BAYAMON","OROCOVIS","MOROVIS","CARR 159 KM 5 HM 6","MOROVIS","PO BOX 400","00687-0000","(18.33573, -66.37341)","862-2814","862-0825","CARMEN M. BERZANA SANTIAGO","RURAL","SI","SEGUNDA UNIDAD","PK - 9","PK - 9","355",,,"6",,,"42","25","35","37","39","46","43",,"50","32",,,,,,,"55.37","10.74","33.88","21.90","33.47","28.81","19.75","51.44","18.93","9.88","42.80","22.63","34.57","35.39","7.41","74.93"
"1033","26765","SU JOSEFINA SITIRICHE","CAGUAS","GURABO","GURABO","CARR 181 KM 2 HM 9 BO CELADA","GURABO","PR","00778-0000","(18.27146, -65.96642)","737-2626","737-1320","MARIBEL CASTRO CASILLAS","RURAL","SI","SEGUNDA UNIDAD","K - 9 , EEE - EEI","K - 8, EEE, EEI","381",,,,,,"29","45","38","40","32","44","25","27","35","26","35","5",,,,,"29.09","30.91","40","15.15","13.94","24.54","26.38","49.08","12.27","12.27","26.22","35.98","37.80","20.73","5.49","87.57"
"1034","25007","SU JUAN ALEMANY SILVA","CAGUAS","GUAYAMA","GUAYAMA","BO GUAMANI CARR 179 K.4.4","GUAYAMA","PR","00785-0000","(18.03609, -66.10884)","864-3005","864-3005","MYRTA W. MARIANI RIVERA","RURAL","SI","SEGUNDA UNIDAD","K - 9","K - 9","275",,,,,,"21","24","23","24","30","37","39",,"41","36",,,,,,,"46.80","11.33","41.87","23.65","23.15","31.53","20.20","48.28","22.66","8.87","31.53","20.69","47.78","22.66","8.87","83.83"
"1035","40030","SU JUAN B SOTO","MAYAGUEZ","AGUADILLA","AGUADA","CARR 411 KM.5 HM.7 BO. ATALAYA","AGUADA","PR","00602-0000","(18.34132, -67.19446)","868-4470","252-3820","BENJAMIN RUIZ MENDOZA","RURAL","SI","SEGUNDA UNIDAD","PK - 9","K - 8, PKEE, EEE","265",,,,,,"26","23","38","27","35","36","30",,"32","18",,,,,,,"21.50","34.58","43.93","14.95","6.54","18.69","20.56","60.75","9.35","9.35","17.76","47.66","34.58","14.02","3.74","89.88"
"1036","41582","SU JUAN CANCIO ORTIZ DE LA RENTA","MAYAGUEZ","CABO ROJO","LAJAS","CARR 101 KM 7 HM 6 BO PALMAREJO","LAJAS","PR","00667-0000","(18.03942, -67.07737)","899-4370","899-4370","FRANCELINE RODRIGUEZ DELGADO","RURAL","SI","SEGUNDA UNIDAD","K - 9 , EEE - EEI","K - 8, EEE, EEI","467",,,,,,"34","39","40","48","48","51","52","17","59","65",,"14",,,,,"29.18","21.89","48.93","18.45","10.73","21.89","24.46","53.65","16.74","5.15","30.47","30.90","38.63","22.75","7.73","87.28"
"1037","21659","SU JUAN STUBBE","CAGUAS","CIDRA","CIDRA","CARR 787 KM 2 HM 9 BO. BAYAMON","CIDRA","PR","00739-0000","(18.17477, -66.12404)","739-8545","739-0016","EDWARD LEON LOPEZ","RURAL","SI","SEGUNDA UNIDAD","K - 9 , EEE - EEI","K - 8, EEE, EEI, PKEE","366",,,,"9",,"24","46","56","40","41","33","29","7","34","36",,"11",,,,,"53.70","5.56","40.74","32.87","20.83","60.19","5.56","34.26","26.39","33.80","47.69","15.28","37.04","21.30","26.39","79.60"
"1038","71035","SU JULIAN MARRERO","BAYAMON","COROZAL","COROZAL","CARR 164 KM 14 BO PALMAREJO","COROZAL","PR","00783-0000","(18.32109, -66.29714)","859-3027","859-9061","VACANTE","RURAL","SI","SEGUNDA UNIDAD","K - 9 , EEE - EEI","K - 8, EEE, EEI","553",,,"11",,,"57","53","45","58","50","58","59","31","45","47",,"39",,,,,"30.25","27.40","42.35","18.86","11.39","23.49","26.69","49.82","15.66","7.83","30.36","35","34.64","24.64","5.71","83.40"
"1039","20537","SU LA LOMA (ANTONIO VAZQUEZ RAMOS)","CAGUAS","BARRANQUITAS","BARRANQUITAS","CARR 156 KM 20 HM 1 BO QUEBRADA GRANDE","BARRANQUITAS","PR","00794-0000","(18.18463, -66.27708)","857-3611","857-2350","ANGELITA SAEZ HERNANDEZ","RURAL","SI","SEGUNDA UNIDAD","K - 9 , EEE","K - 9 , EEE","199",,,,,,"16","24","14","16","19","18","22","8","26","23",,"13",,,,,"98.37","0","1.63","1.63","96.75","98.37","0","1.63","9.76","88.62","99.19","0.81","0","1.63","97.56","87.37"
"1040","20545","SU LAJITAS (RAMON T RIVERA)","CAGUAS","BARRANQUITAS","BARRANQUITAS","CARR 771 KM 5 HM 4 BO BARRANCAS","BARRANQUITAS","PR","00794-0000","(18.22244, -66.31285)","857-5571","857-5548","CARMEN M. ALVARADO MIRANDA","RURAL","SI","SEGUNDA UNIDAD","K - 9 , EEI","K - 9 , EEI","260",,,,,,"19","21","25","15","26","25","38","8","38","35",,"10",,,,,"54.80","7.91","37.29","14.12","40.68","47.46","10.73","41.81","10.73","36.72","72.32","11.30","16.38","36.16","36.16","90.44"
"1041","41814","SU LAURO GONZALEZ HIJO","MAYAGUEZ","MAYAGUEZ","LAS MARIAS","CARR. 406 BO. ANONES","LAS MARIAS","PR","-670","(18.25483, -67.03597)","827-2540","827-2666","LISSETTE QUINTANA","RURAL","SI","SEGUNDA UNIDAD","K - 9","K - 9","220",,,,,,"20","26","13","15","28","27","27",,"21","43",,,,,,,"64.85","4.85","30.30","28.48","36.36","56.97","7.88","35.15","24.24","32.73","63.03","9.09","27.88","36.36","26.67","84.43"
"1043","12922","SU LUIS MUNOZ RIVERA","ARECIBO","CAMUY","QUEBRADILLAS","CARR 2 RAMAL 484 BO COCOS","QUEBRADILLAS","PR","00678-0000","(18.45915, -66.91701)","895-2146","895-8581","MIGDALIA BARRETO","RURAL","SI","SEGUNDA UNIDAD","PK - 9 , EEE","PK - 9 , EEE","720",,,"16","9",,"65","53","61","55","69","61","76",,"115","140",,,,,,,"51.71","10.66","37.63","25.55","26.16","27.88","12.32","59.80","20.20","7.68","52.94","11.16","35.90","31.44","21.50","68.26"
"1045","32540","SU MANUEL ORTIZ","HUMACAO","YABUCOA","YABUCOA","CARR 902 KM 5 HM 8 BO JACANAS ABAJO","YABUCOA","PR","00767-1064","(18.09006, -65.91421)","893-5770","893-5770","EVELYN DEL MORAL ROSARIO","RURAL","SI","SEGUNDA UNIDAD","K - 9","K - 9","162",,,,,,"11","12","14","21","12","19","20",,"26","27",,,,,,,"59.35","4.07","36.59","24.39","34.96","36.07","9.84","54.10","25.41","10.66","49.18","13.93","36.89","36.07","13.11","72.44"
"1046","31534","SU MANUEL ORTIZ SUYA","HUMACAO","YABUCOA","MAUNABO","CARR 759 RAMAL 7762 PALO SECO","MAUNABO","PR","00707-0000","(18.00816, -65.93292)","861-4600","861-3227","VACANTE","RURAL","SI","SEGUNDA UNIDAD","K - 9 , EEI","K - 9 , EEI","134",,,,,,"17","28","24","19","24","22",,,,,,,,,,,"26.23","16.39","57.38","19.67","6.56","27.87","16.39","55.74","16.39","11.48","11.48","32.79","55.74","9.84","1.64","78.46"
"1047","10512","SU MANUEL RUIZ GANDIA","ARECIBO","ARECIBO","ARECIBO II","CARR 635 KM 2 BO DOMINGUITO","ARECIBO","PR","00613-0000","(18.42089, -66.74932)","879-0851","816-0506","DAMARIS COLON","RURAL","SI","SEGUNDA UNIDAD","K - 9 , EEE","K - 9 , EEE","503",,,,,,"52","43","40","56","62","60","41",,"82","67",,,,,,,"43.17","12.30","44.54","25.14","18.03","31.87","14.84","53.30","23.08","8.79","36.54","19.51","43.96","23.90","12.64","71.34"
"1049","21881","SU MARIA C SANTIAGO","CAGUAS","BARRANQUITAS","COMERIO","CARR 172 KM 1 HM 5, BO. NARANJO SECTOR SABANA","COMERIO","PR","00782-0000","(18.22274, -66.20223)","875-3613","875-0167","CARMEN N. RIVERA REYES","RURAL","SI","SEGUNDA UNIDAD","K - 9","K - 9","280",,,,,,"21","22","28","18","27","20","47","11","60","26",,,,,,,"33.33","16.43","50.24","19.32","14.01","19.81","21.26","58.94","11.11","8.70","20.77","31.88","47.34","14.98","5.80","84.19"
"1050","13334","SU MARTA LAFONTAINE","PONCE","UTUADO","UTUADO","CARR 613 KM 3 HM 2 BO CAONILLAS","UTUADO","PR","00641-0000","(18.26806, -66.64424)","894-0000","894-0000","BERNARDIS MARENGO ROSA","RURAL","SI","SEGUNDA UNIDAD","K - 9","K - 9","116",,,,,,"11","13","17","14","11","12","13",,"11","14",,,,,,,"76.39","2.78","20.83","26.39","50","62.50","0","37.50","25","37.50","70.83","6.94","22.22","54.17","16.67","87.50"
"1051","12666","SU MATRULLAS","BAYAMON","OROCOVIS","OROCOVIS","CARR 564 KM 4 HM 3 BO MATRULLAS","OROCOVIS","PO BOX 2115","00720-0000","(18.20073, -66.48761)","867-3966","867-3966","BAUDILIO DE JESUS","RURAL","SI","SEGUNDA UNIDAD","K - 9","K - 9","146",,,,,,"15","8","11","13","14","16","13","9","26","21",,,,,,,"41.80","18.85","39.34","26.23","15.57","25.62","12.40","61.98","17.36","8.26","38.02","26.45","35.54","29.75","8.26","93.66"
"1052","43745","SU MAXIMINO A SALAS","MAYAGUEZ","SAN SEBASTIAN","SAN SEBASTIAN","CARR 111 KM 29.2 BO JUNCAL","SAN SEBASTIAN","PR","00685-0000","(18.31606, -66.93647)","896-2838","896-1643","ELIZABETH CORTES LORENZO","RURAL","SI","SEGUNDA UNIDAD","K - 9","K - 9","352",,,,,,"16","29","28","27","37","28","40",,"78","69",,,,,,,"42.07","15.13","42.80","22.88","19.19","29.41","12.87","57.72","24.63","4.78","40.96","22.51","36.53","23.25","17.71","75.14"
"1054","51433","SU NEMESIO R CANALES","PONCE","UTUADO","JAYUYA","BO COABEY CARR 144 KM 9 HM2","JAYUYA","PR","6642552","(18.20894, -66.56071)","828-2007","828-2007","AURORA CANDELARIA \ FERDINAND ROSADO","RURAL","SI","SEGUNDA UNIDAD","K - 9","K - 9","248",,,,,,"18","18","21","22","24","24","32",,"44","45",,,,,,,"35.68","15.68","48.65","24.32","11.35","20.54","18.38","61.08","16.22","4.32","21.62","40.54","37.84","14.59","7.03","86.19"
"1055","71050","SU NICOLAS RODRIGUEZ","BAYAMON","COROZAL","COROZAL","CARR 568 KM 30 HM 1 BO PADILLA","COROZAL","PR","00783-0000","(18.32204, -66.34438)","859-3250","859-9323","VANESSA MARRERO SANTOS","RURAL","SI","SEGUNDA UNIDAD","K - 9","K - 9","378",,,,,,"25","41","42","46","31","53","49",,"49","42",,,,,,,"46.32","10.66","43.01","29.04","17.28","17.28","25.74","56.99","8.09","9.19","26.10","34.93","38.97","13.24","12.87","77.78"
"1056","21873","SU OSCAR PORRATA DORIA","CAGUAS","BARRANQUITAS","COMERIO","CARR 156 RAMAL 776 BO RIO HONDO I","COMERIO","PR","00728-0000","(18.21356, -66.24986)","875-3220","875-2850","MARIBEL SANCHEZ CRUZ","RURAL","SI","SEGUNDA UNIDAD","K - 9 , EEI","K - 9 , EEI","174",,,,,,"23","26","19","22","26","21","20",,"17",,,,,,,,"87.74","0.94","11.32","39.62","48.11","79.05","2.86","18.10","26.67","52.38","93.33","0.95","5.71","36.19","57.14","54.71"
"1057","20214","SU PASTO","CAGUAS","BARRANQUITAS","AIBONITO","CARR 162 KM5 HM 2, BO PASTO","AIBONITO","PR","7050000","(18.11625, -66.25487)","735-8158","735-8158","VACANTE","RURAL","SI","SEGUNDA UNIDAD","PK - 9 , EEE","PK - 9 , EEE","365",,"11",,,"56","24","32","31","31","36","25","34",,"30","39","16",,,,,,"43.59","11.79","44.62","20","23.59","27.69","12.31","60","11.28","16.41","37.11","26.29","36.60","28.35","8.76","64.83"
"1059","71357","SU PEDRO FERNANDEZ","BAYAMON","COROZAL","NARANJITO","CARR 152 KM 10 HM 5 BO CEDRO ARRIBA","NARANJITO","PR","00719-0000","(18.24762, -66.28345)","869-4787","869-6337","VACANTE","RURAL","SI","SEGUNDA UNIDAD","K - 9","K - 9","372",,,,,,"22","33","22","39","43","53","39",,"61","60",,,,,,,"43.29","11.74","44.97","21.81","21.48","22.22","16.16","61.62","15.82","6.40","32.20","30.17","37.63","21.02","11.19","67.96"
