"blk_id","municipality","provider","prvder_dba","fcc_frn","tech","max_dwn","max_up","end_uc","location"
"721270101002036","Carolina","Critical Hub Networks","Caribe.net","18088583","Terrestrial Fixed Wireless - Unlicensed","Greater than or equal to 768 kbps and less than 1.5 mbps","Greater than or equal to 768 kbps and less than 1.5 mbps","Business and Residential","
Carolina, PR 
(18.442839984000443, -66.02399001499964)"
"721130726001068","Utuado","XAirNet Corp.","XAirNet","12609137","Terrestrial Fixed Wireless - Unlicensed","Greater than or equal to 6 mbps and less than 10 mbps","Greater than or equal to 1.5 mbps and less than 3 mbps","Residential Only","
Utuado, PR 
(18.266249998000433, -66.70459997699965)"
"721258404001023","Toa Alta","Critical Hub Networks","Caribe.net","18088583","Terrestrial Fixed Wireless - Unlicensed","Greater than or equal to 3 mbps and less than 6 mbps","Greater than or equal to 3 mbps and less than 6 mbps","Business and Residential","
Toa Alta, PR 
(18.388359985000477, -66.24836000699963)"
"720310505011005","Cidra","Liberty Cablevision of Puerto Rico, LLC","Liberty","21347273","Cable Modem - DOCSIS 3.0","Greater than or equal to 100 mbps and less than 1 gbps","Greater than or equal to 3 mbps and less than 6 mbps","Business and Residential","
Cidra, PR 
(18.175390008000477, -66.16058001299962)"
"720775002005018","Loiza","IP Solutions","IP Solutions","19051663","Terrestrial Fixed Wireless - Unlicensed","Greater than or equal to 25 mbps and less than 50 mbps","Greater than or equal to 768 kbps and less than 1.5 mbps","Business and Residential","
Loiza, PR 
(18.429149994000454, -65.88273000599963)"
"720210301013006","Aguadilla","Puerto Rico Cable Acquisition Company, Inc.","ChoiceCable TV","3605953","Cable Modem - DOCSIS 3.0","Greater than or equal to 25 mbps and less than 50 mbps","Greater than or equal to 3 mbps and less than 6 mbps","Business Only","
Aguadilla, PR 
(18.434599981000474, -67.15518999199963)"
"720310504022007","Cidra","Puerto Rico Telephone Company Inc.","Claro Internet","1731470","Asymmetrical xDSL","Greater than or equal to 10 mbps and less than 25 mbps","Greater than or equal to 768 kbps and less than 1.5 mbps","Business and Residential","
Cidra, PR 
(18.175390008000477, -66.16058001299962)"
"721270028001004","Naguabo","INTECO","Iniciativa Technologica Centro-Oriental","18787242","Terrestrial Fixed Wireless - Licensed","Greater than or equal to 3 mbps and less than 6 mbps","Greater than or equal to 1.5 mbps and less than 3 mbps","Business and Residential","
Naguabo, PR 
(18.211570007000432, -65.73506000999964)"
"720339800021013","Trujillo Alto","Critical Hub Networks","Caribe.net","18088583","Terrestrial Fixed Wireless - Unlicensed","Greater than or equal to 768 kbps and less than 1.5 mbps","Greater than or equal to 768 kbps and less than 1.5 mbps","Business and Residential","
Trujillo Alto, PR 
(18.35556997800046, -66.00495002199966)"
"721270051012000","Guaynabo","IP Solutions","IP Solutions","19051663","Terrestrial Fixed Wireless - Unlicensed","Greater than or equal to 25 mbps and less than 50 mbps","Greater than or equal to 768 kbps and less than 1.5 mbps","Business and Residential","
Guaynabo, PR 
(18.359729975000448, -66.11052000299964)"
"720034304013001","Gurabo","IP Solutions","IP Solutions","19051663","Terrestrial Fixed Wireless - Unlicensed","Greater than or equal to 25 mbps and less than 50 mbps","Greater than or equal to 768 kbps and less than 1.5 mbps","Business and Residential","
Gurabo, PR 
(18.254759995000427, -65.97214002299967)"
"721130725002044","Rincon","Puerto Rico Telephone Company Inc.","Claro Internet","1731470","Asymmetrical xDSL","Greater than or equal to 10 mbps and less than 25 mbps","Greater than or equal to 768 kbps and less than 1.5 mbps","Business and Residential","
Rincon, PR 
(18.340189990000454, -67.25041999199965)"
"721270011002017","Barranquitas","CoquiTel LLC","CoquiTel LLC","22460117","Terrestrial Fixed Wireless - Unlicensed","Greater than or equal to 3 mbps and less than 6 mbps","Greater than or equal to 768 kbps and less than 1.5 mbps","Business Only","
Barranquitas, PR 
(18.18655002300045, -66.30649998599966)"
"720610406022032","San Juan","Critical Hub Networks","Caribe.net","18088583","Terrestrial Fixed Wireless - Unlicensed","Greater than or equal to 6 mbps and less than 10 mbps","Greater than or equal to 6 mbps and less than 10 mbps","Business and Residential","
San Juan, PR 
(18.46632997800043, -66.10474000399967)"
"721270083004003","Guaynabo","Liberty Cablevision of Puerto Rico, LLC","Liberty","21347273","Cable Modem - DOCSIS 3.0","Greater than or equal to 100 mbps and less than 1 gbps","Greater than or equal to 3 mbps and less than 6 mbps","Business and Residential","
Guaynabo, PR 
(18.359729975000448, -66.11052000299964)"
"720915705001008","Guayama","Puerto Rico Cable Acquisition Company, Inc.","ChoiceCable TV","3605953","Cable Modem - DOCSIS 3.0","Greater than or equal to 50 mbps and less than 100 mbps","Greater than or equal to 1.5 mbps and less than 3 mbps","Residential Only","
Guayama, PR 
(17.985200020000434, -66.11315001099962)"
"720970819003012","Mayaguez","Critical Hub Networks","Caribe.net","18088583","Terrestrial Fixed Wireless - Unlicensed","Greater than or equal to 768 kbps and less than 1.5 mbps","Greater than or equal to 768 kbps and less than 1.5 mbps","Business and Residential","
Mayaguez, PR 
(18.203680009000436, -67.14689998499966)"
"720970806001020","Ponce","XAirNet Corp.","XAirNet","12609137","Terrestrial Fixed Wireless - Unlicensed","Greater than or equal to 10 mbps and less than 25 mbps","Greater than or equal to 1.5 mbps and less than 3 mbps","Business Only","
Ponce, PR 
(18.011650011000427, -66.61441997899965)"
"721270005061017","Naguabo","Liberty Cablevision of Puerto Rico, LLC","Liberty","21347273","Cable Modem - DOCSIS 3.0","Greater than or equal to 100 mbps and less than 1 gbps","Greater than or equal to 3 mbps and less than 6 mbps","Business and Residential","
Naguabo, PR 
(18.211570007000432, -65.73506000999964)"
"721435503001016","Ponce","Puerto Rico Telephone Company Inc.","Claro Internet","1731470","Asymmetrical xDSL","Greater than or equal to 10 mbps and less than 25 mbps","Greater than or equal to 768 kbps and less than 1.5 mbps","Business and Residential","
Ponce, PR 
(18.011650011000427, -66.61441997899965)"
"721270047002015","Naguabo","Liberty Cablevision of Puerto Rico, LLC","Liberty","21347273","Cable Modem - DOCSIS 3.0","Greater than or equal to 100 mbps and less than 1 gbps","Greater than or equal to 3 mbps and less than 6 mbps","Business and Residential","
Naguabo, PR 
(18.211570007000432, -65.73506000999964)"
"721270069004000","Aguada","Puerto Rico Cable Acquisition Company, Inc.","ChoiceCable TV","3605953","Cable Modem - DOCSIS 3.0","Greater than or equal to 25 mbps and less than 50 mbps","Greater than or equal to 3 mbps and less than 6 mbps","Business Only","
Aguada, PR 
(18.38036997800043, -67.18917997599965)"
"721270058003028","San Juan","Liberty Cablevision of Puerto Rico, LLC","Liberty","21347273","Cable Modem - DOCSIS 3.0","Greater than or equal to 100 mbps and less than 1 gbps","Greater than or equal to 3 mbps and less than 6 mbps","Business and Residential","
San Juan, PR 
(18.46632997800043, -66.10474000399967)"
"720210315031023","San Juan","Ayustar Corporation","Ayustar Corporation","8739229","Terrestrial Fixed Wireless - Unlicensed","Greater than or equal to 6 mbps and less than 10 mbps","Greater than or equal to 3 mbps and less than 6 mbps","Business and Residential","
San Juan, PR 
(18.46632997800043, -66.10474000399967)"
"720210318003016","Caguas","INTECO","Iniciativa Technologica Centro-Oriental","18787242","Terrestrial Fixed Wireless - Licensed","Greater than or equal to 3 mbps and less than 6 mbps","Greater than or equal to 1.5 mbps and less than 3 mbps","Business and Residential","
Caguas, PR 
(18.226539990000447, -66.03746001999963)"
"721270091222005","Barranquitas","Liberty Cablevision of Puerto Rico, LLC","Liberty","21347273","Cable Modem - DOCSIS 3.0","Greater than or equal to 100 mbps and less than 1 gbps","Greater than or equal to 3 mbps and less than 6 mbps","Business and Residential","
Barranquitas, PR 
(18.18655002300045, -66.30649998599966)"
"721339535003014","Salinas","Puerto Rico Telephone Company Inc.","Claro Internet","1731470","Asymmetrical xDSL","Greater than or equal to 10 mbps and less than 25 mbps","Greater than or equal to 768 kbps and less than 1.5 mbps","Business and Residential","
Salinas, PR 
(17.98250001700046, -66.29473999499965)"
"720994204012012","Ponce","XAirNet Corp.","XAirNet","12609137","Terrestrial Fixed Wireless - Unlicensed","Greater than or equal to 10 mbps and less than 25 mbps","Greater than or equal to 1.5 mbps and less than 3 mbps","Business Only","
Ponce, PR 
(18.011650011000427, -66.61441997899965)"
"720610401023011","Aguada","Puerto Rico Telephone Company Inc.","Claro Internet","1731470","Asymmetrical xDSL","Greater than or equal to 10 mbps and less than 25 mbps","Greater than or equal to 768 kbps and less than 1.5 mbps","Business and Residential","
Aguada, PR 
(18.38036997800043, -67.18917997599965)"
"721537505031007","Salinas","Puerto Rico Cable Acquisition Company, Inc.","ChoiceCable TV","3605953","Cable Modem - DOCSIS 3.0","Greater than or equal to 50 mbps and less than 100 mbps","Greater than or equal to 1.5 mbps and less than 3 mbps","Residential Only","
Salinas, PR 
(17.98250001700046, -66.29473999499965)"
"720714104024005","Ponce","Puerto Rico Cable Acquisition Company, Inc.","ChoiceCable TV","3605953","Cable Modem - DOCSIS 3.0","Greater than or equal to 25 mbps and less than 50 mbps","Greater than or equal to 3 mbps and less than 6 mbps","Business Only","
Ponce, PR 
(18.011650011000427, -66.61441997899965)"
"720819580002025","Guanica","Puerto Rico Cable Acquisition Company, Inc.","ChoiceCable TV","3605953","Cable Modem - DOCSIS 3.0","Greater than or equal to 25 mbps and less than 50 mbps","Greater than or equal to 3 mbps and less than 6 mbps","Business Only","
Guanica, PR 
(17.971420018000458, -66.90684997999966)"
"720970816023012","San Juan","XAirNet Corp.","XAirNet","12609137","Terrestrial Fixed Wireless - Unlicensed","Greater than or equal to 10 mbps and less than 25 mbps","Greater than or equal to 1.5 mbps and less than 3 mbps","Business Only","
San Juan, PR 
(18.46632997800043, -66.10474000399967)"
"720439541002021","Juana Diaz","XAirNet Corp.","XAirNet","12609137","Terrestrial Fixed Wireless - Unlicensed","Greater than or equal to 6 mbps and less than 10 mbps","Greater than or equal to 1.5 mbps and less than 3 mbps","Residential Only","
Juana Diaz, PR 
(18.052780004000454, -66.50685999899963)"
"721390601041019","Ponce","Critical Hub Networks","Caribe.net","18088583","Terrestrial Fixed Wireless - Unlicensed","Greater than or equal to 6 mbps and less than 10 mbps","Greater than or equal to 6 mbps and less than 10 mbps","Business and Residential","
Ponce, PR 
(18.011650011000427, -66.61441997899965)"
"721292207003047","Caguas","Critical Hub Networks","Caribe.net","18088583","Terrestrial Fixed Wireless - Unlicensed","Greater than or equal to 768 kbps and less than 1.5 mbps","Greater than or equal to 768 kbps and less than 1.5 mbps","Business and Residential","
Caguas, PR 
(18.226539990000447, -66.03746001999963)"
"720210318001009","Adjuntas","Puerto Rico Telephone Company Inc.","Claro Internet","1731470","Asymmetrical xDSL","Greater than or equal to 10 mbps and less than 25 mbps","Greater than or equal to 768 kbps and less than 1.5 mbps","Business and Residential","
Adjuntas, PR 
(18.163220012000465, -66.72308999699965)"
"720515404001022","Arecibo","Puerto Rico Telephone Company Inc.","Claro Internet","1731470","Asymmetrical xDSL","Greater than or equal to 25 mbps and less than 50 mbps","Greater than or equal to 3 mbps and less than 6 mbps","Business and Residential","
Arecibo, PR 
(18.47238998600045, -66.71972999299965)"
"721117304001019","Mayaguez","Puerto Rico Telephone Company Inc.","Claro Internet","1731470","Asymmetrical xDSL","Greater than or equal to 10 mbps and less than 25 mbps","Greater than or equal to 768 kbps and less than 1.5 mbps","Business and Residential","
Mayaguez, PR 
(18.203680009000436, -67.14689998499966)"
"720757103021023","Ponce","Puerto Rico Cable Acquisition Company, Inc.","ChoiceCable TV","3605953","Cable Modem - DOCSIS 3.0","Greater than or equal to 25 mbps and less than 50 mbps","Greater than or equal to 3 mbps and less than 6 mbps","Business Only","
Ponce, PR 
(18.011650011000427, -66.61441997899965)"
"721092901002002","Cabo Rojo","Puerto Rico Cable Acquisition Company, Inc.","ChoiceCable TV","3605953","Cable Modem - DOCSIS 3.0","Greater than or equal to 25 mbps and less than 50 mbps","Greater than or equal to 3 mbps and less than 6 mbps","Business Only","
Cabo Rojo, PR 
(18.088200019000453, -67.14688998899965)"
"720238306042005","Ponce","XAirNet Corp.","XAirNet","12609137","Terrestrial Fixed Wireless - Unlicensed","Greater than or equal to 6 mbps and less than 10 mbps","Greater than or equal to 1.5 mbps and less than 3 mbps","Residential Only","
Ponce, PR 
(18.011650011000427, -66.61441997899965)"
"721270006002012","Villalba","Puerto Rico Telephone Company Inc.","Claro Internet","1731470","Asymmetrical xDSL","Greater than or equal to 25 mbps and less than 50 mbps","Greater than or equal to 3 mbps and less than 6 mbps","Business and Residential","
Villalba, PR 
(18.128250011000432, -66.49427999899962)"
"720310506004005","Cidra","Liberty Cablevision of Puerto Rico, LLC","Liberty","21347273","Cable Modem - DOCSIS 3.0","Greater than or equal to 100 mbps and less than 1 gbps","Greater than or equal to 3 mbps and less than 6 mbps","Business and Residential","
Cidra, PR 
(18.175390008000477, -66.16058001299962)"
"720871103022000","Guayama","Puerto Rico Telephone Company Inc.","Claro Internet","1731470","Asymmetrical xDSL","Greater than or equal to 10 mbps and less than 25 mbps","Greater than or equal to 768 kbps and less than 1.5 mbps","Business and Residential","
Guayama, PR 
(17.985200020000434, -66.11315001099962)"
"720072301002002","Bayamon","Liberty Cablevision of Puerto Rico, LLC","Liberty","21347273","Cable Modem - DOCSIS 3.0","Greater than or equal to 100 mbps and less than 1 gbps","Greater than or equal to 3 mbps and less than 6 mbps","Business and Residential","
Bayamon, PR 
(18.394089980000444, -66.14738001999962)"
"721435501003015","Carolina","XAirNet Corp.","XAirNet","12609137","Terrestrial Fixed Wireless - Unlicensed","Greater than or equal to 6 mbps and less than 10 mbps","Greater than or equal to 1.5 mbps and less than 3 mbps","Residential Only","
Carolina, PR 
(18.442839984000443, -66.02399001499964)"
"720133017002011","Carolina","XAirNet Corp.","XAirNet","12609137","Terrestrial Fixed Wireless - Unlicensed","Greater than or equal to 10 mbps and less than 25 mbps","Greater than or equal to 1.5 mbps and less than 3 mbps","Business Only","
Carolina, PR 
(18.442839984000443, -66.02399001499964)"
"721270063005014","Naranjito","IP Solutions","IP Solutions","19051663","Terrestrial Fixed Wireless - Unlicensed","Greater than or equal to 25 mbps and less than 50 mbps","Greater than or equal to 768 kbps and less than 1.5 mbps","Business and Residential","
Naranjito, PR 
(18.300909979000437, -66.24543002299964)"
"720034306022036","Ponce","Puerto Rico Cable Acquisition Company, Inc.","ChoiceCable TV","3605953","Cable Modem - DOCSIS 3.0","Greater than or equal to 50 mbps and less than 100 mbps","Greater than or equal to 1.5 mbps and less than 3 mbps","Residential Only","
Ponce, PR 
(18.011650011000427, -66.61441997899965)"
"721371218022001","Carolina","Puerto Rico Telephone Company Inc.","Claro Internet","1731470","Asymmetrical xDSL","Greater than or equal to 25 mbps and less than 50 mbps","Greater than or equal to 3 mbps and less than 6 mbps","Business and Residential","
Carolina, PR 
(18.442839984000443, -66.02399001499964)"
"720653102002006","San Juan","Critical Hub Networks","Caribe.net","18088583","Terrestrial Fixed Wireless - Unlicensed","Greater than or equal to 6 mbps and less than 10 mbps","Greater than or equal to 6 mbps and less than 10 mbps","Business and Residential","
San Juan, PR 
(18.46632997800043, -66.10474000399967)"
"720310505031016","Cidra","Puerto Rico Telephone Company Inc.","Claro Internet","1731470","Asymmetrical xDSL","Greater than or equal to 10 mbps and less than 25 mbps","Greater than or equal to 768 kbps and less than 1.5 mbps","Business and Residential","
Cidra, PR 
(18.175390008000477, -66.16058001299962)"
"720310509022009","Caguas","Puerto Rico Telephone Company Inc.","Claro Internet","1731470","Asymmetrical xDSL","Greater than or equal to 10 mbps and less than 25 mbps","Greater than or equal to 768 kbps and less than 1.5 mbps","Business and Residential","
Caguas, PR 
(18.226539990000447, -66.03746001999963)"
"720291002001026","San Juan","Critical Hub Networks","Caribe.net","18088583","Terrestrial Fixed Wireless - Unlicensed","Greater than or equal to 6 mbps and less than 10 mbps","Greater than or equal to 6 mbps and less than 10 mbps","Business and Residential","
San Juan, PR 
(18.46632997800043, -66.10474000399967)"
"720559611001031","San Juan","XAirNet Corp.","XAirNet","12609137","Terrestrial Fixed Wireless - Unlicensed","Greater than or equal to 6 mbps and less than 10 mbps","Greater than or equal to 1.5 mbps and less than 3 mbps","Residential Only","
San Juan, PR 
(18.46632997800043, -66.10474000399967)"
"720970806001026","Arecibo","XAirNet Corp.","XAirNet","12609137","Terrestrial Fixed Wireless - Unlicensed","Greater than or equal to 10 mbps and less than 25 mbps","Greater than or equal to 1.5 mbps and less than 3 mbps","Business Only","
Arecibo, PR 
(18.47238998600045, -66.71972999299965)"
"720757103022000","Las Piedras","Puerto Rico Telephone Company Inc.","Claro Internet","1731470","Asymmetrical xDSL","Greater than or equal to 10 mbps and less than 25 mbps","Greater than or equal to 768 kbps and less than 1.5 mbps","Business and Residential","
Las Piedras, PR 
(18.18253001800042, -65.86530001999967)"
"720310502321002","San Juan","Critical Hub Networks","Caribe.net","18088583","Terrestrial Fixed Wireless - Unlicensed","Greater than or equal to 6 mbps and less than 10 mbps","Greater than or equal to 6 mbps and less than 10 mbps","Business and Residential","
San Juan, PR 
(18.46632997800043, -66.10474000399967)"
"720572707001042","Ponce","XAirNet Corp.","XAirNet","12609137","Terrestrial Fixed Wireless - Unlicensed","Greater than or equal to 6 mbps and less than 10 mbps","Greater than or equal to 1.5 mbps and less than 3 mbps","Residential Only","
Ponce, PR 
(18.011650011000427, -66.61441997899965)"
"720559613001002","Juana Diaz","XAirNet Corp.","XAirNet","12609137","Terrestrial Fixed Wireless - Unlicensed","Greater than or equal to 10 mbps and less than 25 mbps","Greater than or equal to 1.5 mbps and less than 3 mbps","Business Only","
Juana Diaz, PR 
(18.052780004000454, -66.50685999899963)"
"720851901022022","Guayama","INTECO","Iniciativa Technologica Centro-Oriental","18787242","Terrestrial Fixed Wireless - Licensed","Greater than or equal to 3 mbps and less than 6 mbps","Greater than or equal to 1.5 mbps and less than 3 mbps","Business and Residential","
Guayama, PR 
(17.985200020000434, -66.11315001099962)"
"720291005041038","Caguas","Liberty Cablevision of Puerto Rico, LLC","Liberty","21347273","Cable Modem - DOCSIS 3.0","Greater than or equal to 100 mbps and less than 1 gbps","Greater than or equal to 3 mbps and less than 6 mbps","Business and Residential","
Caguas, PR 
(18.226539990000447, -66.03746001999963)"
"720310504012013","Juana Diaz","Puerto Rico Telephone Company Inc.","Claro Internet","1731470","Asymmetrical xDSL","Greater than or equal to 10 mbps and less than 25 mbps","Greater than or equal to 768 kbps and less than 1.5 mbps","Business and Residential","
Juana Diaz, PR 
(18.052780004000454, -66.50685999899963)"
"720597401011147","Ponce","Critical Hub Networks","Caribe.Net","18088583","Optical Carrier Fiber to the End User","Greater than or equal to 1 gbps","Greater than or equal to 1 gbps","Business Only","
Ponce, PR 
(18.011650011000427, -66.61441997899965)"
"720970815122008","Mayaguez","Critical Hub Networks","Caribe.net","18088583","Terrestrial Fixed Wireless - Unlicensed","Greater than or equal to 768 kbps and less than 1.5 mbps","Greater than or equal to 768 kbps and less than 1.5 mbps","Business and Residential","
Mayaguez, PR 
(18.203680009000436, -67.14689998499966)"
"721355103002003","Guaynabo","Puerto Rico Telephone Company Inc.","Claro Internet","1731470","Asymmetrical xDSL","Greater than or equal to 25 mbps and less than 50 mbps","Greater than or equal to 3 mbps and less than 6 mbps","Business and Residential","
Guaynabo, PR 
(18.359729975000448, -66.11052000299964)"
"720210302004006","Caguas","INTECO","Iniciativa Technologica Centro-Oriental","18787242","Terrestrial Fixed Wireless - Licensed","Greater than or equal to 3 mbps and less than 6 mbps","Greater than or equal to 1.5 mbps and less than 3 mbps","Business and Residential","
Caguas, PR 
(18.226539990000447, -66.03746001999963)"
"721455605002033","Gurabo","Critical Hub Networks","Caribe.net","18088583","Terrestrial Fixed Wireless - Unlicensed","Greater than or equal to 768 kbps and less than 1.5 mbps","Greater than or equal to 768 kbps and less than 1.5 mbps","Business and Residential","
Gurabo, PR 
(18.254759995000427, -65.97214002299967)"
"720757105001002","Ponce","Puerto Rico Cable Acquisition Company, Inc.","ChoiceCable TV","3605953","Cable Modem - DOCSIS 3.0","Greater than or equal to 25 mbps and less than 50 mbps","Greater than or equal to 3 mbps and less than 6 mbps","Business Only","
Ponce, PR 
(18.011650011000427, -66.61441997899965)"
"720252024031012","Isabela","Puerto Rico Telephone Company Inc.","Claro Internet","1731470","Asymmetrical xDSL","Greater than or equal to 10 mbps and less than 25 mbps","Greater than or equal to 768 kbps and less than 1.5 mbps","Business and Residential","
Isabela, PR 
(18.501219988000457, -67.02111999699963)"
"720475305002009","Juana Diaz","Puerto Rico Cable Acquisition Company, Inc.","ChoiceCable TV","3605953","Cable Modem - DOCSIS 3.0","Greater than or equal to 25 mbps and less than 50 mbps","Greater than or equal to 3 mbps and less than 6 mbps","Business Only","
Juana Diaz, PR 
(18.052780004000454, -66.50685999899963)"
"720210303003017","Aguadilla","Puerto Rico Cable Acquisition Company, Inc.","ChoiceCable TV","3605953","Cable Modem - DOCSIS 3.0","Greater than or equal to 50 mbps and less than 100 mbps","Greater than or equal to 1.5 mbps and less than 3 mbps","Residential Only","
Aguadilla, PR 
(18.434599981000474, -67.15518999199963)"
"721019554021023","Guayama","Puerto Rico Cable Acquisition Company, Inc.","ChoiceCable TV","3605953","Cable Modem - DOCSIS 3.0","Greater than or equal to 25 mbps and less than 50 mbps","Greater than or equal to 3 mbps and less than 6 mbps","Business Only","
Guayama, PR 
(17.985200020000434, -66.11315001099962)"
"720133004001057","San German","Puerto Rico Cable Acquisition Company, Inc.","ChoiceCable TV","3605953","Cable Modem - DOCSIS 3.0","Greater than or equal to 25 mbps and less than 50 mbps","Greater than or equal to 3 mbps and less than 6 mbps","Business Only","
San German, PR 
(18.08132000100045, -67.04160998799966)"
"721270080023009","San Juan","Liberty Cablevision of Puerto Rico, LLC","Liberty","21347273","Cable Modem - DOCSIS 3.0","Greater than or equal to 100 mbps and less than 1 gbps","Greater than or equal to 3 mbps and less than 6 mbps","Business and Residential","
San Juan, PR 
(18.46632997800043, -66.10474000399967)"
"720632102021023","Bayamon","XAirNet Corp.","XAirNet","12609137","Terrestrial Fixed Wireless - Unlicensed","Greater than or equal to 10 mbps and less than 25 mbps","Greater than or equal to 1.5 mbps and less than 3 mbps","Business Only","
Bayamon, PR 
(18.394089980000444, -66.14738001999962)"
"721270029002003","Villalba","Puerto Rico Telephone Company Inc.","Claro Internet","1731470","Asymmetrical xDSL","Greater than or equal to 10 mbps and less than 25 mbps","Greater than or equal to 768 kbps and less than 1.5 mbps","Business and Residential","
Villalba, PR 
(18.128250011000432, -66.49427999899962)"
"721270054013004","Carolina","IP Solutions","IP Solutions","19051663","Terrestrial Fixed Wireless - Unlicensed","Greater than or equal to 25 mbps and less than 50 mbps","Greater than or equal to 768 kbps and less than 1.5 mbps","Business and Residential","
Carolina, PR 
(18.442839984000443, -66.02399001499964)"
"721270100121011","Morovis","CoquiTel LLC","CoquiTel LLC","22460117","Terrestrial Fixed Wireless - Unlicensed","Greater than or equal to 3 mbps and less than 6 mbps","Greater than or equal to 768 kbps and less than 1.5 mbps","Business Only","
Morovis, PR 
(18.32585999200046, -66.40652999299965)"
"721270007002022","Naguabo","Liberty Cablevision of Puerto Rico, LLC","Liberty","21347273","Cable Modem - DOCSIS 3.0","Greater than or equal to 100 mbps and less than 1 gbps","Greater than or equal to 3 mbps and less than 6 mbps","Business and Residential","
Naguabo, PR 
(18.211570007000432, -65.73506000999964)"
"720871103031017","Manati","Liberty Cablevision of Puerto Rico, LLC","Liberty","21347273","Cable Modem - DOCSIS 3.0","Greater than or equal to 100 mbps and less than 1 gbps","Greater than or equal to 3 mbps and less than 6 mbps","Business and Residential","
Manati, PR 
(18.430539992000433, -66.48484999099963)"
"720572702012002","Juncos","Liberty Cablevision of Puerto Rico, LLC","Liberty","21347273","Cable Modem - DOCSIS 3.0","Greater than or equal to 100 mbps and less than 1 gbps","Greater than or equal to 3 mbps and less than 6 mbps","Business and Residential","
Juncos, PR 
(18.22783997600044, -65.92472001699963)"
"720798501023016","Ponce","Puerto Rico Cable Acquisition Company, Inc.","ChoiceCable TV","3605953","Cable Modem - DOCSIS 3.0","Greater than or equal to 25 mbps and less than 50 mbps","Greater than or equal to 3 mbps and less than 6 mbps","Business Only","
Ponce, PR 
(18.011650011000427, -66.61441997899965)"
"721390603012042","Carolina","Puerto Rico Telephone Company Inc.","Claro Internet","1731470","Asymmetrical xDSL","Greater than or equal to 25 mbps and less than 50 mbps","Greater than or equal to 3 mbps and less than 6 mbps","Business and Residential","
Carolina, PR 
(18.442839984000443, -66.02399001499964)"
"720019568002005","San Juan","Puerto Rico Telephone Company Inc.","Claro Internet","1731470","Asymmetrical xDSL","Greater than or equal to 10 mbps and less than 25 mbps","Greater than or equal to 768 kbps and less than 1.5 mbps","Business and Residential","
San Juan, PR 
(18.46632997800043, -66.10474000399967)"
"721270100012010","Naguabo","INTECO","Iniciativa Technologica Centro-Oriental","18787242","Terrestrial Fixed Wireless - Licensed","Greater than or equal to 3 mbps and less than 6 mbps","Greater than or equal to 1.5 mbps and less than 3 mbps","Business and Residential","
Naguabo, PR 
(18.211570007000432, -65.73506000999964)"
"721031701004042","Cabo Rojo","Puerto Rico Cable Acquisition Company, Inc.","ChoiceCable TV","3605953","Cable Modem - DOCSIS 3.0","Greater than or equal to 25 mbps and less than 50 mbps","Greater than or equal to 3 mbps and less than 6 mbps","Business Only","
Cabo Rojo, PR 
(18.088200019000453, -67.14688998899965)"
"720210310321003","Aguadilla","Puerto Rico Cable Acquisition Company, Inc.","ChoiceCable TV","3605953","Cable Modem - DOCSIS 3.0","Greater than or equal to 25 mbps and less than 50 mbps","Greater than or equal to 3 mbps and less than 6 mbps","Business Only","
Aguadilla, PR 
(18.434599981000474, -67.15518999199963)"
"721019553001018","Guayama","Puerto Rico Cable Acquisition Company, Inc.","ChoiceCable TV","3605953","Cable Modem - DOCSIS 3.0","Greater than or equal to 50 mbps and less than 100 mbps","Greater than or equal to 1.5 mbps and less than 3 mbps","Residential Only","
Guayama, PR 
(17.985200020000434, -66.11315001099962)"
"720632101002022","Canovanas","IP Solutions","IP Solutions","19051663","Terrestrial Fixed Wireless - Unlicensed","Greater than or equal to 25 mbps and less than 50 mbps","Greater than or equal to 768 kbps and less than 1.5 mbps","Business and Residential","
Canovanas, PR 
(18.375479984000435, -65.90440000699965)"
"720515404002027","Arecibo","Puerto Rico Telephone Company Inc.","Claro Internet","1731470","Asymmetrical xDSL","Greater than or equal to 25 mbps and less than 50 mbps","Greater than or equal to 3 mbps and less than 6 mbps","Business and Residential","
Arecibo, PR 
(18.47238998600045, -66.71972999299965)"
"720291008001024","Isabela","Puerto Rico Cable Acquisition Company, Inc.","ChoiceCable TV","3605953","Cable Modem - DOCSIS 3.0","Greater than or equal to 25 mbps and less than 50 mbps","Greater than or equal to 3 mbps and less than 6 mbps","Business Only","
Isabela, PR 
(18.501219988000457, -67.02111999699963)"
"721497205042010","Salinas","Puerto Rico Cable Acquisition Company, Inc.","ChoiceCable TV","3605953","Cable Modem - DOCSIS 3.0","Greater than or equal to 50 mbps and less than 100 mbps","Greater than or equal to 1.5 mbps and less than 3 mbps","Residential Only","
Salinas, PR 
(17.98250001700046, -66.29473999499965)"
"721270069001003","San Juan","Liberty Cablevision of Puerto Rico, LLC","Liberty","21347273","Cable Modem - DOCSIS 3.0","Greater than or equal to 100 mbps and less than 1 gbps","Greater than or equal to 3 mbps and less than 6 mbps","Business and Residential","
San Juan, PR 
(18.46632997800043, -66.10474000399967)"
"721537505011010","Toa Alta","IP Solutions","IP Solutions","19051663","Terrestrial Fixed Wireless - Unlicensed","Greater than or equal to 25 mbps and less than 50 mbps","Greater than or equal to 768 kbps and less than 1.5 mbps","Business and Residential","
Toa Alta, PR 
(18.388359985000477, -66.24836000699963)"
