"caso","tr_mite","fecha_de_radicaci_n","a_o_de_radicaci_n","mes_de_radicaci_n","catastro","municipio","direcci_n","regi_n","status","adjudicado_o_pendiente","fecha_de_adjudicaci_n","siglas","x","y","radicado_por_pa","nombre_del_proyecto","publico_o_privado","rural_o_urbano","due_o_del_proyecto","costo_estimado","location_1","lat","lon"
"2014-297740-PCO-27607","Permiso Construccion Cert.","2014-10-03T15:50:00.000","2014","2014.1","144-059-696-22","Trujillo Alto","Carr. 851 Ramal 941, Km. 14.5, Camino Brisa De La Gloria, La Gloria, Trujillo Alto","Central","Expedido","Adjudicado","2015-02-27T00:00:00.000","PCO-CERT","244769.99650554001","254375.24058108","No","EBANISTERIA  MACORI","Privado","Rural","JULIO ORTIZ ACOSTA","14366.54","(18.3241424560546, -66.0098114013671)","18.324142456054599","-66.009811401367102"
"2014-297735-PCO-27587","Permiso Construccion Cert.","2014-10-03T15:00:00.000","2014","2014.1","400-000-004-60","Maunabo","Camino Municipal. Int. Carr. 939, Solar 1, Km. 2.1, Sec. Quebrada, Quebrada Arenas, Maunabo","Humacao","Expedido","Adjudicado","2014-10-21T00:00:00.000","PCO-CERT","257325.147550539","220679.53670995001","No","Construcción Anclajes Furgón para Vivienda ","Privado","Rural","ÁNGEL L HERNÁNDEZ RIVERA ","6705.25","(18.0194072723388, -65.8919830322265)","18.0194072723388","-65.891983032226506"
"2014-296924-PCO-27568","Permiso Construccion Cert.","2014-10-03T13:36:00.000","2014","2014.1","408-000-006-00","Guánica","Carretera 334, 0.8, Bosque Estatal De Guanica, Carenero, Guánica","Ponce","Expedido","Adjudicado","2014-12-09T00:00:00.000","PCO-CERT","154228.17918502001","214892.35139394001","No","NEON Guanica Core Site","Privado","Rural","JOSE GONZALEZ BARRETO","1610313","(17.9673980567525, -66.8654494353191)","17.967398056752501","-66.865449435319107"
"2014-296955-PCO-27567","Permiso Construccion Cert.","2014-10-03T13:35:00.000","2014","2014.1","070-033-017-07","Moca","Calle Barbosa, #376, N/A, Barrio Pueblo, Moca","Aguadilla","Expedido","Adjudicado","2014-10-16T00:00:00.000","PCO-CERT","128904.10423287","262000.840135429","No","Residencia Clarita Colón González","Privado","Urbano","CLARITA COLÓN ","23028","(18.3923263549804, -67.1061553955078)","18.392326354980401","-67.106155395507798"
"2014-297656-PCO-27548","Permiso Construccion Cert.","2014-10-03T12:54:00.000","2014","2014.1","256-097-179-08","Naguabo","Calle Mar Caribe, Lote Num. 9, Urb. Mar Caribe, Santiago Y Lima, Naguabo","Humacao","Pre-aprobado","Adjudicado",,"PCO-CERT","276913.35732820001","239277.12686016","Si","Construcción Residencia Javier Bas Sanchez","Privado","Rural","JAVIER BAS SANCHEZ ","78000","(18.1868228912353, -65.7063064575195)","18.186822891235298","-65.706306457519503"
"2014-295867-PCO-27547","Permiso Construccion Cert.","2014-10-03T12:35:00.000","2014","2014.1","066-024-013-08","Loíza","Carretera 187, Km 7.4 Interior, Portal De Loiza, Medianía Baja, Loíza","Central","Expedido","Adjudicado","2014-12-04T00:00:00.000","PCO-CERT","261580.31775677","265716.53044990898","Si","PORTAL DE LOIZA(PDLL, L.L.C)","Privado","Urbano","LUIS FERNANDEZ ","680000","(18.4261894226074, -65.8504486083984)","18.426189422607401","-65.850448608398395"
"2014-297355-PCO-27527","Permiso Construccion Cert.","2014-10-03T10:45:00.000","2014","2014.1","125-047-001-04","Rincón","Carr. 412 , Km. 6.3 Int. , Sector La Piramide, Jagüey, Rincón","Aguadilla","Expedido","Adjudicado","2015-03-06T00:00:00.000","PCO-CERT","118224.53613332","254804.11410490001","No","Centro Comunal ","Público","Rural","CARLOS  LÓPEZ ","25000","(18.3269252777099, -67.2069396972656)","18.326925277709901","-67.206939697265597"
"2014-297531-PCO-27512","Permiso Construccion Cert.","2014-10-02T19:51:00.000","2014","2014.1","041-076-035-11","Carolina","Isla Verde, 6, ., Cangrejo Arriba, Carolina","Central","Pre-aprobado","Adjudicado",,"PCO-CERT","243048.32093315001","267535.63192308001","Si","MARES RESTAURANT SEA FOOD","Privado","Urbano","EGON GONZALEZ ","16585","(18.4430770874023, -66.0258255004882)","18.443077087402301","-66.025825500488196"
"2014-295433-PCO-27511","Permiso Construccion Cert.","2014-10-02T17:20:00.000","2014","2014.1","027-015-100-88","Quebradillas","Carr. 484, 0.5, Los Cocos, Cocos, Quebradillas","Aguadilla","Expedido","Adjudicado","2014-10-22T00:00:00.000","PCO-CERT","149933.736672589","269625.46675208001","No","Residencia de Luis Fernandez","Privado","Rural","LUIS FERNÁNDEZ PAGÁN","118175","(18.4618053436279, -66.9073257446289)","18.461805343627901","-66.907325744628906"
"2014-262109-PCO-27510","Permiso Construccion Cert.","2014-10-02T16:35:00.000","2014","2014.1","280-034-661-76","Humacao","Pr-198 Km. 24.4 Bo.Collores, Las Piedras, Solar #5, Sect.  La Estancia, Bo Collore, Mabú, Humacao","Humacao","Cancelado","Adjudicado","2015-10-09T00:00:00.000","PCO-CERT","261188.320282","237741.809949399","No","CONST. EDIFICIO ACCESORIO RESIDENCIAL","Privado","Rural","CARLOS  SANJURJO ","17893","(18.1734580993652, -65.854995727539)","18.173458099365199","-65.854995727539006"
"2014-297452-PCO-27509","Permiso Construccion Cert.","2014-10-02T16:32:00.000","2014","2014.1","029-013-156-04","Hatillo","Carr. 492, Km. 1.8, Int., Urb. El Palmar, Capáez, Hatillo","Arecibo","Expedido","Adjudicado","2015-08-04T00:00:00.000","PCO-CERT","161517.98993655","269486.2290162","No","Residencia, Melvin Mendez 'solar 10' (3782)","Privado","Rural","MELVIN MENDEZ ","77672.5","(18.460786819458, -66.7976531982421)","18.460786819458001","-66.797653198242102"
"2014-267500-PCO-27508","Permiso Construccion Cert.","2014-10-02T15:35:00.000","2014","2014.1","397-094-776-01","Guayama","Calle 3, E-9, Parque San Antonio, Caimital, Guayama","Humacao","Expedido","Adjudicado","2014-10-03T00:00:00.000","PCO-CERT","235084.543776379","218562.699055629","No","PCO Efrain Alvarado","Privado","Urbano","PEDRO RODRÍGUEZ PACHECO","92770","(18.0007610321044, -66.10205078125)","18.0007610321044","-66.10205078125"
"2014-297446-PCO-27507","Permiso Construccion Cert.","2014-10-02T14:16:00.000","2014","2014.1","115-035-604-33","Trujillo Alto","Calle 17, Num. G-33, Urbanizacion Fairview, Carraízo, Trujillo Alto","Central","Expedido","Adjudicado","2014-10-16T00:00:00.000","PCO-CERT","242332.270143859","258466.064033979","Si","CONSTRUCCION DE VERJA","Privado","Urbano","ARTEMIO CAMACHO CONCEPCION","11000","(18.3611526489257, -66.0327911376953)","18.3611526489257","-66.032791137695298"
"2014-296919-PCO-27493","Permiso Construccion Cert.","2014-10-02T12:13:00.000","2014","2014.1","027-047-084-68","Camuy","Carr#482, 0.5 , Sector La Sabana, Camuy Arriba, Camuy","Arecibo","Expedido","Adjudicado","2015-03-26T00:00:00.000","PCO-CERT","151023.172429169","268686.87676273001","No","PARQUE PASIVO LA SABANA","Público","Urbano","HON. EDWIN GARCIA ","15000","(18.4533519744873, -66.8969955444335)","18.453351974487301","-66.896995544433494"
"2014-297523-PCO-27492","Permiso Construccion Cert.","2014-10-02T11:58:00.000","2014","2014.1","167-060-199-04","Corozal","Carr. Num. 807, Km. 6.1, Tato Lopez, Palos Blancos, Corozal","Central","Cancelado","Adjudicado","2014-11-16T00:00:00.000","PCO-CERT","212349.17496023001","250864.264299659","No","Ivan J. Padilla","Privado","Rural","IVAN  PADILLA  RIVERA","59000","(18.292854309082, -66.316535949707)","18.292854309081999","-66.316535949707003"
"2014-297016-PCO-27491","Permiso Construccion Cert.","2014-10-02T11:25:00.000","2014","2014.1","361-098-347-21","Yauco","Camino Municipal, Pr-359 Km.1.1 Int.., Remanente, Sector Cambalache, Jácana, Yauco","Ponce","Expedido","Adjudicado","2015-03-17T00:00:00.000","PCO-CERT","157966.92405365","221765.99893248","No","RESIDENCIA LILLIAN GONZALEZ","Privado","Rural","LILLIAN GONZALEZ RIOS","68331","(18.029577255249, -66.8302917480468)","18.029577255248999","-66.830291748046804"
"2013-201206-PCO-27490","Permiso Construccion Cert.","2014-10-02T11:05:00.000","2014","2014.1","150-038-229-02","Fajardo","Pr 196 , 1.1, Calle Union, Barrio Pueblo, Fajardo","Central","Expedido","Adjudicado","2014-11-04T00:00:00.000","PCO-CERT","283743.06370154","255416.4219094","No","Warner Chilcott New USP Water System","Privado","Urbano","ANGEL CALVO ","500000","(18.3323802947998, -65.6410903930664)","18.332380294799801","-65.641090393066406"
"2014-288539-PCO-27489","Permiso Construccion Cert.","2014-10-02T10:37:00.000","2014","2014.1","363-049-744-46","Peñuelas","Barrio Tallaboa Alta, 14, Los Ausubos, Tallaboa Alta, Peñuelas","Ponce","Expedido","Adjudicado","2014-11-03T00:00:00.000","PCO-CERT","172155.98898813","223714.35275316","No","Residencia del Sr. Augusto Rodríguez","Privado","Urbano","AUGUSTO RODRIGUEZ ARENAS","22000","(18.0474128723144, -66.6963195800781)","18.0474128723144","-66.696319580078097"
"2014-296899-PCO-27488","Permiso Construccion Cert.","2014-10-02T10:01:00.000","2014","2014.1","299-094-331-01","Cayey","Pr 171, 7.1, Los Pinos, Rincón, Cayey","Humacao","Expedido","Adjudicado","2014-10-17T00:00:00.000","PCO-CERT","228678.80460504","232349.03267347001","No","Sr. Hipólito Vega Cortes","Privado","Rural","HIPÓLITO VEGA ","16500","(18.1254158020019, -66.1623458862304)","18.1254158020019","-66.162345886230398"
"2014-297392-PCO-27480","Permiso Construccion Cert.","2014-10-01T23:33:00.000","2014","2014.1","027-088-009-06","Camuy","Carr. 483, Km.3.5, Int., N/A, Camuy Arriba, Camuy","Arecibo","Expedido","Adjudicado","2014-10-10T00:00:00.000","PCO-CERT","151649.083084229","267159.56426721002","No","Residencia, Marta E. Morales","Privado","Rural","MARTA MORALES ","14979.75","(18.4395675659179, -66.8910293579101)","18.439567565917901","-66.891029357910099"
"2014-295926-PCO-27479","Permiso Construccion Cert.","2014-10-01T20:28:00.000","2014","2014.1","144-016-411-50","Trujillo Alto","Camino Los Diaz, 5.8, Bo. Carraizo Alto, Carraízo, Trujillo Alto","Central","Cancelado","Adjudicado","2014-11-21T00:00:00.000","PCO-CERT","242911.76385701","255759.06717905001","No","Legalización Propiedad Enrique Rodríguez 1","Privado","Rural","ENRIQUE RODRIGUEZ RODRIGUEZ","16925","(18.3366832733154, -66.027359008789)","18.336683273315401","-66.027359008789006"
"2014-297471-PCO-27478","Permiso Construccion Cert.","2014-10-01T19:56:00.000","2014","2014.1","041-042-141-05","San Juan","Calle Italia, 2008, Urb Ocean Park, Santurce, San Juan","Central","Expedido","Adjudicado","2014-10-22T00:00:00.000","PCO-CERT","240122.29135632","268694.64303932001","Si","REMODELACION RESIDENCIAL - 2008 APARTMENT","Privado","Urbano","SYLVIA DE MARCO ","45250","(18.4536056518554, -66.0534973144531)","18.453605651855401","-66.053497314453097"
"2014-296815-PCO-27477","Permiso Construccion Cert.","2014-10-01T19:44:00.000","2014","2014.1","442-013-556-10","Guayama","Municipal, Solar Numero 10, Urb. Parque Interamericana, Machete, Guayama","Humacao","Expedido","Adjudicado","2014-10-15T00:00:00.000","PCO-CERT","234449.19986553001","214314.18455147001","No","Heriberto Martinez Lebron","Privado","Urbano","HERIBERTO MARTINEZ ","7150","(17.9623851776123, -66.1081161499023)","17.962385177612301","-66.108116149902301"
"2014-297356-PCO-27476","Permiso Construccion Cert.","2014-10-01T15:53:00.000","2014","2014.1","051-057-238-22","Hatillo","Pr-129 , Km. 8.1 Int. Solar #21, Ciudad De Paz, Campo Alegre, Hatillo","Arecibo","Expedido","Adjudicado","2014-10-14T00:00:00.000","PCO-CERT","164175.950863559","264616.77496091899","No","Edificio Residencial - Idianis Santiago","Privado","Urbano","IDIANIS SANTIAGO MARTÍNEZ","66325","(18.4168395996093, -66.7724075317382)","18.4168395996093","-66.772407531738196"
"2014-296145-PCO-27475","Permiso Construccion Cert.","2014-10-01T15:23:00.000","2014","2014.1","017-055-014-03","Vega Baja","Carr. Pr-6686, Km. 1.4, Sector Sandín, Puerto Nuevo, Vega Baja","Arecibo","Cancelado","Adjudicado","2015-11-04T00:00:00.000","PCO-CERT","202278.99699225","271716.36491049","No","Facilidades Recreo-Deportivas Sandín Vega Baja","Alianza Público Privada","Rural","RAMÓN ORTA RODRÍGUEZ","155000","(18.4812812805175, -66.4117584228515)","18.4812812805175","-66.411758422851506"
"2014-287068-PCO-27474","Permiso Construccion Cert.","2014-10-01T15:13:00.000","2014","2014.1","159-000-008-26","Lares","Carr 111, Km 21.5, No Hay Nombre Del Sector, Lares, Lares","Arecibo","Expedido","Adjudicado","2014-10-23T00:00:00.000","PCO-CERT","157284.73943494001","250862.79108995001","No","Gomera con Venta de Accesorios para Autos","Privado","Rural","ELLIOT  BELTRAN ","6900","(18.2924499511718, -66.8373413085937)","18.2924499511718","-66.837341308593693"
"2014-288499-PCO-27473","Permiso Construccion Cert.","2014-10-01T15:01:00.000","2014","2014.1","010-040-510-13","Hatillo","Carr. #2, Km 87, Barrio Pueblo, Hatillo, Hatillo","Arecibo","Expedido","Adjudicado","2015-04-30T00:00:00.000","PCO-CERT","159519.884888709","272225.04534899001","No","El Mesón Sandwiches-Hatillo","Privado","Urbano","FELIPE PÉREZ GRAJALES","405330","(18.4854946136474, -66.8166275024414)","18.485494613647401","-66.816627502441406"
"2014-296146-PCO-27472","Permiso Construccion Cert.","2014-10-01T14:20:00.000","2014","2014.1","083-011-003-01","Vega Alta","Carr. Pr-679, Km. 2.2, Sector Fortuna, Espinosa, Vega Alta","Arecibo","Cancelado","Adjudicado","2015-10-11T00:00:00.000","PCO-CERT","213454.234477269","262775.93317629001","No","Facilidades Recreo-Deportivas Fortuna Vega Alta","Alianza Público Privada","Rural","RAMÓN ORTA RODRÍGUEZ","123000","(18.4004669189453, -66.3059997558593)","18.400466918945298","-66.305999755859304"
"2014-293855-PCO-27471","Permiso Construccion Cert.","2014-10-01T13:00:00.000","2014","2014.1","139-085-177-24","Corozal","Carr. 568 Interior, 28.7, Sector Hacienda Padilla, Padilla, Corozal","Central","Expedido","Adjudicado","2014-10-22T00:00:00.000","PCO-CERT","209481.59402076001","253170.99801724","No","Ivelisse Rivera Caldero","Privado","Rural","IVELISSE RIVERA CALDERO","59965","(18.3137092590332, -66.3436431884765)","18.3137092590332","-66.343643188476506"
"2014-296779-PCO-27470","Permiso Construccion Cert.","2014-10-01T10:18:00.000","2014","2014.1","054-072-583-86","Arecibo","Carr. 639, Km. 2.2 Int., Candelaria, Sabana Hoyos, Arecibo","Arecibo","Expedido","Adjudicado","2014-10-07T00:00:00.000","PCO-CERT","181042.628963619","264228.40747311001","No","Residencia Ramon Vega","Privado","Rural","RAMON VEGA ROSARIO","14500","(18.4135475158691, -66.6127624511718)","18.413547515869102","-66.612762451171804"
"2014-296475-PCO-27469","Permiso Construccion Cert.","2014-10-01T08:39:00.000","2014","2014.1","259-018-454-20","Mayagüez","Calle Roberto Cole, E-20, Urb. Rio Cristal, Sábalos, Mayagüez","Aguadilla","Cancelado","Adjudicado","2015-10-08T00:00:00.000","PCO-CERT","125295.90311593001","238666.19149264001","No","Construccion de Residencia Sobre Techo Existente","Privado","Urbano","JEANNETTE COLON MARRERO","32000","(18.1813812255859, -67.1394500732421)","18.181381225585898","-67.139450073242102"
"2014-297437-PCO-27468","Permiso Construccion Cert.","2014-10-01T08:38:00.000","2014","2014.1","150-038-157-01","Fajardo",". Calle Union, #300, Esq.Calle Matadero, Barrio Pueblo, Fajardo","Central","Expedido","Adjudicado","2014-10-08T00:00:00.000","PCO-CERT","283934.72430280899","255364.85446306001","Si","Remodelacion de Local Comercial","Privado","Urbano","ALBERTO  VIZCARRONDO ","15000","(18.3319072723388, -65.6392822265625)","18.3319072723388","-65.6392822265625"
"2014-297417-PCO-27467","Permiso Construccion Cert.","2014-10-01T04:15:00.000","2014","2014.1","310-059-239-16","San Germán","Carr. 362, Km. 5.9 Interior, Sector Camino Teresa Quiñones, Guamá, San Germán","Aguadilla","Expedido","Adjudicado","2015-04-17T00:00:00.000","PCO-CERT","139248.46847282001","230160.407902059","No","Construcción de Templo de la IDDP MI del Guama","Privado","Rural","LUIS TROCHE ","131070","(18.1049728393554, -67.0073165893554)","18.104972839355401","-67.007316589355398"
"2014-263896-PCO-27452","Permiso Construccion Cert.","2014-09-30T16:09:00.000","2014","2014.09","284-085-005-03","Hormigueros","Car Pr-345, Km 4.1, Sector, Lavadero, Hormigueros","Aguadilla","Expedido","Adjudicado","2014-10-27T00:00:00.000","PCO-CERT","129581.52952501","232747.537209959","No","Escuela Rafael Hernandez","Público","Rural","SALIM LAHAM BAUZO","156214.98","(18.1280517578125, -67.0987396240234)","18.1280517578125","-67.098739624023395"
"2014-297396-PCO-27451","Permiso Construccion Cert.","2014-09-30T15:26:00.000","2014","2014.09","033-048-004-39","Manatí","Carr. 616, Km. 1.30 Int. Solar 4, Sector Cantito, Tierras Nuevas Poniente, Manatí","Arecibo","Expedido","Adjudicado","2014-10-14T00:00:00.000","PCO-CERT","191576.2613139","268577.981048499","No","Edificio Residencial - Juan Pagán ","Privado","Urbano","JUAN PAGÁN MELÉNDEZ","0","(18.4529113769531, -66.5130767822265)","18.4529113769531","-66.513076782226506"
"2013-221517-PCO-27450","Permiso Construccion Cert.","2014-09-30T14:26:00.000","2014","2014.09","111-065-057-33","Toa Alta","Carr. Pr-806, Km. 1.1, Quebrada Arenas, Quebrada Arenas, Toa Alta","Central","Cancelado","Adjudicado","2014-10-31T00:00:00.000","PCO-CERT","215520.86601398","257566.0088825","No","Construccion de vivienda","Privado","Rural","ELLIOT GARCIA DIAZ","0","(18.3533821105957, -66.2864837646484)","18.3533821105957","-66.286483764648395"
"2013-221811-PCO-27448","Permiso Construccion Cert.","2014-09-30T12:41:00.000","2014","2014.09","011-055-311-21","Hatillo","Comunidad Carrizalez Ii, Parcela #410, -, Carrizales, Hatillo","Arecibo","Expedido","Adjudicado","2014-10-14T00:00:00.000","PCO-CERT","162714.52319912001","271587.84994674899","No","EDIFICIO RESIDENCIAL - AXEL CURBELO","Privado","Urbano","AXEL  CURBELO CANDELARIA","6140","(18.4797954559326, -66.7863616943359)","18.479795455932599","-66.786361694335895"
"2014-276747-PCO-27447","Permiso Construccion Cert.","2014-09-30T12:16:00.000","2014","2014.09","057-015-092-02","Vega Baja","Pr-155, Km 65, Sector, Pugnado Afuera, Vega Baja","Arecibo","Expedido","Adjudicado","2014-10-27T00:00:00.000","PCO-CERT","202644.15710770001","265993.95261719899","No","Mejoras Centro Adiestramiento Vocacional Especial","Público","Rural","DAVID BERRIOS ","103500","(18.4295806884765, -66.4083023071289)","18.429580688476499","-66.408302307128906"
"2014-292846-PCO-27428","Permiso Construccion Cert.","2014-09-30T10:59:00.000","2014","2014.09","360-079-473-10","Yauco","Pr- 368, Km. 10.7, Sect. La Palmita, Susúa Alta, Yauco","Ponce","Expedido","Adjudicado","2014-11-12T00:00:00.000","PCO-CERT","152392.158792539","222499.56696813001","No","Permiso de Javier Torres Montanes","Privado","Rural","JAVIER TORRES MONTAÑES","100000","(18.0360889434814, -66.882957458496)","18.036088943481399","-66.882957458495994"
"2014-297335-PCO-27427","Permiso Construccion Cert.","2014-09-30T09:51:00.000","2014","2014.09","294-091-039-03","Villalba","Carr 149, Km 57.2, Sector Tierra Santa, Villalba Arriba, Villalba","Ponce","Cancelado","Adjudicado","2015-10-16T00:00:00.000","PCO-CERT","193172.197451329","232390.05737033","No","ANUNCIO VILLALBA","Privado","Rural","MELVIN TORRES ","18000","(18.1259670257568, -66.4978485107421)","18.1259670257568","-66.497848510742102"
"2014-297195-PCO-27408","Permiso Construccion Cert.","2014-09-30T07:52:00.000","2014","2014.09","008-060-001-08","Quebradillas","Pr 113, Km 0.5, Terranova, Terranova, Quebradillas","Aguadilla","Expedido","Adjudicado","2014-10-22T00:00:00.000","PCO-CERT","146434.507274659","271628.65703284001","No","Centro Comunal -  Bo. Terranova","Público","Rural","MUNICIPIO QUEBRADILLAS ","159731","(18.4798183441162, -66.9405136108398)","18.4798183441162","-66.940513610839801"
"2012-074640-PCO-27407","Permiso Construccion Cert.","2014-09-30T07:24:00.000","2014","2014.09","150-055-085-39","Fajardo","Calle Rebollo, Esq Calle Victor Rios, Pueblo Oeste, Barrio Pueblo, Fajardo","Central","Cancelado","Adjudicado","2015-11-11T00:00:00.000","PCO-CERT","282006.67935358","254456.10297035001","No","Head Start El Castillo","Público","Urbano","ENRIQUE SANTIAGO ","749148.83","(18.3237724304199, -65.6575546264648)","18.323772430419901","-65.657554626464801"
"2014-296960-PCO-27387","Permiso Construccion Cert.","2014-09-29T23:21:00.000","2014","2014.09","119-000-004-07","Río Grande","Carr. 191, Km.1.1, Palmer, Mameyes 2, Río Grande","Central","Pre-aprobado","Adjudicado",,"PCO-CERT","270057.11294351","258501.00920932001","Si","EXPANCION AREA SALONES ACTIVIDADES-RAIN FOREST","Privado","Rural","JOEL RIVERA ","20000","(18.360740661621, -65.7704620361328)","18.360740661621001","-65.770462036132798"
"2014-296916-PCO-27367","Permiso Construccion Cert.","2014-09-29T19:46:00.000","2014","2014.09","216-086-034-65","Jayuya","Calle Hoyo Frio, Interior, Hoyo Frio, Barrio Pueblo, Jayuya","Ponce","Cancelado","Adjudicado","2015-11-11T00:00:00.000","PCO-CERT","183352.47524632001","243020.21194581001","No","RESIDENCIA ROLDAN PAGAN ","Privado","Urbano","FERNANDO  ROLDAN  PAGAN ","14322.79","(18.2219562530517, -66.5907287597656)","18.221956253051701","-66.590728759765597"
"2014-297009-PCO-27348","Permiso Construccion Cert.","2014-09-29T16:15:00.000","2014","2014.09","401-003-119-67","Yabucoa","Carr. 901 Int, Km. 8.4, Solar 4, Sector Los Colones, Camino Nuevo, Yabucoa","Humacao","Expedido","Adjudicado","2014-12-23T00:00:00.000","PCO-CERT","260795.810118739","221679.51504090001","No","Construccion de vivienda unifamiliar madera y zinc","Privado","Rural","FRANCISCO  VEGA ","20800","(18.0283470153808, -65.8591842651367)","18.028347015380799","-65.859184265136705"
"2014-296958-PCO-27347","Permiso Construccion Cert.","2014-09-29T16:07:00.000","2014","2014.09","054-038-122-22","Barceloneta","Sabana Aguila, 14, Magueyes, Florida Afuera, Barceloneta","Arecibo","Expedido","Adjudicado","2015-01-22T00:00:00.000","PCO-CERT","184481.21443054001","265437.51479002001","No","Edificio Accesorio","Privado","Rural","ELIEZER TALAVERA ","28365.13","(18.4244995117187, -66.580223083496)","18.4244995117187","-66.580223083495994"
"2014-293680-PCO-27327","Permiso Construccion Cert.","2014-09-29T15:13:00.000","2014","2014.09","168-002-221-02","Corozal","Carr. Num. 807, Km. 1.9, Manuel Ortiz, Palos Blancos, Corozal","Central","Cancelado","Adjudicado","2015-09-30T00:00:00.000","PCO-CERT","213845.57898619","252888.402797619","No","Ana L.ortiz Camacho","Privado","Rural","ANA ORTIZ CAMACHO","70500","(18.3111324310302, -66.3023681640625)","18.311132431030199","-66.3023681640625"
"2014-293758-PCO-27307","Permiso Construccion Cert.","2014-09-29T14:09:00.000","2014","2014.09","259-066-010-12","Mayagüez","Calle Hipolito Arroyo, A-38, Comunidad Castillo, Guanajibo, Mayagüez","Aguadilla","Cancelado","Adjudicado","2015-10-03T00:00:00.000","PCO-CERT","123548.06049665","236745.94195214901","No","PERMISO CONST. RES. 2DA PLANTA","Privado","Urbano","ALFONSO VELEZ ","32060","(18.1639690399169, -67.1558990478515)","18.1639690399169","-67.155899047851506"
"2014-296437-PCO-27289","Permiso Construccion Cert.","2014-09-29T11:52:00.000","2014","2014.09","221-034-256-12","Barranquitas","Carr. Pr 152, Km. 7.6 Int., Sector El Farallón, Quebradillas, Barranquitas","Ponce","Expedido","Adjudicado","2014-10-08T00:00:00.000","PCO-CERT","214923.391188799","244640.39227852001","No","Residencia del Sr. Angel López","Privado","Rural","ANGEL  LÓPEZ FIGUEROA","78461.5","(18.2366065979003, -66.2922286987304)","18.236606597900298","-66.292228698730398"
"2014-291908-PCO-27288","Permiso Construccion Cert.","2014-09-29T11:52:00.000","2014","2014.09","185-000-010-38","Lares","Carr. 4432, Km. 0.8, Sector Arana, La Torre, Lares","Arecibo","Expedido","Adjudicado","2014-12-12T00:00:00.000","PCO-CERT","152646.89139274001","247691.58272618","No","Residencia de Maria I. Rodriguez","Privado","Rural","MARIA RODRIGUEZ VELEZ","42950","(18.2637023925781, -66.8811340332031)","18.2637023925781","-66.881134033203097"
"2014-296957-PCO-27287","Permiso Construccion Cert.","2014-09-29T11:14:00.000","2014","2014.09","420-071-468-87","Guayama","Carr. Pr-54 Esq. Ave Arnaldo Bristol, 0, Machete, Barrio Pueblo, Guayama","Humacao","Expedido","Adjudicado","2014-10-15T00:00:00.000","PCO-CERT","233128.663950719","215749.49946814001","No","BMA of Guayama Inc, d/b/a FMC Guayama Dialysis","Privado","Urbano","CARLOS  RODRIGUEZ ","0","(17.9753742218017, -66.1205596923828)","17.975374221801701","-66.120559692382798"
"2014-267959-PCO-27268","Permiso Construccion Cert.","2014-09-29T10:08:00.000","2014","2014.09","226-081-493-11","Gurabo","Carr Pr 931, Km 4.4, Urb. Monteverde, Navarro, Gurabo","Humacao","Expedido","Adjudicado","2014-10-14T00:00:00.000","PCO-CERT","246348.582496249","243072.061563019","No","Residencia Angel Fernandez","Privado","Urbano","ANGEL  FERNANDEZ ALEJANDRO","0","(18.2219867706298, -65.995132446289)","18.221986770629801","-65.995132446289006"
"2014-296727-PCO-27267","Permiso Construccion Cert.","2014-09-29T10:02:00.000","2014","2014.09","070-041-029-42","Moca","N/A Carr. 111, Km. 4.4, Int., Comunidad Sabana, Barrio Pueblo, Moca","Aguadilla","Expedido","Adjudicado","2014-10-17T00:00:00.000","PCO-CERT","127443.5120552","261647.962145319","No","VIVIENDA EVA N. MUÑIZ CABAN","Privado","Urbano","EVA MUÑIZ CABÁN","42000","(18.3890895843505, -67.1199645996093)","18.389089584350501","-67.119964599609304"
"2014-296901-PCO-27247","Permiso Construccion Cert.","2014-09-28T22:41:00.000","2014","2014.09","420-017-009-04","Guayama","Calle Candelaria, Núm. 37, Com. Corazón , Algarrobo, Guayama","Humacao","Expedido","Adjudicado","2014-11-06T00:00:00.000","PCO-CERT","236756.07172030001","217635.9794326","No","Permiso de Construcción para Ampliar Vivienda","Privado","Rural","JOSÉ V SILVA BERNIER ","15721","(17.9923591613769, -66.0862808227539)","17.9923591613769","-66.086280822753906"
"2014-267452-PCO-27227","Permiso Construccion Cert.","2014-09-28T19:49:00.000","2014","2014.09","476-000-003-02","Culebra","Pr-250, Int, Solar 2, Fraile, Culebra","Central","Cancelado","Adjudicado","2015-10-23T00:00:00.000","PCO-CERT","322092.53686450899","252411.136745319","No","AMPLIACION RESIDENCIA ARRIETA","Privado","Rural","EDUARDO ARRIETA ","53520","(18.3033866882324, -65.2784805297851)","18.303386688232401","-65.278480529785099"
"2014-275601-PCO-27207","Permiso Construccion Cert.","2014-09-27T23:18:00.000","2014","2014.09","154-025-129-05","Añasco","Local Carr.  Pr. 2, Km. 142.8, Sector, Caracol, Añasco","Aguadilla","Expedido","Adjudicado","2014-12-22T00:00:00.000","PCO-CERT","123530.15880036","252041.899496339","No","CONSTRUCCION AMPLIACION PARA 2 LOCALES COMERCIALES","Privado","Rural","SR. HECTOR SOTO 00610","10000","(18.3021640777587, -67.156639099121)","18.3021640777587","-67.156639099120994"
