"calendario","genero","institucion_de_procedencia","campus","program","gpa","igs","location_1"
"Calendario Académico 13-14","Femenino","0001781-E/S ILEANA DE GRACIA","BAYAMON","860315 - Bachillerato en Gerencia de Materiales","3.77","282","
VEGA ALTA, PR 
(18.485569990000442, -66.33767333099962)"
"Calendario Académico 13-14","Femenino","0001733-E/S PATRIA LATORRE RAMIREZ","RUM","301605 - Bachillerato en Artes en Psicología(2003)","4.00","348","
LARES, PR 
(18.368009988000438, -66.89100998399965)"
"Calendario Académico 13-14","Masculino","0001215-E/S JOSE FELIPE ZAYAS","PONCE","852010 - Grado Asociado en Tecnología en Ingeniería Industrial","3.43","283","
COAMO, PR 
(18.176566680000462, -66.44423666599965)"
"Calendario Académico 13-14","Masculino","0001320-E/S LORENZO COBALLES GANDIA","ARECIBO","840302 - Bachillerato en Administración de Empresas concentración en Contabilidad","3.16","259","
HATILLO, PR 
(18.493383312000446, -66.79609331999967)"
"Calendario Académico 13-14","Masculino","0001020-E/S DR CARLOS GONZALEZ","AGUADILLA","810318 - Bachillerato en Sistemas de Oficina","3.40","240","
AGUADA, PR 
(18.41521998200045, -67.15999331399962)"
"Calendario Académico 13-14","Femenino","0001540-E/S JOSE ROJAS CORTES","RIOPIEDRAS","200302 - Bachillerato Administración Empresas con concentración en Contabilidad","3.91","294","
OROCOVIS, PR 
(18.293503323000436, -66.37785665899963)"
"Calendario Académico 13-14","Masculino","0002888-COLEGIO BAUTISTA DE CAGUAS","RIOPIEDRAS","200504 - Bachillerato en Ciencias en Ingeniería Mecánica-Traslado Articulado RUM","4.00","380","
CAYEY, PR 
(18.168636673000435, -66.09474668699966)"
"Calendario Académico 13-14","Femenino","0001576-E/S VOCACIONAL BERNARDINO CORDERO BERNARD","CAROLINA","830316 - Bachillerato en Administración de Hoteles y Restaurantes","3.56","276","
PONCE, PR 
(18.172323350000454, -66.59130332099966)"
"Calendario Académico 13-14","Femenino","0001540-E/S JOSE ROJAS CORTES","PONCE","850401 - Bachillerato Artes en Educación Secundaria concentración Ciencias Naturales-TA UPR Cayey","3.91","294","
OROCOVIS, PR 
(18.293503323000436, -66.37785665899963)"
"Calendario Académico 13-14","Femenino","0001100-E/S VOCACIONAL PABLO COLON BERDECIA","CAYEY","500446 - Bachillerato en Artes en Educación Elemental con concentración en Educación Especial","3.39","290","
BARRANQUITAS, PR 
(18.249683322000465, -66.31458997599964)"
"Calendario Académico 13-14","Femenino","0001190-E/S JUAN A CORRETJER MONTES","BAYAMON","860447 - Bachillerato en Educación Física Especial y Elemental","3.78","273","
CIALES, PR 
(18.371556649000468, -66.46599665399964)"
"Calendario Académico 13-14","Masculino","0001321-E/S PADRE ANIBAL REYES BELEN","RUM","301219 - Bachillerato en Ciencias en Microbiología Industrial(2003)","4.00","352","
ARECIBO, PR 
(18.494389977000424, -66.62700999999964)"
"Calendario Académico 13-14","Femenino","0002960-COLEGIO SAN ANTONIO","RIOPIEDRAS","201205 - Bachillerato en Ciencias con concentración en Matemáticas","3.65","305","
SAN JUAN, PR 
(18.471946656000455, -66.12485334199965)"
"Calendario Académico 13-14","Masculino","0001733-E/S PATRIA LATORRE RAMIREZ","AGUADILLA","811202 - Bachillerato en Ciencias con concentración en Biología","3.90","310","
SAN SEBASTIAN, PR 
(18.395099988000425, -67.00910998599966)"
"Calendario Académico 13-14","Femenino","0002725-COLEGIO NTRA SRA DE LA MERCED","CAROLINA","830318 - Bachillerato en Sistemas de Oficina","3.09","245","
CAYEY, PR 
(18.168636673000435, -66.09474668699966)"
"Calendario Académico 13-14","Masculino","0001210-E/S RAMON JOSE DAVILA","UTUADO","820419 - Bachillerato en Artes en Educación Elemental","2.67","240","
COAMO, PR 
(18.176566680000462, -66.44423666599965)"
"Calendario Académico 13-14","Masculino","0001770-E/S LUIS MUNOZ RIVERA","UTUADO","823005 - Grado Asociado en Artes en Humanidades","2.90","210","
UTUADO, PR 
(18.34954332400042, -66.73568998899964)"
"Calendario Académico 13-14","Masculino","0001733-E/S PATRIA LATORRE RAMIREZ","AGUADILLA","811202 - Bachillerato en Ciencias con concentración en Biología","4.00","302","
SAN SEBASTIAN, PR 
(18.395099988000425, -67.00910998599966)"
"Calendario Académico 13-14","Femenino","0002890-COLEGIO SAN JOSE SUPERIOR","CAYEY","500302 - Bachillerato en Administración de Empresas con concentración en Contabilidad","4.00","321","
CAGUAS, PR 
(18.312719976000437, -66.04029001999965)"
"Calendario Académico 13-14","Masculino","0001110-E/S DR AGUSTIN STAHL","BAYAMON","864002 - Bachillerato en Ciencias de Computadoras","3.34","294","
BAYAMON, PR 
(18.430783310000436, -66.16910667999963)"
"Calendario Académico 13-14","Masculino","0001620-ESCUELA SECUNDARIA DE LA UPR","RUM","300504 - Bachillerato en Ciencias en Ingeniería Mecánica","4.00","356","
SAN JUAN, PR 
(18.471946656000455, -66.12485334199965)"
"Calendario Académico 13-14","Femenino","0001120-E/S INES MARIA MENDOZA","RUM","300703 - Bachillerato en Ciencias en Enfermería(2005)","4.00","291","
CABO ROJO, PR 
(18.168266677000474, -67.18209999099963)"
"Calendario Académico 13-14","Femenino","0001810-E/S LYSANDER BORRERO TERRY","CAYEY","501613 - Bachillerato en Artes con concentración en Psicología y Salud Mental","4.00","296","
VILLALBA, PR 
(18.178216670000438, -66.45252664799966)"
"Calendario Académico 13-14","Masculino","0001421-E/S FLORENCIA GARCIA","RIOPIEDRAS","200402 - Bachillerato en Artes en Educación Secundaria con concentración en Biología","3.33","304","
FAJARDO, PR 
(18.391436643000475, -65.59305335299962)"
"Calendario Académico 13-14","Femenino","0001340-E/S ANA ROQUE","HUMACAO","601210 - Bachillerato en Ciencias con concentración en Química Industrial","3.97","314","
HUMACAO, PR 
(18.20652000600046, -65.79329334199963)"
"Calendario Académico 13-14","Femenino","0002993-COLEGIO SANTA MARIA DEL CAMINO","RIOPIEDRAS","200304 - Bachillerato Administración Empresas con concentración en Finanzas","3.73","310","
SAN JUAN, PR 
(18.471946656000455, -66.12485334199965)"
"Calendario Académico 13-14","Femenino","0001635-E/S REPUBLICA DE COLOMBIA","CAROLINA","830318 - Bachillerato en Sistemas de Oficina","3.66","256","
SAN JUAN, PR 
(18.471946656000455, -66.12485334199965)"
"Calendario Académico 13-14","Femenino","0002665-COLEGIO SAN RAFAEL","ARECIBO","840305 - Bachillerato en Administración de Empresas con concentración en Gerencia","3.09","230","
QUEBRADILLAS, PR 
(18.491656645000432, -66.94465997699962)"
"Calendario Académico 13-14","Femenino","0002865-VANGUARD CHRISTIAN ACADEMY","HUMACAO","601202 - Bachillerato en Ciencias con concentración en Biología General","4.00","349","
FAJARDO, PR 
(18.391436643000475, -65.59305335299962)"
"Calendario Académico 13-14","Masculino","0002830-BONNEVILLE SCHOOL","RIOPIEDRAS","209877 - Programa de Destrezas-Humanidades","3.35","261","
TRUJILLO ALTO, PR 
(18.380036652000456, -66.02360000199963)"
"Calendario Académico 13-14","Masculino","0002945-ACADEMIA NSTRA SRA DE LA PROVIDENCIA","BAYAMON","860501 - Bachillerato en Ciencias en Ingeniería Civil-Traslado Articulado RUM","3.73","319","
GUAYAMA, PR 
(18.10745334100045, -66.08964002399966)"
"Calendario Académico 13-14","Masculino","0001170-E/S MIGUEL MELENDEZ MUNOZ","RUM","300507 - Bachillerato en Ciencias en Ingeniería de Computadoras(2005)","3.88","346","
CABO ROJO, PR 
(18.168266677000474, -67.18209999099963)"
"Calendario Académico 13-14","Femenino","0003880-OTRAS ESC SUP FORANEAS","CAROLINA","830316 - Bachillerato en Administración de Hoteles y Restaurantes","4.00","294","
SAN JUAN, PR 
(18.471946656000455, -66.12485334199965)"
"Calendario Académico 13-14","Femenino","0002880-COLEGIO NTRA SRA DEL ROSARIO","ARECIBO","842404 - Grado Asociado en Enfermería","3.60","262","
VEGA BAJA, PR 
(18.49414997700046, -66.40055999699962)"
"Calendario Académico 13-14","Femenino","0002776-THE PALMAS ACADEMY","RUM","300505 - Bachillerato en Ciencias en Ingeniería Química","3.77","351","
HUMACAO, PR 
(18.20652000600046, -65.79329334199963)"
"Calendario Académico 13-14","Femenino","0002878-COLEGIO NTRA SRA DEL CARMEN","ARECIBO","840311 - Bachillerato en Administración de Empresas con concentración en Mercadeo","3.09","251","
HATILLO, PR 
(18.493383312000446, -66.79609331999967)"
"Calendario Académico 13-14","Femenino","0001810-E/S LYSANDER BORRERO TERRY","CAYEY","500409 - Bachillerato en Artes en Educación Secundaria con concentración en Educación Física","4.00","296","
VILLALBA, PR 
(18.178216670000438, -66.45252664799966)"
"Calendario Académico 13-14","Femenino","0001360-E/S JOSEFINA LEON ZAYAS","PONCE","850925 - Bachillerato en Artes concentración en Lenguas Modernas-Traslado Articulado RRP","3.67","305","
JAYUYA, PR 
(18.300633312000457, -66.57163999599965)"
"Calendario Académico 13-14","Femenino","0001137-E/S ELOISA PASCUAL","CAYEY","500446 - Bachillerato en Artes en Educación Elemental con concentración en Educación Especial","4.00","290","
CAGUAS, PR 
(18.312719976000437, -66.04029001999965)"
"Calendario Académico 13-14","Femenino","0002945-ACADEMIA NSTRA SRA DE LA PROVIDENCIA","RIOPIEDRAS","201202 - Bachillerato en Ciencias con concentración en Biología","4.00","355","
TRUJILLO ALTO, PR 
(18.380036652000456, -66.02360000199963)"
"Calendario Académico 13-14","Femenino","0002873-COLEGIO DIOCESANO SANTIAGO APOSTOL","CAYEY","500446 - Bachillerato en Artes en Educación Elemental con concentración en Educación Especial","3.60","283","
CAYEY, PR 
(18.168636673000435, -66.09474668699966)"
"Calendario Académico 13-14","Masculino","0001075-E/S ABELARDO MARTINEZ OTERO","ARECIBO","841224 - Bachillerato en Ciencias concentración en Ciencias de Cómputos","2.84","253","
SABANA HOYOS, PR 
(39.52368635500045, -99.11415045099966)"
"Calendario Académico 13-14","Masculino","0002725-COLEGIO NTRA SRA DE LA MERCED","RUM","300507 - Bachillerato en Ciencias en Ingeniería de Computadoras(2005)","3.85","350","
CAYEY, PR 
(18.168636673000435, -66.09474668699966)"
"Calendario Académico 13-14","Femenino","0002924-COLEGIO NTRA SRA DEL CARMEN","RIOPIEDRAS","201604 - Bachillerato en Artes con concentración en Ciencias Políticas","3.74","333","
CAGUAS, PR 
(18.312719976000437, -66.04029001999965)"
"Calendario Académico 13-14","Femenino","0001020-E/S DR CARLOS GONZALEZ","AGUADILLA","810444 - Bachillerato en Artes en Educación Elemental","3.81","278","
AGUADA, PR 
(18.41521998200045, -67.15999331399962)"
"Calendario Académico 13-14","Femenino","0001370-E/S LUIS LLORENS TORRES","PONCE","851619 - Bachillerato en Artes en Ciencias Sociales con concentración en Psicología Forense","4.00","281","
JUANA DIAZ, PR 
(18.153083341000467, -66.52771664599965)"
"Calendario Académico 13-14","Masculino","0002807-COLEGIO NTRA SRA DE LOURDES","RIOPIEDRAS","200304 - Bachillerato Administración Empresas con concentración en Finanzas","3.15","292","
CAROLINA, PR 
(18.457726662000425, -65.99294000999964)"
"Calendario Académico 13-14","Masculino","0001770-E/S LUIS MUNOZ RIVERA","UTUADO","822702 - Grado Asociado en Tecnología de la Horticultura","2.90","210","
UTUADO, PR 
(18.34954332400042, -66.73568998899964)"
"Calendario Académico 13-14","Femenino","0002814-AMERICAN SCHOOL","RUM","300503 - Bachillerato en Ciencias en Ingeniería Industrial(2003)","3.83","317","
BAYAMON, PR 
(18.430783310000436, -66.16910667999963)"
"Calendario Académico 13-14","Femenino","0002852-ACADEMIA SAN AGUSTIN Y ESPIRITU SANTO","RUM","301207 - Bachillerato en Ciencias en Ciencias Físicas(2003)","3.87","347","
SABANA GRANDE, PR 
(18.151246670000432, -66.92696999899965)"
"Calendario Académico 13-14","Masculino","0001010-E/S JOSE EMILIO LUGO","PONCE","850419 - Bachillerato en Artes en Educación Elemental","3.85","286","
ADJUNTAS, PR 
(18.250349979000475, -66.78218332199964)"
"Calendario Académico 13-14","Femenino","0001120-E/S INES MARIA MENDOZA","RUM","300309 - Bachillerato en Ciencias en Administración de Empresas en Gerencia Industrial (2004)","4.00","291","
CABO ROJO, PR 
(18.168266677000474, -67.18209999099963)"
"Calendario Académico 13-14","Masculino","0001840-E/S OCUPACIONAL Y TECNICA DE YAUCO","RUM","301209 - Bachillerato en Ciencias en Geología(2003)","3.26","295","
YAUCO, PR 
(18.17120334000043, -66.82725664399965)"
"Calendario Académico 13-14","Masculino","0001576-E/S VOCACIONAL BERNARDINO CORDERO BERNARD","PONCE","850302 - Bachillerato en Administración de Empresas con concentración en Contabilidad","3.61","279","
PONCE, PR 
(18.172323350000454, -66.59130332099966)"
"Calendario Académico 13-14","Masculino","0002817-ACADEMIA FUNDACION DE EDUCACION CRISTIANA","BAYAMON","862013 - Grado Asociado en Tecnología de Instrumentación","3.30","253","
BAYAMON, PR 
(18.430783310000436, -66.16910667999963)"
"Calendario Académico 13-14","Femenino","0002776-THE PALMAS ACADEMY","RUM","301204 - Bachillerato en Ciencias en Química(2003)","3.77","351","
HUMACAO, PR 
(18.20652000600046, -65.79329334199963)"
"Calendario Académico 13-14","Masculino","0002826-COLEGIO SAN PEDRO MARTIR","RIOPIEDRAS","200919 - Bachillerato en Artes con concentración en Historia de Europa","3.32","281","
GUAYNABO, PR 
(18.440283314000453, -66.11327669099967)"
"Calendario Académico 13-14","Masculino","0002857-JESUCRISTO ES EL SENOR CHRISTIAN ACADEMY","ARECIBO","840419 - Bachillerato en Artes en Educación Elemental","3.79","288","
ARECIBO, PR 
(18.494389977000424, -66.62700999999964)"
"Calendario Académico 13-14","Femenino","0002958-COLEGIO NTRA SRA DE LA MERCED","BAYAMON","864102 - Bachillerato en Ciencias con concentración en Tecnología de Ingeniería Electrónica","3.60","283","
BAYAMON, PR 
(18.430783310000436, -66.16910667999963)"
"Calendario Académico 13-14","Femenino","0002946-ACADEMIA SANTA TERESITA","CAYEY","501202 - Bachillerato en Ciencias con concentración en Biología","4.00","326","
NARANJITO, PR 
(18.33379665600046, -66.21724000599966)"
"Calendario Académico 13-14","Femenino","0001740-E/S ELVIRA M COLON NEGRON","PONCE","851202 - Bachillerato en Ciencias Naturales con concentración en Biología","4.00","312","
SANTA ISABEL, PR 
(18.042326681000475, -66.42630332199963)"
"Calendario Académico 13-14","Masculino","0002764-AYBAR ACADEMY","ARECIBO","841224 - Bachillerato en Ciencias concentración en Ciencias de Cómputos","3.25","265","
VEGA ALTA, PR 
(18.485569990000442, -66.33767333099962)"
"Calendario Académico 13-14","Masculino","0002814-AMERICAN SCHOOL","RIOPIEDRAS","201608 - Bachillerato en Artes con concentración en Geografía","2.98","274","
BAYAMON, PR 
(18.430783310000436, -66.16910667999963)"
"Calendario Académico 13-14","Femenino","0001511-E/S JOSEFA DEL RIO GUERRERO","ARECIBO","840703 - Bachillerato en Ciencias en Enfermería","4.00","308","
MOROVIS, PR 
(18.378003330000467, -66.41933999699967)"
"Calendario Académico 13-14","Femenino","0002715-BELLA VISTA ADVENTIST ACADEMY","RUM","301204 - Bachillerato en Ciencias en Química(2003)","3.85","316","
MAYAGUEZ, PR 
(18.273449985000468, -67.15902331699965)"
"Calendario Académico 13-14","Masculino","0001640-E/S RAMON VILA MAYO","RIOPIEDRAS","201608 - Bachillerato en Artes con concentración en Geografía","3.43","277","
SAN JUAN, PR 
(18.471946656000455, -66.12485334199965)"
"Calendario Académico 13-14","Masculino","0001281-E/S VOCACIONAL DRA MARIA SOCORRO LACOT","CAROLINA","832006 - Grado Asociado en Tecnología Automotriz","3.26","239","
PATILLAS, PR 
(18.10874667100046, -66.05169669099962)"
"Calendario Académico 13-14","Femenino","0002732-COLEGIO DE LA VEGA INC","RIOPIEDRAS","201202 - Bachillerato en Ciencias con concentración en Biología","4.00","335","
DORADO, PR 
(18.480246659000443, -66.27008335099964)"
"Calendario Académico 13-14","Femenino","0001480-E/S EUGENIO MARIA DE HOSTOS","RUM","301202 - Bachillerato en Ciencias en Biología(2003)","3.93","335","
MAYAGUEZ, PR 
(18.273449985000468, -67.15902331699965)"
"Calendario Académico 13-14","Femenino","0001010-E/S JOSE EMILIO LUGO","UTUADO","823005 - Grado Asociado en Artes en Humanidades","3.19","231","
ADJUNTAS, PR 
(18.250349979000475, -66.78218332199964)"
"Calendario Académico 13-14","Femenino","0001410-E/S EVA Y PATRIA CUSTODIO FRANQUI","AGUADILLA","811202 - Bachillerato en Ciencias con concentración en Biología","3.71","299","
LAS MARIAS, PR 
(18.289799995000465, -67.03216998399967)"
"Calendario Académico 13-14","Femenino","0001060-E/S LUIS MUNOZ MARIN","RUM","300506 - Bachillerato en Ciencias en Agrimensura y Topografía","3.91","313","
ANASCO, PR 
(18.324123332000454, -67.12109331899967)"
"Calendario Académico 13-14","Femenino","0001159-E/S LUZ AMERICA CALDERON BIRRIEL","CAROLINA","830318 - Bachillerato en Sistemas de Oficina","3.16","248","
CAROLINA, PR 
(18.457726662000425, -65.99294000999964)"
"Calendario Académico 13-14","Masculino","0001484-CENTRO RES DE OPORTUNIDADES EDUC (CROEM)","RIOPIEDRAS","201202 - Bachillerato en Ciencias con concentración en Biología","3.93","362","
AIBONITO, PR 
(18.180233340000427, -66.24227669099963)"
"Calendario Académico 13-14","Masculino","0002891-CARVIN SCHOOL INC","BAYAMON","860505 - Bachillerato en Ciencias de Ingeniería Química-Traslado Articulado RUM","3.53","334","
CAROLINA, PR 
(18.457726662000425, -65.99294000999964)"
"Calendario Académico 13-14","Femenino","0001680-E/S LOLA RODRIGUEZ DE TIO","AGUADILLA","814508 - Bachillerato en Ciencias en Tecnología Electrónica","3.43","273","
SAN GERMAN, PR 
(18.174113357000465, -67.05098999199964)"
"Calendario Académico 13-14","Femenino","0001159-E/S LUZ AMERICA CALDERON BIRRIEL","AGUADILLA","810318 - Bachillerato en Sistemas de Oficina","3.16","248","
CAROLINA, PR 
(18.457726662000425, -65.99294000999964)"
"Calendario Académico 13-14","Masculino","0002907-COLEGIO SAN FELIPE","ARECIBO","842015 - Grado Asociado en Tecnología en Ingeniería Química","3.41","288","
ARECIBO, PR 
(18.494389977000424, -66.62700999999964)"
"Calendario Académico 13-14","Femenino","0001050-E/S DR JOSE N GANDARA","CAYEY","500302 - Bachillerato en Administración de Empresas con concentración en Contabilidad","3.53","283","
AIBONITO, PR 
(18.180233340000427, -66.24227669099963)"
"Calendario Académico 13-14","Masculino","0002874-ACADEMIA SAN ANTONIO DE GUAYAMA INC","CAYEY","501201 - Bachillerato en Ciencias Naturales","3.66","323","
GUAYAMA, PR 
(18.10745334100045, -66.08964002399966)"
"Calendario Académico 13-14","Masculino","0002930-AMERICAN MILITARY ACADEMY","RIOPIEDRAS","200304 - Bachillerato Administración Empresas con concentración en Finanzas","4.00","381","
GUAYNABO, PR 
(18.440283314000453, -66.11327669099967)"
"Calendario Académico 13-14","Femenino","0001345-E/S PETRA MERCADO BOUGART","HUMACAO","601605 - Bachillerato en Artes con concentración en Psicología-Traslado Articulado UPR Cayey","3.88","300","
JUNCOS, PR 
(18.26994333300047, -65.91842668899966)"
"Calendario Académico 13-14","Masculino","0002908-COLEGIO DE LA SALLE","BAYAMON","860501 - Bachillerato en Ciencias en Ingeniería Civil-Traslado Articulado RUM","3.70","334","
TOA ALTA, PR 
(18.40139665600043, -66.23430667699967)"
"Calendario Académico 13-14","Femenino","0001201-E/S VOCACIONAL RUTH E CRUZ","UTUADO","822704 - Grado Asociado en Tecnología de Procesamiento de Alimentos","3.69","251","
CIDRA, PR 
(18.22988666100042, -66.14623667799964)"
"Calendario Académico 13-14","Femenino","0002806-COLEGIO RADIANS","RUM","301223 - Bachillerato en Ciencias en Biotecnología Industrial(2003)","3.98","364","
AIBONITO, PR 
(18.180233340000427, -66.24227669099963)"
"Calendario Académico 13-14","Masculino","0001135-E/S DR JUAN J OSUNA","CAYEY","500909 - Bachillerato en Artes con concentración en Estudios Hispánicos","4.00","322","
CAGUAS, PR 
(18.312719976000437, -66.04029001999965)"
"Calendario Académico 13-14","Masculino","0002814-AMERICAN SCHOOL","BAYAMON","864102 - Bachillerato en Ciencias con concentración en Tecnología de Ingeniería Electrónica","3.07","274","
TOA ALTA, PR 
(18.40139665600043, -66.23430667699967)"
"Calendario Académico 13-14","Femenino","0001851-ESCUELA ESPECIALIZADA BRIGIDA ALVAREZ","PONCE","850318 - Bachillerato en Sistemas de Oficina","2.94","248","
MANATI, PR 
(18.485849998000447, -66.43904664699966)"
"Calendario Académico 13-14","Masculino","0001022-E/S ELADIO TIRADO LOPEZ","AGUADILLA","810302 - Bachillerato en Administración de Empresas con concentración en Contabilidad","2.84","260","
AGUADA, PR 
(18.41521998200045, -67.15999331399962)"
"Calendario Académico 13-14","Femenino","0001240-E/S JOSE S ALEGRIA","BAYAMON","861225 - Bachillerato en Ciencias Naturales con concentración en Biología-Enfoque Humano","3.97","321","
DORADO, PR 
(18.480246659000443, -66.27008335099964)"
"Calendario Académico 13-14","Masculino","0002892-COLEGIO SAGRADOS CORAZONES","RUM","300504 - Bachillerato en Ciencias en Ingeniería Mecánica","3.98","366","
SAN JUAN, PR 
(18.471946656000455, -66.12485334199965)"
"Calendario Académico 13-14","Femenino","0002689-CAGUAS PRIVATE SCHOOL","HUMACAO","600302 - Bachillerato en Administración de Empresas con concentración en Contabilidad","3.44","299","
CAGUAS, PR 
(18.312719976000437, -66.04029001999965)"
"Calendario Académico 13-14","Masculino","0002999-OTRAS ESC SUP PRIVADAS DE PR","RIOPIEDRAS","201224 - Bachillerato en Ciencias de Cómputos","3.47","306","
CAGUAS, PR 
(18.312719976000437, -66.04029001999965)"
"Calendario Académico 13-14","Femenino","0001390-E/S LEONIDES MORALES RODRIGUEZ","RUM","300907 - Bachillerato en Artes en Inglés (2007)","3.53","272","
LAJAS, PR 
(18.06632668800046, -67.06825999499966)"
"Calendario Académico 13-14","Femenino","0002689-CAGUAS PRIVATE SCHOOL","PONCE","851202 - Bachillerato en Ciencias Naturales con concentración en Biología","3.44","299","
CAGUAS, PR 
(18.312719976000437, -66.04029001999965)"
"Calendario Académico 13-14","Femenino","0001130-E/S JOSE GAUTIER BENITEZ","CAYEY","501606 - Bachillerato en Artes con concentración en Sociología","3.73","291","
CAGUAS, PR 
(18.312719976000437, -66.04029001999965)"
"Calendario Académico 13-14","Masculino","0001386-E/S JOSE COLLAZO COLON","UTUADO","820302 - Bachillerato en Administración de Empresas con concentración en Contabilidad","2.77","213","
GURABO, PR 
(18.311056650000467, -65.98620334899965)"
"Calendario Académico 13-14","Femenino","0001201-E/S VOCACIONAL RUTH E CRUZ","CAROLINA","830934 - Bachillerato en Estudios Multidisciplinarios con concentración en Cultura Turística","3.69","251","
CIDRA, PR 
(18.22988666100042, -66.14623667799964)"
"Calendario Académico 13-14","Femenino","0002822-SAINT FRANCIS SCHOOL","CAROLINA","831502 - Bachillerato en Tecnología de la Publicidad Comercial","2.75","268","
CAROLINA, PR 
(18.457726662000425, -65.99294000999964)"
"Calendario Académico 13-14","Masculino","0001010-E/S JOSE EMILIO LUGO","RUM","300504 - Bachillerato en Ciencias en Ingeniería Mecánica","4.00","354","
PONCE, PR 
(18.172323350000454, -66.59130332099966)"
"Calendario Académico 13-14","Masculino","0002908-COLEGIO DE LA SALLE","RUM","300507 - Bachillerato en Ciencias en Ingeniería de Computadoras(2005)","3.66","337","
BAYAMON, PR 
(18.430783310000436, -66.16910667999963)"
"Calendario Académico 13-14","Masculino","0001640-E/S RAMON VILA MAYO","RIOPIEDRAS","200502 - Bachillerato en Ciencias en Ingeniería Eléctrica-Traslado Articulado RUM","4.00","339","
SAN JUAN, PR 
(18.471946656000455, -66.12485334199965)"
"Calendario Académico 13-14","Masculino","0002758-COLEGIO LAICO SAN PABLO","ARECIBO","840506 - Bachillerato en Ciencias en Agrimensura y Topografía-Traslado Articulado RUM","4.00","313","
CAMUY, PR 
(18.49293666300042, -66.86919331099966)"
"Calendario Académico 13-14","Femenino","0001075-E/S ABELARDO MARTINEZ OTERO","ARECIBO","840419 - Bachillerato en Artes en Educación Elemental","3.69","317","
BARCELONETA, PR 
(18.49055331200043, -66.56318997999966)"
"Calendario Académico 13-14","Femenino","0002813-COLEGIO LA MILAGROSA","PONCE","851202 - Bachillerato en Ciencias Naturales con concentración en Biología","3.92","304","
JUANA DIAZ, PR 
(18.153083341000467, -66.52771664599965)"
"Calendario Académico 13-14","Femenino","0002696-EDUCATIONAL SERVICES CORPUS CHRISTI CORP","AGUADILLA","810318 - Bachillerato en Sistemas de Oficina","2.47","226","
AGUADILLA, PR 
(18.513219982000464, -67.11387331799966)"
"Calendario Académico 13-14","Femenino","0002820-ACADEMIA REGIONAL ADVENTISTA DEL NORTE","RIOPIEDRAS","200202 - Bachillerato en Diseño Ambiental","3.95","356","
VEGA BAJA, PR 
(18.49414997700046, -66.40055999699962)"
"Calendario Académico 13-14","Masculino","0002987-SAINT JOHN'S SCHOOL","RIOPIEDRAS","201205 - Bachillerato en Ciencias con concentración en Matemáticas","3.34","312","
SAN JUAN, PR 
(18.471946656000455, -66.12485334199965)"
"Calendario Académico 13-14","Femenino","0002890-COLEGIO SAN JOSE SUPERIOR","RIOPIEDRAS","200310 - Bachillerato Administración Empresas con concentración en Gerencia de Recursos Humanos","3.66","296","
CAGUAS, PR 
(18.312719976000437, -66.04029001999965)"
"Calendario Académico 13-14","Femenino","0001072-E/S VOCACIONAL ANTONIO LUCCHETTI","ARECIBO","840703 - Bachillerato en Ciencias en Enfermería","4.00","316","
SABANA HOYOS, PR 
(39.52368635500045, -99.11415045099966)"
"Calendario Académico 13-14","Femenino","0002725-COLEGIO NTRA SRA DE LA MERCED","CAYEY","501201 - Bachillerato en Ciencias Naturales","4.00","329","
CAYEY, PR 
(18.168636673000435, -66.09474668699966)"
"Calendario Académico 13-14","Femenino","0002807-COLEGIO NTRA SRA DE LOURDES","CAROLINA","833104 - Bachillerato en Ciencias en Enfermería-Traslado Articulado RCM","3.74","303","
RIO GRANDE, PR 
(18.423009996000474, -65.82873668799965)"
"Calendario Académico 13-14","Masculino","0002878-COLEGIO NTRA SRA DEL CARMEN","ARECIBO","844506 - Bachillerato en Ciencias con concentración en Microbiología","3.66","319","
CAMUY, PR 
(18.49293666300042, -66.86919331099966)"
"Calendario Académico 13-14","Masculino","0002822-SAINT FRANCIS SCHOOL","BAYAMON","860315 - Bachillerato en Gerencia de Materiales","3.10","307","
CAROLINA, PR 
(18.457726662000425, -65.99294000999964)"
"Calendario Académico 13-14","Masculino","0002874-ACADEMIA SAN ANTONIO DE GUAYAMA INC","PONCE","852010 - Grado Asociado en Tecnología en Ingeniería Industrial","3.25","251","
SALINAS, PR 
(18.095756691000474, -66.23098667999966)"
"Calendario Académico 13-14","Femenino","0002888-COLEGIO BAUTISTA DE CAGUAS","CAYEY","501605 - Bachillerato en Artes con concentración en Psicología","4.00","321","
CAGUAS, PR 
(18.312719976000437, -66.04029001999965)"
"Calendario Académico 13-14","Femenino","0001620-ESCUELA SECUNDARIA DE LA UPR","RIOPIEDRAS","201605 - Bachillerato en Artes con concentración en Psicología","3.97","339","
SAN JUAN, PR 
(18.471946656000455, -66.12485334199965)"
"Calendario Académico 13-14","Femenino","0002896-COLEGIO SAN BENITO","RUM","301219 - Bachillerato en Ciencias en Microbiología Industrial(2003)","3.88","323","
CABO ROJO, PR 
(18.168266677000474, -67.18209999099963)"
"Calendario Académico 13-14","Masculino","0001343-ESCUELA ESPECIALIZADA DE BELLAS ARTES","RUM","300102 - Bachillerato en Ciencias Agrícolas (2003)","3.47","288","
NAGUABO, PR 
(18.29637998700042, -65.79297000999964)"
"Calendario Académico 13-14","Femenino","0002843-SOUTHWESTERN EDUCATIONAL SOCIETY","RUM","301204 - Bachillerato en Ciencias en Química(2003)","3.55","336","
HORMIGUEROS, PR 
(18.160303342000475, -67.11240332799963)"
