"fips_state_code","state","industry_code_6_digit_naics_code","industry_description","data_suppression_flag","total_mid_march_employees_noise_flag_see_all_noise_flag_definitions_at_the_end_of_this_record_layout","total_mid_march_employees_with_noise","total_first_quarter_payroll_noise_flag","total_first_quarter_payroll_1_000_with_noise","total_annual_payroll_noise_flag","total_annual_payroll_1_000_with_noise","total_number_of_establishments","data_suppression_flag_1_4_employee_size_class","mid_march_employees_noise_flag_1_4_employee_size_class","mid_march_employees_with_noise_1_4_employee_size_class","first_quarter_payroll_noise_flag_1_4_employee_size_class","first_quarter_payroll_1000_with_noise_1_4_employee_size_class","annual_payroll_noise_flag_1_4_employee_size_class","annual_payroll_1000_with_noise_1_4_employee_size_class","number_of_establishments_1_4_employee_size_class","data_suppression_flag_5_9_employee_size_class","mid_march_employees_noise_flag_5_9_employee_size_class","mid_march_employees_with_noise_5_9_employee_size_class","first_quarter_payroll_noise_flag_5_9_employee_size_class","first_quarter_payroll_1000_with_noise_5_9_employee_size_class","annual_payroll_noise_flag_5_9_employee_size_class","annual_payroll_1000_with_noise_5_9_employee_size_class","number_of_establishments_5_9_employee_size_class","data_suppression_flag_10_19_employee_size_class","mid_march_employees_noise_flag_10_19_employee_size_class","mid_march_employees_with_noise_10_19_employee_size_class","first_quarter_payroll_noise_flag_10_19_employee_size_class","first_quarter_payroll_1000_with_noise_10_19_employee_size_class","annual_payroll_noise_flag_10_19_employee_size_class","annual_payroll_1000_with_noise_10_19_employee_size_class","number_of_establishments_10_19_employee_size_class","data_suppression_flag_20_49_employee_size_class","mid_march_employees_noise_flag_20_49_employee_size_class","mid_march_employees_with_noise_20_49_employee_size_class","first_quarter_payroll_noise_flag_20_49_employee_size_class","first_quarter_payroll_1000_with_noise_20_49_employee_size_class","annual_payroll_noise_flag_20_49_employee_size_class","annual_payroll_1000_with_noise_20_49_employee_size_class","number_of_establishments_20_49_employee_size_class","data_suppression_flag_50_99_employee_size_class","mid_march_employees_noise_flag_50_99_employee_size_class","mid_march_employees_with_noise_50_99_employee_size_class","first_quarter_payroll_noise_flag_50_99_employee_size_class","first_quarter_payroll_1000_with_noise_50_99_employee_size_class","annual_payroll_noise_flag_50_99_employee_size_class","annual_payroll_1000_with_noise_50_99_employee_size_class","number_of_establishments_50_99_employee_size_class","data_suppression_flag_100_249_employee_size_class","mid_march_employees_noise_flag_100_249_employee_size_class","mid_march_employees_with_noise_100_249_employee_size_class","first_quarter_payroll_noise_flag_100_249_employee_size_class","first_quarter_payroll_1000_with_noise_100_249_employee_size_class","annual_payroll_noise_flag_100_249_employee_size_class","annual_payroll_1000_with_noise_100_249_employee_size_class","number_of_establishments_100_249_employee_size_class","data_suppression_flag_250_499_employee_size_class","mid_march_employees_noise_flag_250_499_employee_size_class","mid_march_employees_with_noise_250_499_employee_size_class","first_quarter_payroll_noise_flag_250_499_employee_size_class","first_quarter_payroll_1000_with_noise_250_499_employee_size_class","annual_payroll_noise_flag_250_499_employee_size_class","annual_payroll_1000_with_noise_250_499_employee_size_class","number_of_establishments_250_499_employee_size_class","data_suppression_flag_500_999_employee_size_class","mid_march_employees_noise_flag_500_999_employee_size_class","mid_march_employees_with_noise_500_999_employee_size_class","first_quarter_payroll_noise_flag_500_999_employee_size_class","first_quarter_payroll_1000_with_noise_500_999_employee_size_class","annual_payroll_noise_flag_500_999_employee_size_class","annual_payroll_1000_with_noise_500_999_employee_size_class","number_of_establishments_500_999_employee_size_class","data_suppression_flag_1000_or_more_employee_size_class","mid_march_employees_noise_flag_1000_or_more_employee_size_class","mid_march_employees_with_noise_1000_or_more_employee_size_class","first_quarter_payroll_noise_flag_1000_or_more_employee_size_class","first_quarter_payroll_1000_with_noise_1000_or_more_employee_size_class","annual_payroll_noise_flag_1000_or_more_employee_size_class","annual_payroll_1000_with_noise_1000_or_more_employee_size_class","number_of_establishments_1_000_or_more_employee_size_class","census_state_code"
"72","Puerto Rico","115112","Soil Preparation, Planting, and Cultivating","0-19","Withheld to avoid disclosing data for individual companies; data are included in higher level totals. Employment or payroll field set to zero.","0","Withheld to avoid disclosing data for individual companies; data are included in higher level totals. Employment or payroll field set to zero.","0","Withheld to avoid disclosing data for individual companies; data are included in higher level totals. Employment or payroll field set to zero.","0","1","0-19","Withheld to avoid disclosing data for individual companies; data are included in higher level totals. Employment or payroll field set to zero.","0","Withheld to avoid disclosing data for individual companies; data are included in higher level totals. Employment or payroll field set to zero.","0","Withheld to avoid disclosing data for individual companies; data are included in higher level totals. Employment or payroll field set to zero.","0","1",,"0 to < 2% noise (low noise)","0","0 to < 2% noise (low noise)","0","0 to < 2% noise (low noise)","0","0",,"0 to < 2% noise (low noise)","0","0 to < 2% noise (low noise)","0","0 to < 2% noise (low noise)","0","0",,"0 to < 2% noise (low noise)","0","0 to < 2% noise (low noise)","0","0 to < 2% noise (low noise)","0","0",,"0 to < 2% noise (low noise)","0","0 to < 2% noise (low noise)","0","0 to < 2% noise (low noise)","0","0",,"0 to < 2% noise (low noise)","0","0 to < 2% noise (low noise)","0","0 to < 2% noise (low noise)","0","0",,"0 to < 2% noise (low noise)","0","0 to < 2% noise (low noise)","0","0 to < 2% noise (low noise)","0","0",,"0 to < 2% noise (low noise)","0","0 to < 2% noise (low noise)","0","0 to < 2% noise (low noise)","0","0",,"0 to < 2% noise (low noise)","0","0 to < 2% noise (low noise)","0","0 to < 2% noise (low noise)","0","0","6"
"72","Puerto Rico","115114","Postharvest Crop Activities (except Cotton Ginning)","100-249","Withheld to avoid disclosing data for individual companies; data are included in higher level totals. Employment or payroll field set to zero.","0","Withheld to avoid disclosing data for individual companies; data are included in higher level totals. Employment or payroll field set to zero.","0","Withheld to avoid disclosing data for individual companies; data are included in higher level totals. Employment or payroll field set to zero.","0","1",,"0 to < 2% noise (low noise)","0","0 to < 2% noise (low noise)","0","0 to < 2% noise (low noise)","0","0",,"0 to < 2% noise (low noise)","0","0 to < 2% noise (low noise)","0","0 to < 2% noise (low noise)","0","0",,"0 to < 2% noise (low noise)","0","0 to < 2% noise (low noise)","0","0 to < 2% noise (low noise)","0","0",,"0 to < 2% noise (low noise)","0","0 to < 2% noise (low noise)","0","0 to < 2% noise (low noise)","0","0",,"0 to < 2% noise (low noise)","0","0 to < 2% noise (low noise)","0","0 to < 2% noise (low noise)","0","0","100-249","Withheld to avoid disclosing data for individual companies; data are included in higher level totals. Employment or payroll field set to zero.","0","Withheld to avoid disclosing data for individual companies; data are included in higher level totals. Employment or payroll field set to zero.","0","Withheld to avoid disclosing data for individual companies; data are included in higher level totals. Employment or payroll field set to zero.","0","1",,"0 to < 2% noise (low noise)","0","0 to < 2% noise (low noise)","0","0 to < 2% noise (low noise)","0","0",,"0 to < 2% noise (low noise)","0","0 to < 2% noise (low noise)","0","0 to < 2% noise (low noise)","0","0",,"0 to < 2% noise (low noise)","0","0 to < 2% noise (low noise)","0","0 to < 2% noise (low noise)","0","0","6"
"72","Puerto Rico","115115","Farm Labor Contractors and Crew Leaders","0-19","Withheld to avoid disclosing data for individual companies; data are included in higher level totals. Employment or payroll field set to zero.","0","Withheld to avoid disclosing data for individual companies; data are included in higher level totals. Employment or payroll field set to zero.","0","Withheld to avoid disclosing data for individual companies; data are included in higher level totals. Employment or payroll field set to zero.","0","2","0-19","Withheld to avoid disclosing data for individual companies; data are included in higher level totals. Employment or payroll field set to zero.","0","Withheld to avoid disclosing data for individual companies; data are included in higher level totals. Employment or payroll field set to zero.","0","Withheld to avoid disclosing data for individual companies; data are included in higher level totals. Employment or payroll field set to zero.","0","1","0-19","Withheld to avoid disclosing data for individual companies; data are included in higher level totals. Employment or payroll field set to zero.","0","Withheld to avoid disclosing data for individual companies; data are included in higher level totals. Employment or payroll field set to zero.","0","Withheld to avoid disclosing data for individual companies; data are included in higher level totals. Employment or payroll field set to zero.","0","1",,"0 to < 2% noise (low noise)","0","0 to < 2% noise (low noise)","0","0 to < 2% noise (low noise)","0","0",,"0 to < 2% noise (low noise)","0","0 to < 2% noise (low noise)","0","0 to < 2% noise (low noise)","0","0",,"0 to < 2% noise (low noise)","0","0 to < 2% noise (low noise)","0","0 to < 2% noise (low noise)","0","0",,"0 to < 2% noise (low noise)","0","0 to < 2% noise (low noise)","0","0 to < 2% noise (low noise)","0","0",,"0 to < 2% noise (low noise)","0","0 to < 2% noise (low noise)","0","0 to < 2% noise (low noise)","0","0",,"0 to < 2% noise (low noise)","0","0 to < 2% noise (low noise)","0","0 to < 2% noise (low noise)","0","0",,"0 to < 2% noise (low noise)","0","0 to < 2% noise (low noise)","0","0 to < 2% noise (low noise)","0","0","6"
"72","Puerto Rico","1152//","Support Activities for Animal Production","0-19","Withheld because estimate did not meet publication standards. Employment or payroll field set to zero.","0","Withheld because estimate did not meet publication standards. Employment or payroll field set to zero.","0","2 to < 5% noise (medium noise)","32","3","0-19","Withheld because estimate did not meet publication standards. Employment or payroll field set to zero.","0","Withheld because estimate did not meet publication standards. Employment or payroll field set to zero.","0","2 to < 5% noise (medium noise)","32","3",,"0 to < 2% noise (low noise)","0","0 to < 2% noise (low noise)","0","0 to < 2% noise (low noise)","0","0",,"0 to < 2% noise (low noise)","0","0 to < 2% noise (low noise)","0","0 to < 2% noise (low noise)","0","0",,"0 to < 2% noise (low noise)","0","0 to < 2% noise (low noise)","0","0 to < 2% noise (low noise)","0","0",,"0 to < 2% noise (low noise)","0","0 to < 2% noise (low noise)","0","0 to < 2% noise (low noise)","0","0",,"0 to < 2% noise (low noise)","0","0 to < 2% noise (low noise)","0","0 to < 2% noise (low noise)","0","0",,"0 to < 2% noise (low noise)","0","0 to < 2% noise (low noise)","0","0 to < 2% noise (low noise)","0","0",,"0 to < 2% noise (low noise)","0","0 to < 2% noise (low noise)","0","0 to < 2% noise (low noise)","0","0",,"0 to < 2% noise (low noise)","0","0 to < 2% noise (low noise)","0","0 to < 2% noise (low noise)","0","0","6"
"72","Puerto Rico","11521/","Support Activities for Animal Production","0-19","Withheld because estimate did not meet publication standards. Employment or payroll field set to zero.","0","Withheld because estimate did not meet publication standards. Employment or payroll field set to zero.","0","2 to < 5% noise (medium noise)","32","3","0-19","Withheld because estimate did not meet publication standards. Employment or payroll field set to zero.","0","Withheld because estimate did not meet publication standards. Employment or payroll field set to zero.","0","2 to < 5% noise (medium noise)","32","3",,"0 to < 2% noise (low noise)","0","0 to < 2% noise (low noise)","0","0 to < 2% noise (low noise)","0","0",,"0 to < 2% noise (low noise)","0","0 to < 2% noise (low noise)","0","0 to < 2% noise (low noise)","0","0",,"0 to < 2% noise (low noise)","0","0 to < 2% noise (low noise)","0","0 to < 2% noise (low noise)","0","0",,"0 to < 2% noise (low noise)","0","0 to < 2% noise (low noise)","0","0 to < 2% noise (low noise)","0","0",,"0 to < 2% noise (low noise)","0","0 to < 2% noise (low noise)","0","0 to < 2% noise (low noise)","0","0",,"0 to < 2% noise (low noise)","0","0 to < 2% noise (low noise)","0","0 to < 2% noise (low noise)","0","0",,"0 to < 2% noise (low noise)","0","0 to < 2% noise (low noise)","0","0 to < 2% noise (low noise)","0","0",,"0 to < 2% noise (low noise)","0","0 to < 2% noise (low noise)","0","0 to < 2% noise (low noise)","0","0","6"
"72","Puerto Rico","115210","Support Activities for Animal Production","0-19","Withheld because estimate did not meet publication standards. Employment or payroll field set to zero.","0","Withheld because estimate did not meet publication standards. Employment or payroll field set to zero.","0","2 to < 5% noise (medium noise)","32","3","0-19","Withheld because estimate did not meet publication standards. Employment or payroll field set to zero.","0","Withheld because estimate did not meet publication standards. Employment or payroll field set to zero.","0","2 to < 5% noise (medium noise)","32","3",,"0 to < 2% noise (low noise)","0","0 to < 2% noise (low noise)","0","0 to < 2% noise (low noise)","0","0",,"0 to < 2% noise (low noise)","0","0 to < 2% noise (low noise)","0","0 to < 2% noise (low noise)","0","0",,"0 to < 2% noise (low noise)","0","0 to < 2% noise (low noise)","0","0 to < 2% noise (low noise)","0","0",,"0 to < 2% noise (low noise)","0","0 to < 2% noise (low noise)","0","0 to < 2% noise (low noise)","0","0",,"0 to < 2% noise (low noise)","0","0 to < 2% noise (low noise)","0","0 to < 2% noise (low noise)","0","0",,"0 to < 2% noise (low noise)","0","0 to < 2% noise (low noise)","0","0 to < 2% noise (low noise)","0","0",,"0 to < 2% noise (low noise)","0","0 to < 2% noise (low noise)","0","0 to < 2% noise (low noise)","0","0",,"0 to < 2% noise (low noise)","0","0 to < 2% noise (low noise)","0","0 to < 2% noise (low noise)","0","0","6"
"72","Puerto Rico","21----","Mining, Quarrying, and Oil and Gas Extraction",,"0 to < 2% noise (low noise)","687","0 to < 2% noise (low noise)","3330","0 to < 2% noise (low noise)","13059","47","20-99","Withheld to avoid disclosing data for individual companies; data are included in higher level totals. Employment or payroll field set to zero.","0","Withheld to avoid disclosing data for individual companies; data are included in higher level totals. Employment or payroll field set to zero.","0","Withheld to avoid disclosing data for individual companies; data are included in higher level totals. Employment or payroll field set to zero.","0","11","20-99","Withheld because estimate did not meet publication standards. Employment or payroll field set to zero.","0","2 to < 5% noise (medium noise)","314","2 to < 5% noise (medium noise)","1093","12",,"2 to < 5% noise (medium noise)","160","2 to < 5% noise (medium noise)","678","2 to < 5% noise (medium noise)","2510","11",,"0 to < 2% noise (low noise)","364","0 to < 2% noise (low noise)","1936","0 to < 2% noise (low noise)","7857","12","20-99","Withheld to avoid disclosing data for individual companies; data are included in higher level totals. Employment or payroll field set to zero.","0","Withheld to avoid disclosing data for individual companies; data are included in higher level totals. Employment or payroll field set to zero.","0","Withheld to avoid disclosing data for individual companies; data are included in higher level totals. Employment or payroll field set to zero.","0","1",,"0 to < 2% noise (low noise)","0","0 to < 2% noise (low noise)","0","0 to < 2% noise (low noise)","0","0",,"0 to < 2% noise (low noise)","0","0 to < 2% noise (low noise)","0","0 to < 2% noise (low noise)","0","0",,"0 to < 2% noise (low noise)","0","0 to < 2% noise (low noise)","0","0 to < 2% noise (low noise)","0","0",,"0 to < 2% noise (low noise)","0","0 to < 2% noise (low noise)","0","0 to < 2% noise (low noise)","0","0","6"
"72","Puerto Rico","23611/","Residential Building Construction",,"0 to < 2% noise (low noise)","6910","0 to < 2% noise (low noise)","29862","0 to < 2% noise (low noise)","118536","620",,"2 to < 5% noise (medium noise)","618","0 to < 2% noise (low noise)","2823","0 to < 2% noise (low noise)","14516","378",,"0 to < 2% noise (low noise)","630","0 to < 2% noise (low noise)","3027","0 to < 2% noise (low noise)","11226","95",,"0 to < 2% noise (low noise)","953","0 to < 2% noise (low noise)","3614","0 to < 2% noise (low noise)","16150","69",,"0 to < 2% noise (low noise)","1613","2 to < 5% noise (medium noise)","6448","0 to < 2% noise (low noise)","23908","50",,"0 to < 2% noise (low noise)","1235","0 to < 2% noise (low noise)","5063","0 to < 2% noise (low noise)","18456","19",,"0 to < 2% noise (low noise)","1418","0 to < 2% noise (low noise)","6479","0 to < 2% noise (low noise)","24659","8","250-499","Withheld to avoid disclosing data for individual companies; data are included in higher level totals. Employment or payroll field set to zero.","0","Withheld to avoid disclosing data for individual companies; data are included in higher level totals. Employment or payroll field set to zero.","0","Withheld to avoid disclosing data for individual companies; data are included in higher level totals. Employment or payroll field set to zero.","0","1",,"0 to < 2% noise (low noise)","0","0 to < 2% noise (low noise)","0","0 to < 2% noise (low noise)","0","0",,"0 to < 2% noise (low noise)","0","0 to < 2% noise (low noise)","0","0 to < 2% noise (low noise)","0","0","6"
"72","Puerto Rico","212///","Mining (except Oil and Gas)",,"0 to < 2% noise (low noise)","677","0 to < 2% noise (low noise)","3274","0 to < 2% noise (low noise)","12838","45","20-99","Withheld to avoid disclosing data for individual companies; data are included in higher level totals. Employment or payroll field set to zero.","0","Withheld to avoid disclosing data for individual companies; data are included in higher level totals. Employment or payroll field set to zero.","0","Withheld to avoid disclosing data for individual companies; data are included in higher level totals. Employment or payroll field set to zero.","0","10","20-99","Withheld because estimate did not meet publication standards. Employment or payroll field set to zero.","0","2 to < 5% noise (medium noise)","262","2 to < 5% noise (medium noise)","885","11",,"2 to < 5% noise (medium noise)","160","2 to < 5% noise (medium noise)","678","2 to < 5% noise (medium noise)","2510","11",,"0 to < 2% noise (low noise)","364","0 to < 2% noise (low noise)","1936","0 to < 2% noise (low noise)","7857","12","20-99","Withheld to avoid disclosing data for individual companies; data are included in higher level totals. Employment or payroll field set to zero.","0","Withheld to avoid disclosing data for individual companies; data are included in higher level totals. Employment or payroll field set to zero.","0","Withheld to avoid disclosing data for individual companies; data are included in higher level totals. Employment or payroll field set to zero.","0","1",,"0 to < 2% noise (low noise)","0","0 to < 2% noise (low noise)","0","0 to < 2% noise (low noise)","0","0",,"0 to < 2% noise (low noise)","0","0 to < 2% noise (low noise)","0","0 to < 2% noise (low noise)","0","0",,"0 to < 2% noise (low noise)","0","0 to < 2% noise (low noise)","0","0 to < 2% noise (low noise)","0","0",,"0 to < 2% noise (low noise)","0","0 to < 2% noise (low noise)","0","0 to < 2% noise (low noise)","0","0","6"
"72","Puerto Rico","2123//","Nonmetallic Mineral Mining and Quarrying",,"0 to < 2% noise (low noise)","677","0 to < 2% noise (low noise)","3274","0 to < 2% noise (low noise)","12838","45","20-99","Withheld to avoid disclosing data for individual companies; data are included in higher level totals. Employment or payroll field set to zero.","0","Withheld to avoid disclosing data for individual companies; data are included in higher level totals. Employment or payroll field set to zero.","0","Withheld to avoid disclosing data for individual companies; data are included in higher level totals. Employment or payroll field set to zero.","0","10","20-99","Withheld because estimate did not meet publication standards. Employment or payroll field set to zero.","0","2 to < 5% noise (medium noise)","262","2 to < 5% noise (medium noise)","885","11",,"2 to < 5% noise (medium noise)","160","2 to < 5% noise (medium noise)","678","2 to < 5% noise (medium noise)","2510","11",,"0 to < 2% noise (low noise)","364","0 to < 2% noise (low noise)","1936","0 to < 2% noise (low noise)","7857","12","20-99","Withheld to avoid disclosing data for individual companies; data are included in higher level totals. Employment or payroll field set to zero.","0","Withheld to avoid disclosing data for individual companies; data are included in higher level totals. Employment or payroll field set to zero.","0","Withheld to avoid disclosing data for individual companies; data are included in higher level totals. Employment or payroll field set to zero.","0","1",,"0 to < 2% noise (low noise)","0","0 to < 2% noise (low noise)","0","0 to < 2% noise (low noise)","0","0",,"0 to < 2% noise (low noise)","0","0 to < 2% noise (low noise)","0","0 to < 2% noise (low noise)","0","0",,"0 to < 2% noise (low noise)","0","0 to < 2% noise (low noise)","0","0 to < 2% noise (low noise)","0","0",,"0 to < 2% noise (low noise)","0","0 to < 2% noise (low noise)","0","0 to < 2% noise (low noise)","0","0","6"
"72","Puerto Rico","21231/","Stone Mining and Quarrying","20-99","Withheld to avoid disclosing data for individual companies; data are included in higher level totals. Employment or payroll field set to zero.","0","Withheld to avoid disclosing data for individual companies; data are included in higher level totals. Employment or payroll field set to zero.","0","Withheld to avoid disclosing data for individual companies; data are included in higher level totals. Employment or payroll field set to zero.","0","11","0-19","Withheld to avoid disclosing data for individual companies; data are included in higher level totals. Employment or payroll field set to zero.","0","Withheld to avoid disclosing data for individual companies; data are included in higher level totals. Employment or payroll field set to zero.","0","Withheld to avoid disclosing data for individual companies; data are included in higher level totals. Employment or payroll field set to zero.","0","4",,"2 to < 5% noise (medium noise)","20","0 to < 2% noise (low noise)","62","0 to < 2% noise (low noise)","175","3","20-99","Withheld to avoid disclosing data for individual companies; data are included in higher level totals. Employment or payroll field set to zero.","0","Withheld to avoid disclosing data for individual companies; data are included in higher level totals. Employment or payroll field set to zero.","0","Withheld to avoid disclosing data for individual companies; data are included in higher level totals. Employment or payroll field set to zero.","0","3","20-99","Withheld to avoid disclosing data for individual companies; data are included in higher level totals. Employment or payroll field set to zero.","0","Withheld to avoid disclosing data for individual companies; data are included in higher level totals. Employment or payroll field set to zero.","0","Withheld to avoid disclosing data for individual companies; data are included in higher level totals. Employment or payroll field set to zero.","0","1",,"0 to < 2% noise (low noise)","0","0 to < 2% noise (low noise)","0","0 to < 2% noise (low noise)","0","0",,"0 to < 2% noise (low noise)","0","0 to < 2% noise (low noise)","0","0 to < 2% noise (low noise)","0","0",,"0 to < 2% noise (low noise)","0","0 to < 2% noise (low noise)","0","0 to < 2% noise (low noise)","0","0",,"0 to < 2% noise (low noise)","0","0 to < 2% noise (low noise)","0","0 to < 2% noise (low noise)","0","0",,"0 to < 2% noise (low noise)","0","0 to < 2% noise (low noise)","0","0 to < 2% noise (low noise)","0","0","6"
"72","Puerto Rico","212311","Dimension Stone Mining and Quarrying","0-19","Withheld to avoid disclosing data for individual companies; data are included in higher level totals. Employment or payroll field set to zero.","0","Withheld to avoid disclosing data for individual companies; data are included in higher level totals. Employment or payroll field set to zero.","0","Withheld to avoid disclosing data for individual companies; data are included in higher level totals. Employment or payroll field set to zero.","0","1","0-19","Withheld to avoid disclosing data for individual companies; data are included in higher level totals. Employment or payroll field set to zero.","0","Withheld to avoid disclosing data for individual companies; data are included in higher level totals. Employment or payroll field set to zero.","0","Withheld to avoid disclosing data for individual companies; data are included in higher level totals. Employment or payroll field set to zero.","0","1",,"0 to < 2% noise (low noise)","0","0 to < 2% noise (low noise)","0","0 to < 2% noise (low noise)","0","0",,"0 to < 2% noise (low noise)","0","0 to < 2% noise (low noise)","0","0 to < 2% noise (low noise)","0","0",,"0 to < 2% noise (low noise)","0","0 to < 2% noise (low noise)","0","0 to < 2% noise (low noise)","0","0",,"0 to < 2% noise (low noise)","0","0 to < 2% noise (low noise)","0","0 to < 2% noise (low noise)","0","0",,"0 to < 2% noise (low noise)","0","0 to < 2% noise (low noise)","0","0 to < 2% noise (low noise)","0","0",,"0 to < 2% noise (low noise)","0","0 to < 2% noise (low noise)","0","0 to < 2% noise (low noise)","0","0",,"0 to < 2% noise (low noise)","0","0 to < 2% noise (low noise)","0","0 to < 2% noise (low noise)","0","0",,"0 to < 2% noise (low noise)","0","0 to < 2% noise (low noise)","0","0 to < 2% noise (low noise)","0","0","6"
