"nu_entidad","clasificaci_n","anofiscal","nb_entidad","fechatran","fechacierre","estatus","carreraparcialm","carreraparcialf","carreracompletom","carreracompletof","carreranograduadom","carreranograduadof","carreragraduadom","carreragraduadof","carrerapostsecundariom","carrerapostsecundariof","carreraasociadom","carreraasociadof","carrerabachm","carrerabachf","carreragradosprom","carreragradosprof","carreramaestriam","carreramaestriaf","carreradoctoradom","carreradoctoradof","confianzareinstparcialm","confianzareinstparcialf","confianzareinstcompletom","confianzareinstcompletof","confianzareinstnograduadom","confianzareinstnograduadof","confianzareinstgraduadom","confianzareinstgraduadof","confianzareinstpostsecundariom","confianzareinstpostsecundariof","confianzareinstasociadom","confianzareinstasociadof","confianzareinstbachm","confianzareinstbachf","confianzareinstgradosprom","confianzareinstgradosprof","confianzareinstmaestriam","confianzareinstmaestriaf","confianzareinstdoctoradom","confianzareinstdoctoradof","confianzanoreinstparcialm","confianzanoreinstparcialf","confianzanoreinstcompletom","confianzanoreinstcompletof","confianzanoreinstnograduadom","confianzanoreinstnograduadof","confianzanoreinstgraduadom","confianzanoreinstgraduadof","confianzanoreinstpostsecundariom","confianzanoreinstpostsecundariof","confianzanoreinstasociadom","confianzanoreinstasociadof","confianzanoreinstbachm","confianzanoreinstbachf","confianzanoreinstgradosprom","confianzanoreinstgradosprof","confianzanoreinstmaestriam","confianzanoreinstmaestriaf","confianzanoreinstdoctoradom","confianzanoreinstdoctoradof","transitorioparcialm","transitorioparcialf","transitoriocompletom","transitoriocompletof","transitorionograduadom","transitorionograduadof","transitoriograduadom","transitoriograduadof","transitoriopostsecundariom","transitoriopostsecundariof","transitorioasociadom","transitorioasociadof","transitoriobachm","transitoriobachf","transitoriogradosprom","transitoriogradosprof","transitoriomaestriam","transitoriomaestriaf","transitoriodoctoradom","transitoriodoctoradof","irregularparcialm","irregularparcialf","irregularcompletom","irregularcompletof","irregularnograduadom","irregularnograduadof","irregulargraduadom","irregulargraduadof","irregularpostsecundariom","irregularpostsecundariof","irregularasociadom","irregularasociadof","irregularbachm","irregularbachf","irregulargradosprom","irregulargradosprof","irregularmaestriam","irregularmaestriaf","irregulardoctoradom","irregulardoctoradof","otrosparcialm","otrosparcialf","otroscompletom","otroscompletof","otrosnograduadom","otrosnograduadof","otrosgraduadom","otrosgraduadof","otrospostsecundariom","otrospostsecundariof","otrosasociadom","otrosasociadof","otrosbachm","otrosbachf","otrosgradosprom","otrosgradosprof","otrosmaestriam","otrosmaestriaf","otrosdoctoradom","otrosdoctoradof","nuevom","nuevof","reingresadom","reingresadof","ascendidom","ascendidof","trasladadom","trasladadof","reinstaladom","reinstaladof","habilitadom","habilitadof","renunciantem","renunciantef","cesanteadom","cesanteadof","terminocontratom","terminocontratof","destituidom","destituidof","retiradom","retiradof","impedimentosinacomodom","impedimentosinacomodof","impedimentoacomodom","impedimentoacomodof","pensionadotransitoriom","pensionadotransitoriof","pensionadocontratom","pensionadocontratof","discrimenedadm","discrimenedadf","discrimenimpedimentom","discrimenimpedimentof","discrimenpoliticom","discrimenpoliticof","discrimenreligiosom","discrimenreligiosof","discrimensexom","discrimensexof","discrimennacionalidadm","discrimennacionalidadf","discrimenorientacionsexualm","discrimenorientacionsexualf","discrimenotrom","discrimenotrof","retribucionmrangoa","retribucionfrangoa","retribucionmrangob","retribucionfrangob","retribucionmrangoc","retribucionfrangoc","retribucionmrangod","retribucionfrangod","retribucionmrangoe","retribucionfrangoe","retribucionmrangof","retribucionfrangof","retribucionmrangog","retribucionfrangog","retribucionmrangoh","retribucionfrangoh","retribucionmrangoi","retribucionfrangoi","retribucionmrangoj","retribucionfrangoj","retribucionmrangok","retribucionfrangok","anosserviciomrangoa","anosserviciofrangoa","anosserviciomrangob","anosserviciofrangob","anosserviciomrangoc","anosserviciofrangoc","anosserviciomrangod","anosserviciofrangod","anosserviciomrangoe","anosserviciofrangoe","anosserviciomrangof","anosserviciofrangof","anosserviciomrangog","anosserviciofrangog","anosserviciomrangoh","anosserviciofrangoh","anosserviciomrangoi","anosserviciofrangoi","edadmrangoa","edadfrangoa","edadmrangob","edadfrangob","edadmrangoc","edadfrangoc","edadmrangod","edadfrangod","edadmrangoe","edadfrangoe","edadmrangof","edadfrangof","edadmrangog","edadfrangog","edadmrangoh","edadfrangoh","preparadonombre","preparadopuesto"
"1031","Departamentos y Agencias","2014-2015","Departamento de Hacienda","2016-02-17T00:00:00.000","2016-02-24T00:00:00.000","1","0","0","871","1134","14","2","132","189","156","223","72","147","471","526","0","7","26","40","0","0","0","0","7","9","0","0","0","0","0","2","0","1","7","2","0","1","0","3","0","0","0","0","14","14","0","0","1","0","0","0","0","0","4","6","4","7","5","1","0","0","0","0","177","406","0","0","33","54","52","118","9","44","78","177","0","0","3","11","2","2","2","5","0","0","0","0","0","0","1","4","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","182","389","0","0","5","4","3","1","1","0","0","0","44","65","2","2","14","19","3","1","6","3","5","6","0","2","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","294","503","207","310","226","356","109","160","112","95","57","70","24","27","11","10","9","8","22","29","344","529","37","67","176","236","131","240","205","231","128","193","46","60","4","11","0","1","0","0","46","66","196","260","281","509","393","542","144","185","11","5","0","1","Karina Santos Morales","Analista de Recursos Humanos"
"1031","Departamentos y Agencias","2012-2013","Departamento de Hacienda","2014-02-06T00:00:00.000","2014-02-06T00:00:00.000","1","0","0","899","1193","16","3","155","212","172","247","83","165","449","519","1","8","23","39","0","0","0","0","2","7","0","0","0","1","0","2","0","0","2","0","0","1","0","3","0","0","0","0","10","17","0","0","1","0","0","0","0","1","4","7","2","7","3","2","0","0","0","0","2","7","0","0","0","1","2","0","0","0","2","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","17","32","0","0","39","33","25","40","13","6","0","0","33","66","4","13","41","36","3","5","182","248","4","10","6","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","103","152","275","394","209","325","105","146","116","90","57","52","17","26","10","9","6","9","15","21","143","186","78","86","183","318","197","231","154","186","111","152","44","60","2","5","1","0","0","0","4","2","115","135","276","444","386","507","124","130","7","5","1","1","NULL","Instituto de Estadísticas de Puerto Rico"
"1201","Departamentos y Agencias","2012-2013","Departamento de Educación",,,,"0","0","10143","39129","664","1271","2325","8897","8","4","57","464","4852","18878","0","0","2158","9405","79","209","0","0","23","55","0","0","1","0","0","0","0","0","3","4","0","0","18","43","1","8","0","0","32","57","0","0","10","9","0","0","0","3","13","22","0","0","8","19","1","4","0","0","1152","4748","0","0","102","95","0","0","1","4","735","3135","0","0","309","1499","5","15","1908","5655","0","0",,,,,,,,,,,,,,,,,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","217","986","270","1448","0","0","42","86","41","43","0","0","292","1214","1050","4159","0","0","5","11","810","2741","0","0","34","315","0","0","103","314",,,,,,,,,,,,,,,,,"7","27","429","2457","2575","7941","1038","4419","1293","5418","1401","4994","3563","13502","963","5020","62","180","7","12","12","19","2834","11122","1257","5410","2516","10201","1565","5674","1847","6930","1094","3633","188","818","40","130","9","71","5","14","70","329","1589","6259","2978","11687","4547","18052","1922","6807","204","782","35","59","NULL","Instituto de Estadísticas de Puerto Rico"
"1300","Departamentos y Agencias","2013-2014","Departamento de la Vivienda","2015-02-03T00:00:00.000","2015-02-04T00:00:00.000","1","1","1","140","204","0","0","86","98","0","0","9","27","37","65","0","3","6","9","3","3","0","0","9","2","0","0","0","0","0","0","1","0","4","3","0","0","2","1","0","0","0","0","8","8","0","0","0","0","0","0","0","1","3","5","0","2","2","3","0","0","0","0","4","12","0","0","0","3","0","1","0","1","3","7","0","0","1","0","0","0","0","0","0","5","0","0","0","1","0","0","0","0","0","3","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","19","3","5","0","1","0","0","1","2","0","0","7","8","0","1","0","0","0","0","7","9","35","58","0","0","0","0","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","16","18","61","80","49","75","10","16","4","15","3","5","2","6","15","4","2","2","5","6","20","30","9","7","13","22","30","39","31","47","53","75","8","10","0","0","0","0","0","0","1","2","16","21","52","63","72","116","22","25","3","0","1","0","Deborah Fuentes Berrios","Técnico en Recursos Humanos III"
"1300","Departamentos y Agencias","2014-2015","Departamento de la Vivienda","2016-02-10T00:00:00.000","2016-02-16T00:00:00.000","1","1","1","136","193","0","0","84","72","0","0","9","24","37","69","3","7","4","21","0","1","0","0","6","3","0","0","0","0","0","0","2","0","4","3","0","0","0","0","0","0","0","0","13","10","0","0","0","0","0","0","0","0","7","6","1","2","5","2","0","0","0","0","4","16","0","0","0","4","1","1","0","1","3","6","0","1","0","3","0","0","0","0","0","5","0","0","0","1","0","0","0","0","0","3","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","2","0","0","0","0","0","6","7","0","2","0","0","0","0","0","3","35","58","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10","22","57","78","48","71","12","18","4","13","3","8","2","6","15","5","3","2","6","5","20","38","8","3","14","27","35","25","18","64","48","65","13","4","2","2","2","0","0","0","1","5","11","18","30","42","74","120","38","41","6","2","0","0","Deborah Fuentes Berrios","Técnico en Recursos Humanos III"
"1300","Departamentos y Agencias","2012-2013","Departamento de la Vivienda","2014-01-31T00:00:00.000","2014-01-31T00:00:00.000","1","0","0","159","226","0","0","83","99","0","0","16","32","39","76","0","0","18","20","0","2","0","0","5","3","0","0","0","0","0","0","0","1","3","1","0","0","2","1","0","0","0","0","13","9","0","0","0","1","0","0","2","0","8","3","0","0","3","2","2","1","0","0","3","5","0","0","0","0","0","0","0","1","3","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","15","9","0","0","0","0","0","0","0","0","0","0","23","41","0","0","0","0","1","0","15","16","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","22","17","0","0","15","18","74","94","47","77","11","20","3","16","7","8","0","0","14","7","1","1","7","3","7","24","25","9","19","27","31","58","37","44","55","66","5","16","0","0","0","0","0","0","2","1","9","29","49","47","89","133","30","34","0","0","0","0","NULL","Instituto de Estadísticas de Puerto Rico"
"1302","Departamentos y Agencias","2013-2014","Administración de Vivienda Pública","2015-02-03T00:00:00.000","2015-02-03T00:00:00.000","1","0","0","161","201","0","0","47","34","0","0","9","26","81","134","0","0","15","11","2","3","0","0","3","8","1","1","0","0","0","0","0","0","0","7","1","0","1","0","0","0","0","0","5","9","0","0","0","0","0","1","1","0","3","4","0","3","1","1","0","0","0","0","0","4","0","0","0","1","0","0","0","0","0","2","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","7","0","0","0","0","0","3","2","1","0","0","7","10","0","0","0","0","0","0","2","3","18","24","2","3","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","5","1","25","18","29","62","33","31","21","40","20","34","8","17","9","7","4","3","15","9","16","23","11","25","81","105","12","34","30","12","11","15","5","5","0","3","3","0","0","0","0","0","10","27","65","90","52","75","37","28","4","2","1","0","Mariel Warrington Colon","Oficial de Recursos Humanos"
"1302","Departamentos y Agencias","2014-2015","Administración de Vivienda Pública","2016-02-16T00:00:00.000","2016-02-16T00:00:00.000","1","0","0","156","203","0","0","46","33","0","0","10","25","82","132","2","1","15","9","1","3","0","0","2","6","0","0","0","0","0","0","0","0","0","6","1","0","1","0","0","0","0","0","8","14","0","0","2","1","0","0","0","0","3","8","1","2","2","3","0","0","0","0","0","4","0","0","0","1","0","0","0","0","0","2","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8","12","0","0","6","1","1","0","1","3","0","0","5","6","0","0","0","1","2","0","3","1","18","24","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","24","18","29","65","35","30","20","40","21","35","8","17","9","7","4","4","16","10","17","28","6","10","75","110","16","37","33","18","8","11","7","8","1","4","3","1","0","0","0","0","9","13","58","84","59","83","31","41","9","6","0","0","Mariel Warrington Colon","Oficial de Recursos Humanos"
"1302","Departamentos y Agencias","2012-2013","Administración de Vivienda Pública ",,,,"0","0","213","161","0","0","49","36","0","0","9","26","86","136","0","0","15","12","2","3","0","0","2","3","0","0","1","0","0","0","0","0","1","2","0","0","0","1","0","0","0","0","7","9","0","0","1","1","0","0","1","0","3","6","0","0","1","0","1","2","0","0","0","4","0","0","0","1","0","0","0","0","0","2","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","16","0","0","6","4","0","5","4","0","0","0","8","11","0","0","0","0","0","0","5","12","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","7","7","0","0","11","4","29","42","23","45","34","34","24","36","17","30","10","18","6","7","5","5","11","8","13","13","21","30","73","104","8","36","34","14","11","19","5","7","3","6","2","0","0","0","0","0","13","27","69","93","54","72","26","34","5","4","1","1","NULL","Instituto de Estadísticas de Puerto Rico"
"1401","Departamentos y Agencias","2014-2015","Administración de la Industria y el Deporte Hípico","2016-02-25T00:00:00.000","2016-02-26T00:00:00.000","1","0","0","72","24","0","0","52","7","0","0","6","6","7","5","0","0","3","5","4","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","9","8","0","0","0","0","0","0","0","2","2","6","0","0","1","1","4","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","52","4","0","0","45","4","0","0","4","0","3","0","0","0","0","0","0","0","0","0","52","3","0","0","45","3","0","0","4","0","3","0","0","0","0","0","0","0","2","4","0","0","0","0","0","1","0","0","0","0","4","2","0","0","0","0","0","0","2","1","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","1","7","1","27","8","16","4","9","4","3","5","5","1","0","0","0","0","0","0","6","5","3","1","4","4","0","2","0","3","5","2","0","1","0","0","0","0","0","0","0","0","22","12","31","7","6","4","8","0","0","0","0","0","Vanessa Ortiz Calo","Directora de Recursos Humanos"
"1401","Departamentos y Agencias","2012-2013","Administración de la Industria y el Deporte Hípico","2014-02-04T00:00:00.000","2014-02-06T00:00:00.000","1","0","0","12","14","0","0","7","4","0","0","3","5","2","2","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","5","0","0","0","0","0","0","0","2","2","2","2","0","3","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","51","5","0","0","44","3","0","0","4","0","3","1","0","1","0","0","0","0","3","3","0","0","0","2","0","0","1","2","0","0","6","2","0","0","3","0","0","0","2","1","1","3","2","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","4","0","1","2","29","6","18","5","6","7","9","3","0","2","0","1","0","0","0","0","7","5","3","5","3","2","2","4","2","4","0","1","0","0","0","0","0","0","0","0","1","0","8","4","19","9","16","7","14","4","11","1","0","0","NULL","Instituto de Estadísticas de Puerto Rico"
"1404","Departamentos y Agencias","2013-2014","Administración de los Sistemas de Retiro de los Empleados del Gobierno y la Judicatura","2015-01-20T00:00:00.000","2015-01-20T00:00:00.000","1","0","0","93","199","0","0","29","32","0","0","11","44","41","101","1","3","11","19","0","0","0","0","5","8","0","0","0","1","0","0","0","1","3","2","0","2","1","2","1","0","0","0","6","5","0","0","0","0","0","0","0","0","1","3","4","2","0","0","1","0","0","0","43","46","0","0","15","10","0","0","1","4","21","23","2","3","4","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","18","26","0","0","6","17","1","1","1","0","0","0","10","4","0","1","10","13","2","0","0","4","0","0","2","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","16","21","28","44","26","42","23","61","18","44","15","24","6","5","2","6","4","5","7","7","47","57","12","30","22","48","19","41","10","18","32","62","3","4","0","0","0","0","0","0","10","10","22","53","36","82","67","100","9","13","1","2","0","0","Kamil Bandas Delgado","Especialista en Administracion de Recursos Humanos y Relaciones Laborales"
"1404","Departamentos y Agencias","2014-2015","Administración de los Sistemas de Retiro de los Empleados del Gobierno y la Judicatura","2016-02-08T00:00:00.000","2016-02-08T00:00:00.000","1","0","0","93","201","0","1","27","30","0","0","11","43","43","104","1","4","11","19","0","0","0","0","1","5","0","0","0","1","0","0","0","1","1","0","0","1","0","2","0","0","0","0","11","6","0","0","0","0","0","0","0","0","1","2","7","3","2","1","1","0","0","0","37","44","0","0","15","9","0","0","1","3","14","23","4","5","3","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","6","0","0","1","3","1","3","0","0","0","0","3","6","0","0","0","1","0","0","0","1","0","0","1","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","16","17","22","42","20","38","21","65","22","43","16","26","7","5","5","7","4","7","9","5","47","56","10","28","21","47","19","41","10","18","32","62","3","4","0","0","0","0","0","0","7","7","23","51","40","82","60","91","11","23","1","2","0","0","Kamil Bandas Delgado","Especialista en Administracion de Recursos Humanos y Relaciones Laborales"
"1404","Departamentos y Agencias","2015-2016","Administración de los Sistemas de Retiro de los Empleados del Gobierno y la Judicatura","2017-01-13T00:00:00.000","2017-01-17T00:00:00.000","1","0","0","93","200","0","0","25","30","0","0","11","43","44","100","3","6","10","21","0","0","0","0","1","6","0","0","0","1","0","0","0","1","1","1","0","1","0","2","0","0","0","0","10","11","0","0","0","0","0","0","1","1","0","5","7","4","1","1","1","0","0","0","26","33","0","0","13","10","0","0","1","2","9","14","2","4","1","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8","17","0","0","2","4","0","1","0","0","0","0","5","9","0","0","7","8","0","0","3","0","0","0","1","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","13","16","20","35","18","29","21","71","20","43","14","30","8","7","5","8","6","7","5","4","41","51","6","19","22","54","11","34","18","24","24","50","8","16","0","2","0","0","0","0","3","3","24","48","34","83","54","84","15","29","0","3","0","0","Kamil Bandas Delgado","Especialista en Administracion de Recursos Humanos y Relaciones Laborales"
"1404","Departamentos y Agencias","2012-2013","Administración de los Sistemas de Retiro de los Empleados del Gobierno y la Judicatura","2014-01-28T00:00:00.000","2014-01-28T00:00:00.000","1","0","0","100","223","0","0","30","36","0","0","12","50","44","110","2","5","12","22","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","8","6","0","0","0","0","0","0","0","0","3","3","4","2","0","1","1","0","0","0","36","33","0","0","7","2","0","0","1","0","23","22","1","1","4","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","42","44","0","0","6","16","1","4","3","7","0","0","13","28","3","3","0","0","0","0","6","19","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","9","4","31","53","29","50","21","66","22","49","14","20","4","6","6","7","2","6","6","3","49","64","14","26","19","44","19","42","15","31","28","54","0","2","0","1","0","0","0","0","15","14","21","51","33","82","67","98","7","17","1","2","0","0","NULL","Instituto de Estadísticas de Puerto Rico"
"1405","Departamentos y Agencias","2013-2014","Departamento de Recreación y Deportes","2015-01-20T00:00:00.000","2015-01-21T00:00:00.000","1","0","0","316","66","32","1","188","34","64","6","9","9","22","14","1","0","0","2","0","0","0","0","9","1","0","0","1","0","0","1","0","1","5","0","0","0","2","0","0","0","0","0","14","4","0","0","2","1","0","1","1","0","10","1","0","1","1","0","0","0","0","0","3","7","0","0","2","3","0","0","0","1","1","3","0","0","0","0","0","0","0","0","13","9","0","0","11","5","0","0","1","2","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","25","17","0","0","3","0","0","0","0","0","0","0","6","2","1","0","0","0","1","0","3","4","0","0","1","0","0","0","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","15","13","153","8","125","31","19","10","6","13","6","6","9","1","16","2","4","2","2","1","32","20","0","0","7","1","35","15","62","13","184","34","34","4","1","0","0","0","0","0","5","3","8","5","52","5","190","53","99","12","7","0","3","0","David Perez","Analista de Sistemas de Informacion"
"1405","Departamentos y Agencias","2014-2015","Departamento de Recreación y Deportes","2016-01-15T00:00:00.000","2016-02-12T00:00:00.000","1","0","0","312","67","32","1","186","34","62","7","9","9","22","14","1","0","0","2","0","0","0","0","8","1","0","0","1","0","0","0","1","0","5","1","0","0","1","0","0","0","0","0","14","4","0","0","2","1","0","0","1","1","10","1","0","1","1","0","0","0","0","0","7","5","0","0","4","3","0","0","0","1","1","3","0","0","0","0","0","0","0","0","13","12","0","0","8","6","0","1","2","2","3","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","14","11","0","0","0","0","1","0","0","0","0","0","4","0","0","0","0","0","0","0","4","0","0","0","1","2","0","0","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","17","17","226","13","56","31","14","9","7","12","4","3","22","2","5","1","0","2","2","0","34","23","0","0","5","1","16","1","68","27","172","32","56","7","1","0","0","0","0","0","4","3","6","8","36","14","176","46","120","19","8","1","2","0","David Perez","Analista de Sistemas de Informacion"
"1405","Departamentos y Agencias","2012-2013","Departamento de Recreación y Deportes","2014-01-29T00:00:00.000","2014-02-04T00:00:00.000","1","0","0","326","70","37","1","257","42","0","0","9","10","22","15","0","1","0","2","0","0","0","0","6","1","0","0","0","0","0","0","1","0","3","1","0","0","2","0","0","0","0","0","15","4","0","0","2","1","0","0","1","1","11","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","2","0","0","0","0","3","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","28","8","0","0","0","0","7","8","3","1","0","0","25","9","2","0","0","0","0","0","43","11","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","3","1","252","20","40","25","15","10","8","11","2","2","23","2","4","3","0","1","2","0","18","6","0","0","2","9","44","22","71","11","204","33","4","3","0","0","0","0","0","0","2","0","6","1","47","15","195","48","89","11","9","2","2","0","NULL","Instituto de Estadísticas de Puerto Rico"
"1407","Departamentos y Agencias","2013-2014","Oficina del Comisionado de Asuntos Municipales del Estado Libre Asociado de Puerto Rico","2015-01-29T00:00:00.000","2015-02-04T00:00:00.000","1","0","0","19","31","0","0","4","3","0","0","0","5","12","17","0","1","3","5","0","0","0","0","1","4","0","0","0","1","0","0","1","0","0","3","0","0","0","0","0","0","0","0","2","12","0","0","1","0","0","0","0","0","0","2","0","7","1","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","2","2","5","6","5","17","3","8","5","5","1","3","0","5","0","1","1","0","6","15","0","2","0","3","7","5","3","7","6","9","1","6","0","0","0","0","0","0","0","0","4","7","4","18","12","16","2","6","1","0","0","0","Lourdes Rivera Narváez","Tec. Sistemas de Oficina III"
"1407","Departamentos y Agencias","2014-2015","Oficina del Comisionado de Asuntos Municipales del Estado Libre Asociado de Puerto Rico","2016-02-05T00:00:00.000","2016-02-05T00:00:00.000","1","0","0","17","32","0","0","5","3","0","0","0","5","10","18","0","1","2","5","0","0","0","0","1","5","0","0","0","1","0","0","1","1","0","2","0","0","0","1","0","0","0","0","1","8","0","0","1","0","0","0","0","0","0","2","0","3","0","3","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","1","0","2","0","0","0","0","0","0","2","6","0","0","0","0","0","0","0","1","1","5","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","4","8","5","6","2","15","3","8","5","7","1","2","0","7","0","1","0","0","6","22","0","2","0","2","3","5","6","9","5","9","1","3","0","2","0","0","0","0","1","3","4","6","3","20","7","15","6","9","1","0","0","0","Lourdes Rivera Narváez","Tec. Sistemas de Oficina III"
"1407","Departamentos y Agencias","2015-2016","Oficina del Comisionado de Asuntos Municipales del Estado Libre Asociado de Puerto Rico","2017-02-06T00:00:00.000","2017-02-06T00:00:00.000","1","0","0","17","33","0","0","5","3","0","0","0","5","10","18","0","2","2","5","0","0","0","0","1","3","0","0","0","1","0","0","1","0","0","2","0","0","0","0","0","0","0","0","2","9","0","0","1","0","0","0","0","1","0","2","1","3","0","3","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","1","0","1","0","1","0","0","0","0","1","5","0","0","1","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","7","0","0","0","0","0","0","0","0","0","0","1","4","0","0","1","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","4","6","5","6","2","16","2","9","5","7","1","2","0","6","0","1","1","0","6","21","0","2","0","3","3","3","6","10","5","9","1","3","0","2","0","0","0","0","1","2","3","6","2","17","8","17","6","11","1","0","0","0","Misael Oquendo Rivera","Técnico de Presupuesto II"
