"numero_de_contrato","entidad","contratista","cuantia","fecha_de_otorgamiento","vigente_desde","vigente_hasta","vigencia_en_meses","tipo_de_servicio","categoria_de_servicio","estatus","funcionario_firmante","otorgado_en_pr","otorgado_en","esta_rescindido","es_privatizacion"
"(3180) 2014-000408","Compañía de Fomento Industrial de Puerto Rico","DANIEL ALFONSO MERCED CIRINO","3200","2013-09-30T00:00:00.000","2013-09-30T00:00:00.000","2014-05-31T00:00:00.000","8.02","TRANSFERENCIA DE FONDOS","TRANSFERENCIA DE FONDOS","Aceptado","JORGE ESCALERA MUÑOZ, AYUDANTE EJECUTIVO DE LA OFICINA DE DESARROLLO ORG","true","SAN JUAN","false",
"(3180) 2014-000409","Compañía de Fomento Industrial de Puerto Rico","CESAR S. GONZALEZ ORTIZ","3200","2013-09-30T00:00:00.000","2013-09-30T00:00:00.000","2014-05-31T00:00:00.000","8.02","TRANSFERENCIA DE FONDOS","TRANSFERENCIA DE FONDOS","Aceptado","JORGE ESCALERA MUÑOZ, AYUDANTE EJECUTIVO DE LA OFICINA DE DESARROLLO ORG","true","SAN JUAN","false",
"(3180) 2014-000410","Compañía de Fomento Industrial de Puerto Rico","NELSON JOSE NIEVES GUZMAN","3200","2013-09-30T00:00:00.000","2013-09-30T00:00:00.000","2014-05-31T00:00:00.000","8.02","TRANSFERENCIA DE FONDOS","TRANSFERENCIA DE FONDOS","Aceptado","JORGE ESCALERA MUÑOZ, AYUDANTE EJECUTIVO DE LA OFICINA DE DESARROLLO ORG","true","SAN JUAN","false",
"(4034) 2014-000177","Municipio de Hatillo","PEDRO J. GONZALEZ MORA","500","2013-09-30T00:00:00.000","2013-09-30T00:00:00.000","2018-09-30T00:00:00.000","60.07","COMPRA DE INMUEBLES","COMPRA, VENTA Y/O ALQUILER DE INMUEBLES","Aceptado","JOSE A. RODRIGUEZ CRUZ, ALCALDE","true","HATILLO","false",
"(3099) 2014-000230","Compañía de Comercio y Exportación de Puerto Rico","HACIENDA SOFIA, INC.","0","2013-09-30T00:00:00.000","2013-09-30T00:00:00.000","2014-08-09T00:00:00.000","10.32","SIN CUANTÍA","ACUERDOS NO FINANCIEROS","Aceptado","LCDO. FRANCISCO CHEVERE, DIRECTOR EJECUTIVO","true","SAN JUAN","false","false"
"(2005) 2014-000017-A","Superintendencia del Capitolio Estatal de la Asamblea Legislativa de Puerto Rico","H.A. CONSULTING, INC,","0","2013-09-30T00:00:00.000","2013-09-30T00:00:00.000","2013-12-31T00:00:00.000","3.06","SERVICIOS DE CONSULTORIA ADMINISTRATIVA","SERVICIOS DE CONSULTORIA","Aceptado","JAVIER VAZQUEZ COLLAZO, SUPERINTENDENTE","true","SAN JUAN","false",
"(4013) 2014-000387-A","Municipio de Caguas","BR GLOBAL LEARNING CONSULTING, CORP.","0","2013-09-30T00:00:00.000","2013-09-30T00:00:00.000","2013-10-31T00:00:00.000","1.05","SERV. RELACIONADOS CON PROC. ELEC. DE DATOS","SERVICIOS RELACIONADOS A LOS SISTEMAS DE INFORMACIÓN","Aceptado","SR. VICTOR MANUEL CORIANO REYES, SECRETARIO DE ADMINISTRACION","true","CAGUAS","false",
"(4013) 2014-001157","Municipio de Caguas","JJC EXTERMINATING,CORP","2691","2013-09-30T00:00:00.000","2013-10-01T00:00:00.000","2013-12-31T00:00:00.000","3.02","SERVICIOS MISCELANEOS NO PERSONALES","SERVICIOS MISCELÁNEOS NO PERSONALES","Aceptado","ADA BELEN CABALLERO MIRANDA, SECRETARIA DE LA SECRETARIA DE INFRAESTRUCTURA, OR","true","CAGUAS","false",
"(4011) 2014-000167-A","Municipio de Bayamón","MARIO PEREIRA MALAVE","1750","2013-09-30T00:00:00.000","2013-10-01T00:00:00.000","2014-03-31T00:00:00.000","5.98","SERV. PUBLICIDAD, REPRESENTACION O ARTISTICOS","SERVICIOS DE PUBLICIDAD, DE REPRESENTACION","Aceptado","ORLANDO LOPEZ BELMONTE, SECRETARIO MUNICIPAL","true","BAYAMÓN","false",
"(4071) 2012-000652-G","Municipio de Trujillo Alto","ING. HECTOR L. RAMOS, ING.","0","2013-09-30T00:00:00.000","2012-02-28T00:00:00.000","2013-11-30T00:00:00.000","21.11","SERVICIOS TECNICOS","SERVICIOS TÉCNICOS","Aceptado","ADOLFO LOPEZ HERENCIA, AYUDANTE ESPECIAL","true","TRUJILLO ALTO","false",
"(4011) 2014-000217-A","Municipio de Bayamón","WILFREDO FUENTES GONZALEZ","1350","2013-09-30T00:00:00.000","2013-10-01T00:00:00.000","2014-03-31T00:00:00.000","5.98","SERV. PUBLICIDAD, REPRESENTACION O ARTISTICOS","SERVICIOS DE PUBLICIDAD, DE REPRESENTACION","Aceptado","ORLANDO LOPEZ BELMONTE, SECRETARIO MUNICIPAL","true","BAYAMÓN","false",
"(4011) 2014-000270-A","Municipio de Bayamón","EMNA TERESA BENITEZ BUESO","14400","2013-09-30T00:00:00.000","2013-10-01T00:00:00.000","2014-03-31T00:00:00.000","5.98","SERV. PUBLICIDAD, REPRESENTACION O ARTISTICOS","SERVICIOS DE PUBLICIDAD, DE REPRESENTACION","Aceptado","ORLANDO LOPEZ BELMONTE, SECRETARIO MUNICIPAL","true","BAYAMÓN","false",
"(4011) 2014-000283-A","Municipio de Bayamón","CLAUDIA MICAELA TORRES GORIA","3750","2013-09-30T00:00:00.000","2013-10-01T00:00:00.000","2014-03-31T00:00:00.000","5.98","SERVICIO DE ADIESTRAMIENTO U ORIENTACION","SERVICIOS DE ADIESTRAMIENTO U ORIENTACION","Aceptado","ORLANDO LOPEZ BELMONTE, SECRETARIO MUNICIPAL","true","BAYAMÓN","false",
"(4011) 2014-000286-A","Municipio de Bayamón","EDGARDO A. LEON BONETA","3840","2013-09-30T00:00:00.000","2013-10-01T00:00:00.000","2014-03-31T00:00:00.000","5.98","SERVICIO DE ADIESTRAMIENTO U ORIENTACION","SERVICIOS DE ADIESTRAMIENTO U ORIENTACION","Aceptado","ORLANDO LOPEZ BELMONTE, SECRETARIO MUNICIPAL","true","BAYAMÓN","false",
"(4011) 2014-000287-A","Municipio de Bayamón","DICKY COLON GONZALEZ","5400","2013-09-30T00:00:00.000","2013-10-01T00:00:00.000","2014-03-31T00:00:00.000","5.98","SERVICIO DE ADIESTRAMIENTO U ORIENTACION","SERVICIOS DE ADIESTRAMIENTO U ORIENTACION","Aceptado","ORLANDO LOPEZ BELMONTE, SECRETARIO MUNICIPAL","true","BAYAMÓN","false",
"(4011) 2014-000288-A","Municipio de Bayamón","CARLOS E. CASTILLO MÁS","4080","2013-09-30T00:00:00.000","2013-10-01T00:00:00.000","2014-03-31T00:00:00.000","5.98","SERVICIO DE ADIESTRAMIENTO U ORIENTACION","SERVICIOS DE ADIESTRAMIENTO U ORIENTACION","Aceptado","ORLANDO LOPEZ BELMONTE, SECRETARIO MUNICIPAL","true","BAYAMÓN","false",
"(4011) 2014-000319-A","Municipio de Bayamón","JOYLIN GUZMAN LEBRON","18000","2013-09-30T00:00:00.000","2013-10-01T00:00:00.000","2014-03-31T00:00:00.000","5.98","SERVICIOS MISCELANEOS NO PERSONALES","SERVICIOS MISCELÁNEOS NO PERSONALES","Aceptado","ORLANDO LOPEZ BELMONTE, SECRETARIO MUNICIPAL","true","BAYAMÓN","false",
"(4011) 2014-000338-A","Municipio de Bayamón","LIZANDRA OLIVO RIVERA","2880","2013-09-30T00:00:00.000","2013-10-01T00:00:00.000","2014-03-31T00:00:00.000","5.98","SERVICIO DE ADIESTRAMIENTO U ORIENTACION","SERVICIOS DE ADIESTRAMIENTO U ORIENTACION","Aceptado","ORLANDO LOPEZ BELMONTE, SECRETARIO MUNICIPAL","true","BAYAMÓN","false",
"(4011) 2014-000339-A","Municipio de Bayamón","IDENFONSO PACHECO NAVEDO","5400","2013-09-30T00:00:00.000","2013-10-01T00:00:00.000","2014-03-31T00:00:00.000","5.98","SERVICIO DE ADIESTRAMIENTO U ORIENTACION","SERVICIOS DE ADIESTRAMIENTO U ORIENTACION","Aceptado","ORLANDO LOPEZ BELMONTE, SECRETARIO MUNICIPAL","true","BAYAMÓN","false",
"(4011) 2014-000352-A","Municipio de Bayamón","EVELIO  DROZ  RAMOS","9000","2013-09-30T00:00:00.000","2013-10-01T00:00:00.000","2014-03-31T00:00:00.000","5.98","SERVICIO DE ADIESTRAMIENTO U ORIENTACION","SERVICIOS DE ADIESTRAMIENTO U ORIENTACION","Aceptado","ORLANDO LOPEZ BELMONTE, SECRETARIO MUNICIPAL","true","BAYAMÓN","false",
"(4011) 2014-000378-A","Municipio de Bayamón","TECHNOLOGY INFORMATION CONSULTING GROUP, INC.","67500","2013-09-30T00:00:00.000","2013-10-01T00:00:00.000","2013-12-31T00:00:00.000","3.02","SERVICIOS DE CONSULTORIA ADMINISTRATIVA","SERVICIOS DE CONSULTORIA","Aceptado","ORLANDO LOPEZ BELMONTE, SECRETARIO MUNICIPAL","true","BAYAMÓN","false",
"(4011) 2014-000382-A","Municipio de Bayamón","BOU MAINTANANCE SERVICE CORP.","40398.66","2013-09-30T00:00:00.000","2013-10-01T00:00:00.000","2014-03-31T00:00:00.000","5.98","SERVICIOS MISCELANEOS NO PERSONALES","SERVICIOS MISCELÁNEOS NO PERSONALES","Aceptado","ORLANDO LOPEZ BELMONTE, SECRETARIO MUNICIPAL","true","BAYAMÓN","false",
"(4011) 2014-000394-A","Municipio de Bayamón","CENTRO TRANSFORMADOS POR SU PRESENCIA, INC.","30000","2013-09-30T00:00:00.000","2013-10-01T00:00:00.000","2014-03-31T00:00:00.000","5.98","SERVICIOS MISCELANEOS NO PERSONALES","SERVICIOS MISCELÁNEOS NO PERSONALES","Aceptado","ORLANDO LOPEZ BELMONTE, SECRETARIO MUNICIPAL","true","BAYAMÓN","false",
"(4011) 2014-000410-A","Municipio de Bayamón","EDWIN SANTIAGO CINTRON","1750","2013-09-30T00:00:00.000","2013-10-01T00:00:00.000","2014-03-31T00:00:00.000","5.98","SERV. PUBLICIDAD, REPRESENTACION O ARTISTICOS","SERVICIOS DE PUBLICIDAD, DE REPRESENTACION","Aceptado","ORLANDO LOPEZ BELMONTE, SECRETARIO MUNICIPAL","true","BAYAMÓN","false",
"(4011) 2014-000425-A","Municipio de Bayamón","MARIA M. ORTIZ  SOTO","1440","2013-09-30T00:00:00.000","2013-10-01T00:00:00.000","2014-03-31T00:00:00.000","5.98","SERVICIO DE ADIESTRAMIENTO U ORIENTACION","SERVICIOS DE ADIESTRAMIENTO U ORIENTACION","Aceptado","ORLANDO LOPEZ BELMONTE, SECRETARIO MUNICIPAL","true","BAYAMÓN","false",
"(4011) 2014-000714-A","Municipio de Bayamón","IRIS A. RIVAS QUINTERO","450","2013-09-30T00:00:00.000","2013-10-01T00:00:00.000","2013-10-31T00:00:00.000","1.02","SERVICIO DE ADIESTRAMIENTO U ORIENTACION","SERVICIOS DE ADIESTRAMIENTO U ORIENTACION","Aceptado","ORLANDO LOPEZ BELMONTE, SECRETARIO MUNICIPAL","true","BAYAMÓN","false",
"(4011) 2014-000715-A","Municipio de Bayamón","YARITZA ORTEGA RIVAS","3500","2013-09-30T00:00:00.000","2013-10-01T00:00:00.000","2014-03-31T00:00:00.000","5.98","SERVICIO DE ADIESTRAMIENTO U ORIENTACION","SERVICIOS DE ADIESTRAMIENTO U ORIENTACION","Aceptado","ORLANDO LOPEZ BELMONTE, SECRETARIO MUNICIPAL","true","BAYAMÓN","false",
"(4011) 2014-001326","Municipio de Bayamón","BERMÚDEZ-LONGO, DÍAZ MASSÓ, LLC","56400","2013-09-30T00:00:00.000","2013-09-30T00:00:00.000","2013-11-28T00:00:00.000","1.97","CONSTRUCCION Y REPARACION DE ESTRUCTURAS","CONSTRUCCION Y REPARACION DE ESTRUCTURAS","Aceptado","ORLANDO LOPEZ BELMONTE, SECRETARIO MUNICIPAL","true","BAYAMÓN","false",
"(4011) 2014-001327","Municipio de Bayamón","PUERTO RICO MC CONCRETE CONTRACTOR CORP.","45700","2013-09-30T00:00:00.000","2013-09-30T00:00:00.000","2013-11-23T00:00:00.000","1.81","CONSTRUCCION Y REPARACION DE ESTRUCTURAS","CONSTRUCCION Y REPARACION DE ESTRUCTURAS","Aceptado","ORLANDO LOPEZ BELMONTE, SECRETARIO MUNICIPAL","true","BAYAMÓN","false",
"(4011) 2014-001346","Municipio de Bayamón","HOGAR DE AYUDA EL REFUGIO, INC.","6600","2013-09-30T00:00:00.000","2013-09-30T00:00:00.000","2013-12-31T00:00:00.000","3.06","SERVICIOS RELACIONADOS CON LA SALUD","SERVICIOS RELACIONADOS CON LA SALUD","Aceptado","ORLANDO LOPEZ BELMONTE, SECRETARIO MUNICIPAL","true","BAYAMÓN","false",
"(4011) 2014-001347","Municipio de Bayamón","MINISTERIO RENOVAOS EN EL ESPÍRITU DE VUESTRA MENT","10500","2013-09-30T00:00:00.000","2013-09-30T00:00:00.000","2013-12-31T00:00:00.000","3.06","SERVICIOS RELACIONADOS CON LA SALUD","SERVICIOS RELACIONADOS CON LA SALUD","Aceptado","ORLANDO LOPEZ BELMONTE, SECRETARIO MUNICIPAL","true","BAYAMÓN","false",
"(4011) 2014-001348","Municipio de Bayamón","CASA  LA  PROVIDENCIA,  INC","2400","2013-09-30T00:00:00.000","2013-09-30T00:00:00.000","2013-12-31T00:00:00.000","3.06","SERVICIOS RELACIONADOS CON LA SALUD","SERVICIOS RELACIONADOS CON LA SALUD","Aceptado","ORLANDO LOPEZ BELMONTE, SECRETARIO MUNICIPAL","true","BAYAMÓN","false",
"(4011) 2014-001350","Municipio de Bayamón","RM Y ASOCIADOS CORP.","4320","2013-09-30T00:00:00.000","2013-10-01T00:00:00.000","2013-12-31T00:00:00.000","3.02","SERV. PUBLICIDAD, REPRESENTACION O ARTISTICOS","SERVICIOS DE PUBLICIDAD, DE REPRESENTACION","Aceptado","ANGEL D. FIGUEROA CRUZ, PRESIDENTE LEGISLATURA MUNICIPAL","true","BAYAMÓN","false",
"(4003) 2013-000334-L","Municipio de Aguadilla","ATG CONTRACTORS, INC.","6963.96","2013-09-30T00:00:00.000","2013-10-03T00:00:00.000","2013-10-07T00:00:00.000","0.16","CONSTRUCCION Y REPARACION DE VIAS PUBLICAS","CONSTRUCCION Y REPARACION DE VIAS PUBLICAS","Aceptado","CARLOS MENDEZ MARTINEZ, ALCALDE","true","AGUADILLA","false",
"(4072) 2013-000097-A","Municipio de Utuado","CASA JUPITER INC/SANTIAGO MATOS ERNESTO","4017.75","2013-09-30T00:00:00.000","2013-10-01T00:00:00.000","2013-12-31T00:00:00.000","3.02","COMPRA DE MATERIALES,MEDICINAS Y COMBUSTIBLE","COMPRA DE MATERIALES, SUMINISTROS Y EFECTOS","Aceptado","HON. ERNESTO IRIZARRY SALVA, ALCALDE DE UTUADO","true","UTUADO","false",
"(4072) 2013-000117-A","Municipio de Utuado","NIBA INTERNATIONAL CORP.","1380.99","2013-09-30T00:00:00.000","2013-10-01T00:00:00.000","2013-12-03T00:00:00.000","2.1","COMPRA DE MATERIALES,MEDICINAS Y COMBUSTIBLE","COMPRA DE MATERIALES, SUMINISTROS Y EFECTOS","Aceptado","HON. ERNESTO IRIZARRY SALVA, ALCALDE DE UTUADO","true","UTUADO","false",
"(4072) 2014-000026","Municipio de Utuado","CENTRAL GAS SERVICES","25000","2013-09-30T00:00:00.000","2013-10-01T00:00:00.000","2014-09-30T00:00:00.000","12","SERVICIOS MISCELANEOS NO PERSONALES","SERVICIOS MISCELÁNEOS NO PERSONALES","Aceptado","HON. ERNESTO IRIZARRY SALVA, ALCALDE DE UTUADO","true","UTUADO","false",
"(4070) 2014-000346","Municipio de Toa Baja","MAYRA HERNÁNDEZ RODRÍGUEZ","773","2013-09-30T00:00:00.000","2013-10-01T00:00:00.000","2014-09-30T00:00:00.000","12","OBTENER INMUEBLES","COMPRA, VENTA Y/O ALQUILER DE INMUEBLES","Aceptado","Anibal Vega Borges, Alcalde","true","TOA BAJA","false",
"(4070) 2008-000323-F","Municipio de Toa Baja","RAUL MONTEAGUDO","683","2013-09-30T00:00:00.000","2013-10-01T00:00:00.000","2014-10-01T00:00:00.000","12.03","OBTENER INMUEBLES","COMPRA, VENTA Y/O ALQUILER DE INMUEBLES","Aceptado","Anibal Vega Borges, Alcalde","true","TOA BAJA","false",
"(4070) 2013-000363-A","Municipio de Toa Baja","JACQUELINE ALVARADO PADILLA","665","2013-09-30T00:00:00.000","2013-10-01T00:00:00.000","2014-10-01T00:00:00.000","12.03","OBTENER INMUEBLES","COMPRA, VENTA Y/O ALQUILER DE INMUEBLES","Aceptado","Anibal Vega Borges, Alcalde","true","TOA BAJA","false",
"(4065) 2014-V00205","Municipio de San Juan","[Vacío]","7809","2013-09-30T00:00:00.000","2013-09-30T00:00:00.000","2018-09-30T00:00:00.000","60.07","TRANSFERENCIA DE FONDOS","TRANSFERENCIA DE FONDOS","Aceptado","ORLANDO FRANCO VARGAS, DIRECTOR EJECUTIVO","true","SAN JUAN","false",
"(4065) 2014-V00206","Municipio de San Juan","DENISSE DE LOS SANTOS VAZQUEZ","8699","2013-09-30T00:00:00.000","2013-09-30T00:00:00.000","2018-09-30T00:00:00.000","60.07","TRANSFERENCIA DE FONDOS","TRANSFERENCIA DE FONDOS","Aceptado","ORLANDO FRANCO VARGAS, DIRECTOR EJECUTIVO","true","SAN JUAN","false",
"(4065) 2014-V00207","Municipio de San Juan","JUDITH GUZMAN CONCEPCION","9854","2013-09-30T00:00:00.000","2013-09-30T00:00:00.000","2018-09-30T00:00:00.000","60.07","TRANSFERENCIA DE FONDOS","TRANSFERENCIA DE FONDOS","Aceptado","ORLANDO FRANCO VARGAS, DIRECTOR EJECUTIVO","true","SAN JUAN","false",
"(4065) 2014-V00208","Municipio de San Juan","ALICIA QUIÑONES LOPEZ","1284","2013-09-30T00:00:00.000","2013-09-30T00:00:00.000","2018-09-30T00:00:00.000","60.07","TRANSFERENCIA DE FONDOS","TRANSFERENCIA DE FONDOS","Aceptado","ORLANDO FRANCO VARGAS, DIRECTOR EJECUTIVO","true","SAN JUAN","false",
"(4014) 2014-000284","Municipio de Camuy","MR MENDEZ CONSTRUCTION CORP/MENDEZ GARCIA RICHARD","187516","2013-09-30T00:00:00.000","2013-10-07T00:00:00.000","2014-01-07T00:00:00.000","3.06","CONSTRUCCION Y REPARACION DE ESTRUCTURAS","CONSTRUCCION Y REPARACION DE ESTRUCTURAS","Aceptado","Hon. Edwin García Feliciano, Alcalde","true","CAMUY","false",
"(4016) 2014-000499","Municipio de Carolina","LUIS F. GONZALEZ RODRIGUEZ","7010","2013-09-30T00:00:00.000","2013-10-15T00:00:00.000","2014-09-30T00:00:00.000","11.54","OBTENER INMUEBLES","COMPRA, VENTA Y/O ALQUILER DE INMUEBLES","Aceptado","DANIEL REDON SANTIAGO, GERENTE DESARROLLO ECONOMICO Y VIVIENDA","true","CAROLINA","false",
"(4016) 2014-000500","Municipio de Carolina","WILLIAM A. ZAPATA","5543","2013-09-30T00:00:00.000","2013-10-15T00:00:00.000","2014-09-30T00:00:00.000","11.54","OBTENER INMUEBLES","COMPRA, VENTA Y/O ALQUILER DE INMUEBLES","Aceptado","DANIEL REDON SANTIAGO, GERENTE DESARROLLO ECONOMICO Y VIVIENDA","true","CAROLINA","false",
"(4016) 2014-000501","Municipio de Carolina","WILFREDO RIVERA PEREZ","3742","2013-09-30T00:00:00.000","2013-10-15T00:00:00.000","2014-09-30T00:00:00.000","11.54","OBTENER INMUEBLES","COMPRA, VENTA Y/O ALQUILER DE INMUEBLES","Aceptado","DANIEL REDON SANTIAGO, GERENTE DESARROLLO ECONOMICO Y VIVIENDA","true","CAROLINA","false",
"(4016) 2014-000502","Municipio de Carolina","ABRAHAM SANCHEZ CRUZ","6048","2013-09-30T00:00:00.000","2013-11-01T00:00:00.000","2014-10-31T00:00:00.000","12","OBTENER INMUEBLES","COMPRA, VENTA Y/O ALQUILER DE INMUEBLES","Aceptado","DANIEL REDON SANTIAGO, GERENTE DESARROLLO ECONOMICO Y VIVIENDA","true","CAROLINA","false",
"(4016) 2014-000503","Municipio de Carolina","Magali Rivera","469","2013-09-30T00:00:00.000","2013-11-01T00:00:00.000","2013-11-30T00:00:00.000","0.99","OBTENER INMUEBLES","COMPRA, VENTA Y/O ALQUILER DE INMUEBLES","Aceptado","DANIEL REDON SANTIAGO, GERENTE DESARROLLO ECONOMICO Y VIVIENDA","true","CAROLINA","false",
"(4016) 2014-000504","Municipio de Carolina","Valerie Vazquez Rivera","1740","2013-09-30T00:00:00.000","2013-11-01T00:00:00.000","2014-03-31T00:00:00.000","4.96","OBTENER INMUEBLES","COMPRA, VENTA Y/O ALQUILER DE INMUEBLES","Aceptado","DANIEL REDON SANTIAGO, GERENTE DESARROLLO ECONOMICO Y VIVIENDA","true","CAROLINA","false",
"(4016) 2014-000505","Municipio de Carolina","GIL BENEJAM MEDINA","4320","2013-09-30T00:00:00.000","2013-11-01T00:00:00.000","2014-10-31T00:00:00.000","12","OBTENER INMUEBLES","COMPRA, VENTA Y/O ALQUILER DE INMUEBLES","Aceptado","DANIEL REDON SANTIAGO, GERENTE DESARROLLO ECONOMICO Y VIVIENDA","true","CAROLINA","false",
"(4016) 2014-000506","Municipio de Carolina","RAUL F. RAMOS VELEZ","6156","2013-09-30T00:00:00.000","2013-11-01T00:00:00.000","2014-10-31T00:00:00.000","12","OBTENER INMUEBLES","COMPRA, VENTA Y/O ALQUILER DE INMUEBLES","Aceptado","DANIEL REDON SANTIAGO, GERENTE DESARROLLO ECONOMICO Y VIVIENDA","true","CAROLINA","false",
"(4016) 2014-000507","Municipio de Carolina","Willman Rivera Lebron","6108","2013-09-30T00:00:00.000","2013-11-01T00:00:00.000","2014-10-31T00:00:00.000","12","OBTENER INMUEBLES","COMPRA, VENTA Y/O ALQUILER DE INMUEBLES","Aceptado","DANIEL REDON SANTIAGO, GERENTE DESARROLLO ECONOMICO Y VIVIENDA","true","CAROLINA","false",
"(4016) 2014-000508","Municipio de Carolina","Onofre Lugo Lopez","7428","2013-09-30T00:00:00.000","2013-11-01T00:00:00.000","2014-10-31T00:00:00.000","12","OBTENER INMUEBLES","COMPRA, VENTA Y/O ALQUILER DE INMUEBLES","Aceptado","DANIEL REDON SANTIAGO, GERENTE DESARROLLO ECONOMICO Y VIVIENDA","true","CAROLINA","false",
"(4016) 2014-000509","Municipio de Carolina","Brunilda Garcia Rivera","2220","2013-09-30T00:00:00.000","2013-11-01T00:00:00.000","2014-10-31T00:00:00.000","12","OBTENER INMUEBLES","COMPRA, VENTA Y/O ALQUILER DE INMUEBLES","Aceptado","DANIEL REDON SANTIAGO, GERENTE DESARROLLO ECONOMICO Y VIVIENDA","true","CAROLINA","false",
"(4016) 2014-000510","Municipio de Carolina","EMILIA RAMIREZ CABRAL","6156","2013-09-30T00:00:00.000","2013-11-01T00:00:00.000","2014-10-31T00:00:00.000","12","OBTENER INMUEBLES","COMPRA, VENTA Y/O ALQUILER DE INMUEBLES","Aceptado","DANIEL REDON SANTIAGO, GERENTE DESARROLLO ECONOMICO Y VIVIENDA","true","CAROLINA","false",
"(4016) 2014-000511","Municipio de Carolina","Luis R. Clemente Calderón","6876","2013-09-30T00:00:00.000","2013-11-01T00:00:00.000","2014-10-31T00:00:00.000","12","OBTENER INMUEBLES","COMPRA, VENTA Y/O ALQUILER DE INMUEBLES","Aceptado","DANIEL REDON SANTIAGO, GERENTE DESARROLLO ECONOMICO Y VIVIENDA","true","CAROLINA","false",
"(4016) 2014-000512","Municipio de Carolina","COOPERATIVA TORRES DE CAROLINA","4656","2013-09-30T00:00:00.000","2013-11-01T00:00:00.000","2014-10-31T00:00:00.000","12","OBTENER INMUEBLES","COMPRA, VENTA Y/O ALQUILER DE INMUEBLES","Aceptado","DANIEL REDON SANTIAGO, GERENTE DESARROLLO ECONOMICO Y VIVIENDA","true","CAROLINA","false",
"(4016) 2014-000513","Municipio de Carolina","COOPERATIVA TORRES DE CAROLINA","4656","2013-09-30T00:00:00.000","2013-11-01T00:00:00.000","2014-10-31T00:00:00.000","12","OBTENER INMUEBLES","COMPRA, VENTA Y/O ALQUILER DE INMUEBLES","Aceptado","DANIEL REDON SANTIAGO, GERENTE DESARROLLO ECONOMICO Y VIVIENDA","true","CAROLINA","false",
"(4016) 2014-000514","Municipio de Carolina","GRACE RAI","6408","2013-09-30T00:00:00.000","2013-11-01T00:00:00.000","2014-10-31T00:00:00.000","12","OBTENER INMUEBLES","COMPRA, VENTA Y/O ALQUILER DE INMUEBLES","Aceptado","DANIEL REDON SANTIAGO, GERENTE DESARROLLO ECONOMICO Y VIVIENDA","true","CAROLINA","false",
"(4016) 2014-000516","Municipio de Carolina","COOPERATIVA TORRES DE CAROLINA","5256","2013-09-30T00:00:00.000","2013-11-01T00:00:00.000","2014-10-31T00:00:00.000","12","OBTENER INMUEBLES","COMPRA, VENTA Y/O ALQUILER DE INMUEBLES","Aceptado","DANIEL REDON SANTIAGO, GERENTE DESARROLLO ECONOMICO Y VIVIENDA","true","CAROLINA","false",
"(4016) 2014-000517","Municipio de Carolina","COOPERATIVA TORRES DE CAROLINA","5268","2013-09-30T00:00:00.000","2013-11-01T00:00:00.000","2014-10-31T00:00:00.000","12","OBTENER INMUEBLES","COMPRA, VENTA Y/O ALQUILER DE INMUEBLES","Aceptado","DANIEL REDON SANTIAGO, GERENTE DESARROLLO ECONOMICO Y VIVIENDA","true","CAROLINA","false",
"(4016) 2014-000518","Municipio de Carolina","BLANCA SALINAS CELIS","5544","2013-09-30T00:00:00.000","2013-12-01T00:00:00.000","2014-11-30T00:00:00.000","12","OBTENER INMUEBLES","COMPRA, VENTA Y/O ALQUILER DE INMUEBLES","Aceptado","DANIEL REDON SANTIAGO, GERENTE DESARROLLO ECONOMICO Y VIVIENDA","true","CAROLINA","false",
"(4016) 2014-000519","Municipio de Carolina","DORAL BANK","3951","2013-09-30T00:00:00.000","2013-12-01T00:00:00.000","2014-11-30T00:00:00.000","12","OBTENER INMUEBLES","COMPRA, VENTA Y/O ALQUILER DE INMUEBLES","Aceptado","DANIEL REDON SANTIAGO, GERENTE DESARROLLO ECONOMICO Y VIVIENDA","true","CAROLINA","false",
"(4016) 2014-000520","Municipio de Carolina","EDWIN SANTIAGO","7572","2013-09-30T00:00:00.000","2013-12-01T00:00:00.000","2014-11-30T00:00:00.000","12","OBTENER INMUEBLES","COMPRA, VENTA Y/O ALQUILER DE INMUEBLES","Aceptado","DANIEL REDON SANTIAGO, GERENTE DESARROLLO ECONOMICO Y VIVIENDA","true","CAROLINA","false",
"(4016) 2014-000521","Municipio de Carolina","WILLIAM A. ZAPATA","3840","2013-09-30T00:00:00.000","2013-12-01T00:00:00.000","2014-11-30T00:00:00.000","12","OBTENER INMUEBLES","COMPRA, VENTA Y/O ALQUILER DE INMUEBLES","Aceptado","DANIEL REDON SANTIAGO, GERENTE DESARROLLO ECONOMICO Y VIVIENDA","true","CAROLINA","false",
"(4022) 2014-000244-A","Municipio de Coamo","CLAION RAMIREZ DIAZ","300","2013-09-30T00:00:00.000","2013-10-01T00:00:00.000","2013-12-31T00:00:00.000","3.02","SERVICIOS PERSONALES NO PROFESIONALES","SERVICIOS PERSONALES NO PROFESIONALES","Aceptado","JUAN CARLOS GARCIA PADILLA, ALCALDE","true","COAMO","false",
"(4022) 2014-000245-A","Municipio de Coamo","MARIA R. RIVERA RIVERA","300","2013-09-30T00:00:00.000","2013-10-01T00:00:00.000","2013-12-31T00:00:00.000","3.02","SERVICIOS PERSONALES NO PROFESIONALES","SERVICIOS PERSONALES NO PROFESIONALES","Aceptado","JUAN CARLOS GARCIA PADILLA, ALCALDE","true","COAMO","false",
